"DRS","Time","base","virus","projecao","dt_event","wis","overprediction","underprediction","dispersion","ae_median","cov_50","cov_95"
"BAURU",12,"2023-05-31","covid","Previsto",2023-05-23,1.71,1,0,0.71,3,0,1
"BAURU",12,"2023-06-06","covid","Previsto",2023-05-27,0.87,0.2,0,0.67,1,1,1
"BAURU",12,"2023-06-14","covid","Previsto",2023-05-31,0.9,0,0.2,0.7,1,1,1
"BAURU",12,"2023-06-20","covid","Previsto",2023-06-13,1.99,0,1.6,0.39,4,0,1
"BAURU",12,"2023-07-06","covid","Previsto",2023-06-28,1.26025,0,0.4,0.86025,2,1,1
"BAURU",12,"2023-07-19","covid","Previsto",2023-07-06,5.2905,3.6,0,1.6905,8,0,0
"BAURU",12,"2023-07-25","covid","Previsto",2023-07-06,5.21025,3.6,0,1.61025,8,0,0
"BAURU",12,"2023-08-02","covid","Previsto",2023-07-06,5.24025,3.6,0,1.64025,8,0,0
"BAURU",12,"2023-08-08","covid","Previsto",2023-08-01,3.54025,0,1.2,2.34025,6,1,1
"BAURU",12,"2023-08-16","covid","Previsto",2023-08-09,3.70275,0,1.2,2.50275,6,1,1
"BAURU",11,"2023-08-23","covid","Previsto",2023-08-16,3.87,0,0.6,3.27,3,1,1
"BAURU",12,"2023-08-30","covid","Previsto",2023-08-22,6.10125,0.6,0,5.50125,3,1,1
"BAURU",12,"2023-09-06","covid","Previsto",2023-08-29,14.821,0.4,0,14.421,2,1,1
"BAURU",12,"2023-09-19","covid","Previsto",2023-09-16,6.77025,1.5,0,5.27025,7.5,1,1
"BAURU",12,"2023-09-27","covid","Previsto",2023-09-19,10.0105,2.2,0,7.8105,11,1,1
"BAURU",11,"2023-10-06","covid","Previsto",2023-09-28,5.4905,1.6,0,3.8905,8,1,1
"BAURU",12,"2023-10-11","covid","Previsto",2023-10-03,2.78025,0,0.6,2.18025,3,1,1
"BAURU",12,"2023-10-18","covid","Previsto",2023-10-11,5.41025,0,3.2,2.21025,12,0,1
"BAURU",12,"2023-10-20","covid","Previsto",2023-10-20,4.46525,0,1,3.46525,5,1,1
"BAURU",12,"2023-10-25","covid","Previsto",2023-10-17,7.96025,2,0,5.96025,10,1,1
"BAURU",12,"2023-11-01","covid","Previsto",2023-10-25,6.23075,1.9,0,4.33075,9.5,1,1
"BAURU",12,"2023-11-08","covid","Previsto",2023-11-01,3.06025,0.8,0,2.26025,4,1,1
"BAURU",12,"2023-11-13","covid","Previsto",2023-11-04,4.27,1.6,0,2.67,8,1,1
"BAURU",12,"2023-11-29","covid","Previsto",2023-11-22,5.34,0,4.8,0.54,10,0,1
"BAURU",12,"2023-12-06","covid","Previsto",2023-11-28,2.59075,1.2,0,1.39075,4,0,1
"BAURU",12,"2023-12-13","covid","Previsto",2023-12-06,1.21,0,0.4,0.81,2,1,1
"BAURU",12,"2023-12-20","covid","Previsto",2023-12-09,1.445,0.6,0,0.845,3,1,1
"BAURU",12,"2023-12-27","covid","Previsto",2023-12-23,2.99,0,2.6,0.39,5,0,1
"BAURU",12,"2024-01-03","covid","Previsto",2023-12-30,1.68025,0,1.4,0.28025,3,0,1
"BAURU",12,"2024-01-17","covid","Previsto",2024-01-09,1.66025,0,1.4,0.26025,3,0,1
"BAURU",12,"2024-01-31","covid","Previsto",2024-01-24,4.15025,0,3.6,0.55025,8,0,1
"BAURU",11,"2024-02-07","covid","Previsto",2024-01-24,3.69,0,3,0.69,7,0,1
"BAURU",11,"2024-02-14","covid","Previsto",2024-02-03,0.8605,0,0,0.8605,0,1,1
"BAURU",11,"2024-02-21","covid","Previsto",2024-02-14,8.37025,0,7.4,0.97025,15,0,1
"BAURU",11,"2024-02-28","covid","Previsto",2024-02-17,8.13025,0,7,1.13025,15,0,1
"BAURU",12,"2024-03-06","covid","Previsto",2024-02-28,6.23,0,5.4,0.83,11,0,1
"BAURU",12,"2024-03-13","covid","Previsto",2024-03-06,3.4105,0,0.6,2.8105,3,1,1
"BAURU",12,"2024-03-18","covid","Previsto",2024-03-18,3.28,0,1.8,1.48,7,0,1
"BAURU",12,"2024-03-20","covid","Previsto",2024-03-19,1.895,0,0.2,1.695,1,1,1
"BAURU",12,"2024-03-27","covid","Previsto",2024-03-20,4.83,2.6,0,2.23,9,0,1
"BAURU",12,"2024-04-10","covid","Previsto",2024-03-26,1.94025,0.4,0,1.54025,2,1,1
"BAURU",12,"2024-04-17","covid","Previsto",2024-03-28,2.42025,0.8,0,1.62025,4,1,1
"BAURU",12,"2024-04-24","covid","Previsto",2024-04-13,1.605,1,0,0.605,3,0,1
"BAURU",11,"2024-05-08","covid","Previsto",2024-04-27,1.86,0,1.2,0.66,4,0,1
"BAURU",11,"2024-05-15","covid","Previsto",2024-05-03,0.5,0,0.2,0.3,1,1,1
"BAURU",11,"2024-05-23","covid","Previsto",2024-05-07,0.27025,0,0,0.27025,0,1,1
"BAURU",10,"2024-05-29","covid","Previsto",2024-05-21,0.93,0,0.8,0.13,2,0,1
"BAURU",11,"2024-06-05","covid","Previsto",2024-05-24,2.14,0,2,0.14,4,0,1
"BAURU",11,"2024-06-12","covid","Previsto",2024-05-30,0.68,0,0,0.68,0,1,1
"BAURU",11,"2024-06-26","covid","Previsto",2024-06-13,0.73,0,0.2,0.53,1,1,1
"BAURU",11,"2024-07-04","covid","Previsto",2024-06-13,0.73,0,0.2,0.53,1,1,1
"BAURU",12,"2024-07-23","covid","Previsto",2024-07-05,1.26,0.8,0,0.46,2,0,1
"BAURU",12,"2024-08-14","covid","Previsto",2024-07-30,2.18,0,1.6,0.58,4,0,1
"BAURU",12,"2024-08-21","covid","Previsto",2024-08-02,1.18025,0,0.6,0.58025,3,1,1
"BAURU",12,"2024-08-28","covid","Previsto",2024-08-22,9.30125,0,7.2,2.10125,18,0,1
"BAURU",12,"2024-09-03","covid","Previsto",2024-08-27,5.28175,0.4,0,4.88175,2,1,1
"BAURU",12,"2024-09-11","covid","Previsto",2024-09-03,4.11,0,1,3.11,5,1,1
"BAURU",12,"2024-09-18","covid","Previsto",2024-09-10,4.03125,0,2.8,1.23125,8,0,1
"BAURU",12,"2024-09-25","covid","Previsto",2024-09-18,5.37025,0,4.4,0.97025,10,0,1
"BAURU",12,"2024-10-02","covid","Previsto",2024-09-25,2.14,0,0.6,1.54,3,1,1
"CAMPINAS",12,"2023-05-31","covid","Previsto",2023-05-23,1.66,0,0.6,1.06,3,1,1
"CAMPINAS",12,"2023-06-06","covid","Previsto",2023-05-30,5.04,0,4.2,0.84,9,0,1
"CAMPINAS",12,"2023-06-14","covid","Previsto",2023-06-07,1.35,0,0.4,0.95,2,1,1
"CAMPINAS",12,"2023-06-20","covid","Previsto",2023-06-13,1.55,0,0.4,1.15,2,1,1
"CAMPINAS",12,"2023-07-06","covid","Previsto",2023-07-05,2.58025,0,1.8,0.78025,5,0,1
"CAMPINAS",12,"2023-07-19","covid","Previsto",2023-07-12,1.36,0,0.4,0.96,2,1,1
"CAMPINAS",12,"2023-07-25","covid","Previsto",2023-07-14,1.83,0,0.6,1.23,3,1,1
"CAMPINAS",12,"2023-08-02","covid","Previsto",2023-08-01,3.875,0,2.9,0.975,7,0,1
"CAMPINAS",12,"2023-08-08","covid","Previsto",2023-08-05,4.73,0,3.8,0.93,9,0,1
"CAMPINAS",12,"2023-08-16","covid","Previsto",2023-08-16,6.96025,0,5.8,1.16025,13,0,1
"CAMPINAS",12,"2023-08-23","covid","Previsto",2023-08-22,4.01025,0,2.8,1.21025,8,0,1
"CAMPINAS",12,"2023-08-30","covid","Previsto",2023-08-30,4.78,0,3.4,1.38,9,0,1
"CAMPINAS",12,"2023-09-06","covid","Previsto",2023-09-06,8.51,0,7.2,1.31,16,0,1
"CAMPINAS",12,"2023-09-19","covid","Previsto",2023-09-19,24.24,0,22.8,1.44,34,0,0
"CAMPINAS",12,"2023-09-27","covid","Previsto",2023-09-27,10.03,0,8.2,1.83,19,0,1
"CAMPINAS",12,"2023-10-06","covid","Previsto",2023-10-05,7.4605,0,4.4,3.0605,16,0,1
"CAMPINAS",12,"2023-10-11","covid","Previsto",2023-10-11,10.3705,0,7.8,2.5705,19,0,1
"CAMPINAS",12,"2023-10-18","covid","Previsto",2023-10-18,37.47,0,34.7,2.77,59.5,0,0
"CAMPINAS",12,"2023-10-20","covid","Previsto",2023-10-13,16.1105,0,12.8,3.3105,30,0,1
"CAMPINAS",12,"2023-10-25","covid","Previsto",2023-10-24,17.28025,0,13.8,3.48025,33,0,1
"CAMPINAS",12,"2023-11-01","covid","Previsto",2023-11-01,5.71025,0,2.1,3.61025,10.5,1,1
"CAMPINAS",12,"2023-11-08","covid","Previsto",2023-11-08,15.99,0,13.6,2.39,30,0,1
"CAMPINAS",12,"2023-11-13","covid","Previsto",2023-11-11,8.08025,0,4.6,3.48025,17,0,1
"CAMPINAS",12,"2023-11-29","covid","Previsto",2023-11-29,2.23,0,0.2,2.03,1,1,1
"CAMPINAS",12,"2023-12-06","covid","Previsto",2023-12-05,1.78525,0,0,1.78525,0,1,1
"CAMPINAS",12,"2023-12-13","covid","Previsto",2023-12-06,3.16,1.2,0,1.96,6,1,1
"CAMPINAS",12,"2023-12-20","covid","Previsto",2023-12-12,1.48,0,0.4,1.08,2,1,1
"CAMPINAS",12,"2023-12-27","covid","Previsto",2023-12-20,6.43,0,5.8,0.63,11,0,0
"CAMPINAS",12,"2024-01-03","covid","Previsto",2023-12-27,10.09,0,9.8,0.29,13,0,0
"CAMPINAS",12,"2024-01-17","covid","Previsto",2024-01-10,5.15,0,4.6,0.55,9,0,1
"CAMPINAS",12,"2024-01-31","covid","Previsto",2024-01-23,10.625,0,9.4,1.225,19,0,1
"CAMPINAS",12,"2024-02-07","covid","Previsto",2024-01-31,10.23,0,8.6,1.63,19,0,1
"CAMPINAS",12,"2024-02-14","covid","Previsto",2024-02-08,59.70025,0,58.39,1.31025,70,0,0
"CAMPINAS",12,"2024-02-21","covid","Previsto",2024-02-14,33.11575,0,28.7,4.41575,60,0,1
"CAMPINAS",12,"2024-02-28","covid","Previsto",2024-02-21,51.0325,28.5,0,22.5325,86.5,0,1
"CAMPINAS",12,"2024-03-06","covid","Previsto",2024-03-06,66.24575,45.2,0,21.04575,114,0,1
"CAMPINAS",12,"2024-03-13","covid","Previsto",2024-03-13,15.981,2.2,0,13.781,11,1,1
"CAMPINAS",12,"2024-03-18","covid","Previsto",2024-03-16,10.35525,0,6.6,3.75525,23,0,1
"CAMPINAS",12,"2024-03-20","covid","Previsto",2024-03-13,7.4705,0.3,0,7.1705,1.5,1,1
"CAMPINAS",12,"2024-03-27","covid","Previsto",2024-03-20,6.441,1.4,0,5.041,7,1,1
"CAMPINAS",12,"2024-04-10","covid","Previsto",2024-04-02,4.45075,0,0.8,3.65075,4,1,1
"CAMPINAS",12,"2024-04-17","covid","Previsto",2024-04-11,10.76,0,8.8,1.96,20,0,1
"CAMPINAS",12,"2024-04-24","covid","Previsto",2024-04-20,3.2205,0,0.6,2.6205,3,1,1
"CAMPINAS",12,"2024-05-08","covid","Previsto",2024-05-01,1.7,0,0.8,0.9,4,1,1
"CAMPINAS",12,"2024-05-15","covid","Previsto",2024-05-01,1.24,0.2,0,1.04,1,1,1
"CAMPINAS",12,"2024-05-23","covid","Previsto",2024-05-14,3.93,0,3.4,0.53,7,0,1
"CAMPINAS",12,"2024-05-29","covid","Previsto",2024-05-21,5.12,0,4.6,0.52,9,0,1
"CAMPINAS",12,"2024-06-05","covid","Previsto",2024-05-29,8.33,0,7.8,0.53,13,0,0
"CAMPINAS",12,"2024-06-12","covid","Previsto",2024-05-29,7.74,0,7.2,0.54,12,0,0
"CAMPINAS",12,"2024-06-26","covid","Previsto",2024-06-19,3.36,0.6,0,2.76,3,1,1
"CAMPINAS",12,"2024-07-04","covid","Previsto",2024-06-29,3.60025,1.8,0,1.80025,7,0,1
"CAMPINAS",12,"2024-07-23","covid","Previsto",2024-07-20,6.8,0,6,0.8,12,0,1
"CAMPINAS",12,"2024-08-14","covid","Previsto",2024-08-06,9.56,0,8.6,0.96,17,0,1
"CAMPINAS",12,"2024-08-21","covid","Previsto",2024-08-08,6.34,0,5.2,1.14,12,0,1
"CAMPINAS",12,"2024-08-28","covid","Previsto",2024-08-21,7.42,0,3,4.42,15,1,1
"CAMPINAS",12,"2024-09-03","covid","Previsto",2024-08-27,20.27,0,17,3.27,37,0,1
"CAMPINAS",12,"2024-09-11","covid","Previsto",2024-09-04,5.12075,0,0.2,4.92075,1,1,1
"CAMPINAS",12,"2024-09-18","covid","Previsto",2024-09-11,11.65,5.8,0,5.85,23,0,1
"CAMPINAS",12,"2024-09-25","covid","Previsto",2024-09-19,6.04025,0,3.8,2.24025,13,0,1
"CAMPINAS",12,"2024-10-02","covid","Previsto",2024-09-25,6.59,0,5.4,1.19,13,0,1
"FRANCA",12,"2023-05-31","covid","Previsto",2023-05-17,0.35,0,0,0.35,0,1,1
"FRANCA",12,"2023-06-06","covid","Previsto",2023-05-17,0.47,0,0,0.47,0,1,1
"FRANCA",12,"2023-06-14","covid","Previsto",2023-05-17,0.37,0,0,0.37,0,1,1
"FRANCA",12,"2023-06-20","covid","Previsto",2023-06-02,0.27,0,0,0.27,0,1,1
"FRANCA",12,"2023-07-06","covid","Previsto",2023-06-20,1.82,0,0.8,1.02,2,0,1
"FRANCA",12,"2023-07-19","covid","Previsto",2023-07-07,2.96,1.2,0,1.76,4,0,1
"FRANCA",11,"2023-07-25","covid","Previsto",2023-07-15,0.63025,0,0,0.63025,0,1,1
"FRANCA",12,"2023-08-02","covid","Previsto",2023-07-26,0.63025,0,0,0.63025,0,1,1
"FRANCA",12,"2023-08-08","covid","Previsto",2023-07-26,0.51025,0,0,0.51025,0,1,1
"FRANCA",12,"2023-08-16","covid","Previsto",2023-07-26,0.525,0,0,0.525,0,1,1
"FRANCA",12,"2023-08-23","covid","Previsto",2023-08-16,0.8305,0,0.2,0.6305,1,1,1
"FRANCA",12,"2023-08-30","covid","Previsto",2023-08-18,0.69,0,0,0.69,0,1,1
"FRANCA",12,"2023-09-06","covid","Previsto",2023-09-02,1.3205,0,0.2,1.1205,1,1,1
"FRANCA",11,"2023-09-19","covid","Previsto",2023-09-06,0.94025,0.2,0,0.74025,1,1,1
"FRANCA",12,"2023-09-27","covid","Previsto",2023-09-20,1.25,0,0,1.25,0,1,1
"FRANCA",12,"2023-10-06","covid","Previsto",2023-10-06,2.3005,0.4,0,1.9005,2,1,1
"FRANCA",12,"2023-10-11","covid","Previsto",2023-10-03,4.63125,1.4,0,3.23125,7,1,1
"FRANCA",12,"2023-10-18","covid","Previsto",2023-10-18,1.78025,0.6,0,1.18025,3,1,1
"FRANCA",12,"2023-10-20","covid","Previsto",2023-10-20,6.13125,4.2,0,1.93125,11,0,1
"FRANCA",12,"2023-10-25","covid","Previsto",2023-10-18,7.3905,4.8,0,2.5905,12,0,1
"FRANCA",12,"2023-11-01","covid","Previsto",2023-11-01,2.62,1.4,0,1.22,5,0,1
"FRANCA",12,"2023-11-08","covid","Previsto",2023-10-31,9.2905,6.4,0,2.8905,16,0,1
"FRANCA",12,"2023-11-13","covid","Previsto",2023-11-03,5.91,4.6,0,1.31,11,0,1
"FRANCA",12,"2023-11-29","covid","Previsto",2023-11-24,5.12025,3.4,0,1.72025,9,0,1
"FRANCA",12,"2023-12-06","covid","Previsto",2023-11-29,1.03025,0.2,0,0.83025,1,1,1
"FRANCA",12,"2023-12-13","covid","Previsto",2023-11-28,2.381,1.2,0,1.181,4,0,1
"FRANCA",12,"2023-12-20","covid","Previsto",2023-12-16,0.63,0.2,0,0.43,1,1,1
"FRANCA",12,"2023-12-27","covid","Previsto",2023-12-20,0.27,0,0,0.27,0,1,1
"FRANCA",12,"2024-01-03","covid","Previsto",2023-12-20,0.27,0,0,0.27,0,1,1
"FRANCA",12,"2024-01-17","covid","Previsto",2024-01-13,16.48275,3.4,0,13.08275,11,0,1
"FRANCA",12,"2024-01-31","covid","Previsto",2024-01-19,0.78025,0,0.2,0.58025,1,1,1
"FRANCA",11,"2024-02-07","covid","Previsto",2024-02-03,1.33,0.2,0,1.13,1,1,1
"FRANCA",11,"2024-02-14","covid","Previsto",2024-02-03,1.1015,0,0,1.1015,0,1,1
"FRANCA",11,"2024-02-21","covid","Previsto",2024-02-10,2.24,0,1.7,0.54,4.5,0,1
"FRANCA",11,"2024-02-28","covid","Previsto",2024-02-17,5.67,0,5.2,0.47,10,0,1
"FRANCA",12,"2024-03-06","covid","Previsto",2024-02-27,3.98025,0,3.4,0.58025,7,0,1
"FRANCA",12,"2024-03-13","covid","Previsto",2024-02-28,3.81,0,3.4,0.41,7,0,1
"FRANCA",11,"2024-03-18","covid","Previsto",2024-03-01,2.41025,0,1.8,0.61025,5,0,1
"FRANCA",10,"2024-03-20","covid","Previsto",2024-03-12,2.82025,0,2.2,0.62025,5,0,1
"FRANCA",11,"2024-03-27","covid","Previsto",2024-03-20,0.82025,0,0.2,0.62025,1,1,1
"FRANCA",11,"2024-04-10","covid","Previsto",2024-03-31,7.62175,4.8,0,2.82175,12,0,1
"FRANCA",11,"2024-04-17","covid","Previsto",2024-03-31,7.54,4.8,0,2.74,12,0,1
"FRANCA",11,"2024-04-24","covid","Previsto",2024-03-29,6.94175,4,0,2.94175,12,0,1
"FRANCA",11,"2024-05-08","covid","Previsto",2024-03-29,7.31325,4.4,0,2.91325,12,0,1
"FRANCA",10,"2024-05-15","covid","Previsto",2024-04-19,5.11025,2.4,0,2.71025,8,0,1
"FRANCA",10,"2024-05-23","covid","Previsto",2024-05-02,1.29225,0,0.6,0.692249999999998,1,0,1
"FRANCA",10,"2024-05-29","covid","Previsto",2024-04-30,0.75025,0,0.6,0.15025,1,0,1
"FRANCA",9,"2024-06-05","covid","Previsto",2024-05-22,0.78025,0,0.6,0.18025,1,0,1
"FRANCA",9,"2024-06-12","covid","Previsto",2024-05-22,0.51,0,0.2,0.31,1,1,1
"FRANCA",7,"2024-06-26","covid","Previsto",2024-06-14,6.10274999999999,0,0.6,5.50274999999999,1,0,1
"FRANCA",8,"2024-07-04","covid","Previsto",2024-06-14,9.20749999999997,0.2,0,9.00749999999997,1,1,1
"FRANCA",8,"2024-07-23","covid","Previsto",2024-07-19,15.76025,3.2,0,12.56025,10,0,1
"FRANCA",9,"2024-08-14","covid","Previsto",2024-08-03,1.52025,0.4,0,1.12025,2,1,1
"FRANCA",9,"2024-08-21","covid","Previsto",2024-08-03,1.26,0.2,0,1.06,1,1,1
"FRANCA",10,"2024-08-28","covid","Previsto",2024-08-13,2.4905,1.2,0,1.2905,4,0,1
"FRANCA",10,"2024-09-03","covid","Previsto",2024-08-27,2.12025,0.2,0,1.92025,1,1,1
"FRANCA",10,"2024-09-11","covid","Previsto",2024-08-27,2.28025,0.4,0,1.88025,2,1,1
"FRANCA",10,"2024-09-18","covid","Previsto",2024-09-04,2.00025,0,0,2.00025,0,1,1
"FRANCA",10,"2024-09-25","covid","Previsto",2024-09-04,1.94075,0.2,0,1.74075,1,1,1
"FRANCA",11,"2024-10-02","covid","Previsto",2024-09-21,1.66,0.6,0,1.06,3,1,1
"GRANDE SÃO PAULO",12,"2023-05-31","covid","Previsto",2023-05-24,7.81,2.8,0,5.01,14,1,1
"GRANDE SÃO PAULO",12,"2023-06-06","covid","Previsto",2023-05-30,6.72025,0,4.4,2.32025,14,0,1
"GRANDE SÃO PAULO",12,"2023-06-14","covid","Previsto",2023-06-14,8.91,0,7.6,1.31,16,0,1
"GRANDE SÃO PAULO",12,"2023-06-20","covid","Previsto",2023-06-13,6.20025,0,4.8,1.40025,12,0,1
"GRANDE SÃO PAULO",12,"2023-07-06","covid","Previsto",2023-07-06,3.25,0,1.8,1.45,7,0,1
"GRANDE SÃO PAULO",12,"2023-07-19","covid","Previsto",2023-07-12,2.47025,0,1,1.47025,5,1,1
"GRANDE SÃO PAULO",12,"2023-07-25","covid","Previsto",2023-07-18,7.13,0,5.8,1.33,13,0,1
"GRANDE SÃO PAULO",12,"2023-08-02","covid","Previsto",2023-07-26,21.2,0,20,1.2,30,0,0
"GRANDE SÃO PAULO",12,"2023-08-08","covid","Previsto",2023-08-01,34.27,0,33.2,1.07,42,0,0
"GRANDE SÃO PAULO",12,"2023-08-16","covid","Previsto",2023-08-16,6.7415,0,2.2,4.5415,11,1,1
"GRANDE SÃO PAULO",12,"2023-08-23","covid","Previsto",2023-08-23,21.32,0,17.2,4.12,40,0,1
"GRANDE SÃO PAULO",12,"2023-08-30","covid","Previsto",2023-08-23,16.79,0,12,4.79,34,0,1
"GRANDE SÃO PAULO",12,"2023-09-06","covid","Previsto",2023-09-06,29.4615,0,23.2,6.2615,56,0,1
"GRANDE SÃO PAULO",12,"2023-09-19","covid","Previsto",2023-09-19,15.055,0,0.4,14.655,2,1,1
"GRANDE SÃO PAULO",12,"2023-09-27","covid","Previsto",2023-09-27,45.29525,23.5,0,21.79525,93.5,0,1
"GRANDE SÃO PAULO",12,"2023-10-06","covid","Previsto",2023-10-06,31.621,14.4,0,17.221,66,0,1
"GRANDE SÃO PAULO",12,"2023-10-11","covid","Previsto",2023-10-11,24.97125,0,10.4,14.57125,52,1,1
"GRANDE SÃO PAULO",12,"2023-10-18","covid","Previsto",2023-10-18,52.66025,0,33.5,19.16025,110,0,1
"GRANDE SÃO PAULO",12,"2023-10-20","covid","Previsto",2023-10-20,71.4155,0,55.2,16.2155,138.5,0,1
"GRANDE SÃO PAULO",12,"2023-10-25","covid","Previsto",2023-10-25,20.1255,0,4,16.1255,20,1,1
"GRANDE SÃO PAULO",12,"2023-11-01","covid","Previsto",2023-11-01,17.071,0,1.4,15.671,7,1,1
"GRANDE SÃO PAULO",12,"2023-11-08","covid","Previsto",2023-11-08,41.6305,0,32.5,9.1305,82.5,0,1
"GRANDE SÃO PAULO",12,"2023-11-13","covid","Previsto",2023-11-12,18.10075,6.8,0,11.30075,34,1,1
"GRANDE SÃO PAULO",12,"2023-11-29","covid","Previsto",2023-11-29,19.22,0,16.6,2.62,35,0,1
"GRANDE SÃO PAULO",12,"2023-12-06","covid","Previsto",2023-12-06,17.7805,0,15.6,2.1805,32,0,1
"GRANDE SÃO PAULO",12,"2023-12-13","covid","Previsto",2023-12-06,5.87625,0,2,3.87625,10,1,1
"GRANDE SÃO PAULO",12,"2023-12-20","covid","Previsto",2023-12-20,11.72025,0,10,1.72025,22,0,1
"GRANDE SÃO PAULO",12,"2023-12-27","covid","Previsto",2023-12-20,8.61,0,6.6,2.01,17,0,1
"GRANDE SÃO PAULO",12,"2024-01-03","covid","Previsto",2024-01-03,35.71025,0,34.79,0.92025,42,0,0
"GRANDE SÃO PAULO",12,"2024-01-17","covid","Previsto",2024-01-17,30.81025,0,27.4,3.41025,55,0,1
"GRANDE SÃO PAULO",12,"2024-01-31","covid","Previsto",2024-01-31,62.04525,0,55.3,6.74525,110.5,0,1
"GRANDE SÃO PAULO",12,"2024-02-07","covid","Previsto",2024-02-07,155.46075,0,147.58,7.88075,208,0,0
"GRANDE SÃO PAULO",12,"2024-02-14","covid","Previsto",2024-02-15,94.86075,0,84.4,10.46075,172,0,1
"GRANDE SÃO PAULO",12,"2024-02-21","covid","Previsto",2024-02-14,21.157,2.4,0,18.757,12,1,1
"GRANDE SÃO PAULO",12,"2024-02-28","covid","Previsto",2024-02-21,27.65075,0,10,17.65075,50,1,1
"GRANDE SÃO PAULO",12,"2024-03-06","covid","Previsto",2024-03-06,26.67025,14.4,0,12.27025,52,0,1
"GRANDE SÃO PAULO",12,"2024-03-13","covid","Previsto",2024-03-13,16.61,0,11.4,5.21,35,0,1
"GRANDE SÃO PAULO",12,"2024-03-18","covid","Previsto",2024-03-16,5.33025,0,0.4,4.93025,2,1,1
"GRANDE SÃO PAULO",12,"2024-03-20","covid","Previsto",2024-03-13,13.101,0,7.6,5.501,28,0,1
"GRANDE SÃO PAULO",12,"2024-03-27","covid","Previsto",2024-03-20,7.17025,0,4.2,2.97025,15,0,1
"GRANDE SÃO PAULO",12,"2024-04-10","covid","Previsto",2024-04-02,9.39025,0,7.6,1.79025,18,0,1
"GRANDE SÃO PAULO",12,"2024-04-17","covid","Previsto",2024-04-04,7.70025,0,5.8,1.90025,15,0,1
"GRANDE SÃO PAULO",12,"2024-04-24","covid","Previsto",2024-04-13,7.67025,0,6.4,1.27025,14,0,1
"GRANDE SÃO PAULO",12,"2024-05-08","covid","Previsto",2024-04-26,2.645,0,1.5,1.145,6,0,1
"GRANDE SÃO PAULO",12,"2024-05-15","covid","Previsto",2024-05-08,7.45,0,6.8,0.65,12,0,0
"GRANDE SÃO PAULO",12,"2024-05-23","covid","Previsto",2024-05-15,3.0605,0,2.4,0.6605,6,0,1
"GRANDE SÃO PAULO",12,"2024-05-29","covid","Previsto",2024-05-22,1.85,0,0.6,1.25,3,1,1
"GRANDE SÃO PAULO",12,"2024-06-05","covid","Previsto",2024-05-29,7.68,0,6.8,0.88,14,0,1
"GRANDE SÃO PAULO",12,"2024-06-12","covid","Previsto",2024-05-31,6.83,0,6,0.83,12,0,1
"GRANDE SÃO PAULO",12,"2024-06-26","covid","Previsto",2024-06-19,4.14,0,0.6,3.54,3,1,1
"GRANDE SÃO PAULO",12,"2024-07-04","covid","Previsto",2024-06-29,4.5205,0,0.8,3.7205,4,1,1
"GRANDE SÃO PAULO",12,"2024-07-23","covid","Previsto",2024-07-09,6.641,2.2,0,4.441,11,1,1
"GRANDE SÃO PAULO",12,"2024-08-14","covid","Previsto",2024-08-07,19.61075,0,14.8,4.81075,38,0,1
"GRANDE SÃO PAULO",12,"2024-08-21","covid","Previsto",2024-08-16,79.2705,0,74.38,4.8905,116,0,0
"GRANDE SÃO PAULO",12,"2024-08-28","covid","Previsto",2024-08-22,177.9955,150.29,0,27.7055,274,0,0
"GRANDE SÃO PAULO",12,"2024-09-03","covid","Previsto",2024-08-28,86.3655,65.8,0,20.5655,155,0,1
"GRANDE SÃO PAULO",12,"2024-09-11","covid","Previsto",2024-09-05,56.92025,41.5,0,15.42025,104,0,1
"GRANDE SÃO PAULO",12,"2024-09-18","covid","Previsto",2024-09-11,20.956,11,0,9.956,39,0,1
"GRANDE SÃO PAULO",12,"2024-09-25","covid","Previsto",2024-09-19,6.5605,0,3,3.5605,15,1,1
"GRANDE SÃO PAULO",12,"2024-10-02","covid","Previsto",2024-09-25,17.8705,0,15.4,2.4705,33,0,1
"MARÍLIA",12,"2023-05-31","covid","Previsto",2023-05-19,0.81,0,0,0.81,0,1,1
"MARÍLIA",12,"2023-06-06","covid","Previsto",2023-05-30,0.93,0,0.2,0.73,1,1,1
"MARÍLIA",12,"2023-06-14","covid","Previsto",2023-05-30,0.98,0,0,0.98,0,1,1
"MARÍLIA",12,"2023-06-20","covid","Previsto",2023-06-13,2.42,0,2,0.42,4,0,1
"MARÍLIA",12,"2023-07-06","covid","Previsto",2023-06-27,1.1,0.4,0,0.7,2,1,1
"MARÍLIA",12,"2023-07-19","covid","Previsto",2023-07-04,1.23025,0,0.4,0.83025,2,1,1
"MARÍLIA",12,"2023-07-25","covid","Previsto",2023-07-11,0.67025,0,0.2,0.47025,1,1,1
"MARÍLIA",12,"2023-08-02","covid","Previsto",2023-07-26,0.94,0,0.4,0.54,2,1,1
"MARÍLIA",12,"2023-08-08","covid","Previsto",2023-08-01,2.06025,0,0.8,1.26025,4,1,1
"MARÍLIA",12,"2023-08-16","covid","Previsto",2023-08-09,1.67,0.2,0,1.47,1,1,1
"MARÍLIA",12,"2023-08-23","covid","Previsto",2023-08-15,1.33,0,0,1.33,0,1,1
"MARÍLIA",12,"2023-08-30","covid","Previsto",2023-08-17,3.3405,1.4,0,1.9405,5,0,1
"MARÍLIA",12,"2023-09-06","covid","Previsto",2023-08-30,1.25025,0,0.4,0.85025,2,1,1
