"DRS","Time","base","virus","projecao","dt_event","wis","overprediction","underprediction","dispersion","ae_median","cov_50","cov_95"
"RIBEIRÃO PRETO",12,"2023-09-27","covid","Previsto",2023-09-20,2.5055,0.2,0,2.3055,1,1,1
"RIBEIRÃO PRETO",12,"2023-10-06","covid","Previsto",2023-10-06,3.47,1.8,0,1.67,7,0,1
"RIBEIRÃO PRETO",12,"2023-10-11","covid","Previsto",2023-10-04,8.46,6.2,0,2.26,15,0,1
"RIBEIRÃO PRETO",12,"2023-10-18","covid","Previsto",2023-10-10,1.8,0.2,0,1.6,1,1,1
"RIBEIRÃO PRETO",12,"2023-10-20","covid","Previsto",2023-10-13,1.73025,0.4,0,1.33025,2,1,1
"RIBEIRÃO PRETO",12,"2023-10-25","covid","Previsto",2023-10-18,1.78025,0,0.2,1.58025,1,1,1
"RIBEIRÃO PRETO",12,"2023-11-01","covid","Previsto",2023-10-24,4.04,0,3.2,0.84,8,0,1
"RIBEIRÃO PRETO",12,"2023-11-08","covid","Previsto",2023-10-31,3.7505,1.2,0,2.5505,6,1,1
"RIBEIRÃO PRETO",12,"2023-11-13","covid","Previsto",2023-11-02,1.64,0,0.4,1.24,2,1,1
"RIBEIRÃO PRETO",12,"2023-11-29","covid","Previsto",2023-11-22,1.25025,0,0.2,1.05025,1,1,1
"RIBEIRÃO PRETO",12,"2023-12-06","covid","Previsto",2023-12-06,4.171,2.6,0,1.571,7,0,1
"RIBEIRÃO PRETO",12,"2023-12-13","covid","Previsto",2023-12-06,4.321,2.6,0,1.721,7,0,1
"RIBEIRÃO PRETO",12,"2023-12-20","covid","Previsto",2023-12-12,1.3,0,0.6,0.7,3,1,1
"RIBEIRÃO PRETO",12,"2023-12-27","covid","Previsto",2023-12-23,1.4205,0,0.2,1.2205,1,1,1
"RIBEIRÃO PRETO",12,"2024-01-03","covid","Previsto",2024-01-03,2.44025,0,1.8,0.64025,5,0,1
"RIBEIRÃO PRETO",12,"2024-01-17","covid","Previsto",2024-01-10,3.6,0,3.2,0.4,6,0,1
"RIBEIRÃO PRETO",12,"2024-01-31","covid","Previsto",2024-01-23,2.57325,0,0.4,2.17325,2,1,1
"RIBEIRÃO PRETO",12,"2024-02-07","covid","Previsto",2024-01-31,4.09025,0,2.8,1.29025,8,0,1
"RIBEIRÃO PRETO",12,"2024-02-14","covid","Previsto",2024-02-15,12.71,0,11.6,1.11,22,0,1
"RIBEIRÃO PRETO",12,"2024-02-21","covid","Previsto",2024-02-21,13.27,0,11.8,1.47,23,0,1
"RIBEIRÃO PRETO",12,"2024-02-28","covid","Previsto",2024-02-28,3.23,0.6,0,2.63,3,1,1
"RIBEIRÃO PRETO",12,"2024-03-06","covid","Previsto",2024-03-06,17.61025,13.2,0,4.41025,32,0,1
"RIBEIRÃO PRETO",12,"2024-03-13","covid","Previsto",2024-03-06,24.45025,18.2,0,6.25025,43,0,1
"RIBEIRÃO PRETO",12,"2024-03-18","covid","Previsto",2024-03-16,2.15,0,0.8,1.35,4,1,1
"RIBEIRÃO PRETO",12,"2024-03-20","covid","Previsto",2024-03-13,1.85025,0,0.6,1.25025,3,1,1
"RIBEIRÃO PRETO",12,"2024-03-27","covid","Previsto",2024-03-27,2.01,0,1.6,0.41,4,0,1
"RIBEIRÃO PRETO",12,"2024-04-10","covid","Previsto",2024-04-02,0.62,0,0.2,0.42,1,1,1
"RIBEIRÃO PRETO",12,"2024-04-17","covid","Previsto",2024-04-04,0.63,0,0.2,0.43,1,1,1
"RIBEIRÃO PRETO",12,"2024-04-24","covid","Previsto",2024-04-20,1.27,0,0.4,0.87,2,1,1
"RIBEIRÃO PRETO",12,"2024-05-08","covid","Previsto",2024-04-24,1.46,0.4,0,1.06,2,1,1
"RIBEIRÃO PRETO",12,"2024-05-15","covid","Previsto",2024-05-08,0.49,0.2,0,0.29,1,1,1
"RIBEIRÃO PRETO",12,"2024-05-23","covid","Previsto",2024-05-10,0.49,0,0.2,0.29,1,1,1
"RIBEIRÃO PRETO",12,"2024-05-29","covid","Previsto",2024-05-25,4.22025,1.6,0,2.62025,6,0,1
"RIBEIRÃO PRETO",12,"2024-06-05","covid","Previsto",2024-06-04,0.74025,0.2,0,0.54025,1,1,1
"RIBEIRÃO PRETO",12,"2024-06-12","covid","Previsto",2024-06-04,0.73,0.2,0,0.53,1,1,1
"RIBEIRÃO PRETO",11,"2024-06-26","covid","Previsto",2024-06-18,1.68,1,0,0.68,3,0,1
"RIBEIRÃO PRETO",11,"2024-07-04","covid","Previsto",2024-06-18,1.99025,1.4,0,0.59025,3,0,1
"RIBEIRÃO PRETO",11,"2024-07-23","covid","Previsto",2024-07-04,0.81,0,0.4,0.41,2,1,1
"RIBEIRÃO PRETO",11,"2024-08-14","covid","Previsto",2024-08-10,5.91025,0,5,0.91025,11,0,1
"RIBEIRÃO PRETO",11,"2024-08-21","covid","Previsto",2024-08-08,3.17,0,2.4,0.77,6,0,1
"RIBEIRÃO PRETO",11,"2024-08-28","covid","Previsto",2024-08-23,5.35,0,4.4,0.95,10,0,1
"RIBEIRÃO PRETO",12,"2024-09-03","covid","Previsto",2024-08-31,9.1615,6,0,3.1615,16,0,1
"RIBEIRÃO PRETO",12,"2024-09-11","covid","Previsto",2024-09-03,6.6105,4.4,0,2.2105,12,0,1
"RIBEIRÃO PRETO",12,"2024-09-18","covid","Previsto",2024-09-10,2.1205,0,0.4,1.7205,2,1,1
"RIBEIRÃO PRETO",12,"2024-09-25","covid","Previsto",2024-09-21,1.63,0,0.2,1.43,1,1,1
"RIBEIRÃO PRETO",12,"2024-10-02","covid","Previsto",2024-09-25,2.12,0,1.6,0.52,4,0,1
"SOROCABA",12,"2023-05-31","covid","Previsto",2023-05-24,2.04,0,0.4,1.64,2,1,1
"SOROCABA",12,"2023-06-06","covid","Previsto",2023-06-06,3.24025,2,0,1.24025,6,0,1
"SOROCABA",12,"2023-06-14","covid","Previsto",2023-06-13,1.23,0.4,0,0.83,2,1,1
"SOROCABA",12,"2023-06-20","covid","Previsto",2023-06-20,1.01025,0.2,0,0.81025,1,1,1
"SOROCABA",12,"2023-07-06","covid","Previsto",2023-06-28,1.20025,0,0.4,0.80025,2,1,1
"SOROCABA",12,"2023-07-19","covid","Previsto",2023-07-19,1.14,0,0.2,0.94,1,1,1
"SOROCABA",12,"2023-07-25","covid","Previsto",2023-07-25,1.20025,0.2,0,1.00025,1,1,1
"SOROCABA",12,"2023-08-02","covid","Previsto",2023-07-25,1.60025,0.4,0,1.20025,2,1,1
"SOROCABA",12,"2023-08-08","covid","Previsto",2023-08-01,1.34,0.5,0,0.84,2.5,1,1
"SOROCABA",12,"2023-08-16","covid","Previsto",2023-08-02,0.86,0,0,0.86,0,1,1
"SOROCABA",12,"2023-08-23","covid","Previsto",2023-08-18,2.46025,0,1.8,0.66025,5,0,1
"SOROCABA",12,"2023-08-30","covid","Previsto",2023-08-23,2.655,0,2.1,0.555,5,0,1
"SOROCABA",12,"2023-09-06","covid","Previsto",2023-09-06,1.82,0,0.6,1.22,3,1,1
"SOROCABA",12,"2023-09-19","covid","Previsto",2023-09-16,2.85025,0,0.4,2.45025,2,1,1
"SOROCABA",12,"2023-09-27","covid","Previsto",2023-09-26,4.03025,0,1.6,2.43025,8,1,1
"SOROCABA",12,"2023-10-06","covid","Previsto",2023-10-05,13.54,0,11.8,1.74,25,0,1
"SOROCABA",12,"2023-10-11","covid","Previsto",2023-10-11,7.46,2.6,0,4.86,13,1,1
"SOROCABA",12,"2023-10-18","covid","Previsto",2023-10-18,5.07025,1.2,0,3.87025,6,1,1
"SOROCABA",12,"2023-10-20","covid","Previsto",2023-10-20,6.7,0,3.8,2.9,15,0,1
"SOROCABA",12,"2023-10-25","covid","Previsto",2023-10-25,10.78025,6.6,0,4.18025,21,0,1
"SOROCABA",12,"2023-11-01","covid","Previsto",2023-11-01,8.72025,4,0,4.72025,18,0,1
"SOROCABA",12,"2023-11-08","covid","Previsto",2023-11-08,12.1405,7,0,5.1405,23,0,1
"SOROCABA",12,"2023-11-13","covid","Previsto",2023-11-11,6.0405,2.2,0,3.8405,11,1,1
"SOROCABA",12,"2023-11-29","covid","Previsto",2023-11-29,1.63,0,0.2,1.43,1,1,1
"SOROCABA",12,"2023-12-06","covid","Previsto",2023-12-06,1.14,0,0,1.14,0,1,1
"SOROCABA",12,"2023-12-13","covid","Previsto",2023-12-06,1.5,0.2,0,1.3,1,1,1
"SOROCABA",12,"2023-12-20","covid","Previsto",2023-12-13,1.31,0.2,0,1.11,1,1,1
"SOROCABA",12,"2023-12-27","covid","Previsto",2023-12-23,1.34,0.8,0,0.54,2,0,1
"SOROCABA",12,"2024-01-03","covid","Previsto",2023-12-27,2.48,0,2.2,0.28,5,0,1
"SOROCABA",12,"2024-01-17","covid","Previsto",2024-01-05,1.65,0,1.4,0.25,3,0,1
"SOROCABA",12,"2024-01-31","covid","Previsto",2024-01-31,3.44,0.6,0,2.84,3,1,1
"SOROCABA",12,"2024-02-07","covid","Previsto",2024-02-06,4.75,0,4.2,0.55,9,0,1
"SOROCABA",12,"2024-02-14","covid","Previsto",2024-02-10,7.33025,0,6,1.33025,14,0,1
"SOROCABA",12,"2024-02-21","covid","Previsto",2024-02-14,11.3,0,10.4,0.9,20,0,1
"SOROCABA",12,"2024-02-28","covid","Previsto",2024-02-21,6.2805,0,3.8,2.4805,13,0,1
"SOROCABA",12,"2024-03-06","covid","Previsto",2024-03-06,6.17,2.4,0,3.77,12,1,1
"SOROCABA",12,"2024-03-13","covid","Previsto",2024-03-13,2.95025,0,0.4,2.55025,2,1,1
"SOROCABA",12,"2024-03-18","covid","Previsto",2024-03-09,9.10025,5.8,0,3.30025,17,0,1
"SOROCABA",12,"2024-03-20","covid","Previsto",2024-03-12,2.38,0,0.4,1.98,2,1,1
"SOROCABA",12,"2024-03-27","covid","Previsto",2024-03-20,4.7,0,3.8,0.9,9,0,1
"SOROCABA",12,"2024-04-10","covid","Previsto",2024-04-02,2.515,0.6,0,1.915,3,1,1
"SOROCABA",12,"2024-04-17","covid","Previsto",2024-04-04,2.9105,0.8,0,2.1105,4,1,1
"SOROCABA",12,"2024-04-24","covid","Previsto",2024-04-12,1.49,0.4,0,1.09,2,1,1
"SOROCABA",12,"2024-05-08","covid","Previsto",2024-04-19,1.14,0.4,0,0.74,2,1,1
"SOROCABA",12,"2024-05-15","covid","Previsto",2024-05-04,0.46,0,0.2,0.26,1,1,1
"SOROCABA",12,"2024-05-23","covid","Previsto",2024-05-04,0.45025,0,0.2,0.25025,1,1,1
"SOROCABA",12,"2024-05-29","covid","Previsto",2024-05-17,1.56,0,1.4,0.16,3,0,1
"SOROCABA",12,"2024-06-05","covid","Previsto",2024-05-15,2.15,0,2,0.15,4,0,1
"SOROCABA",12,"2024-06-12","covid","Previsto",2024-05-25,0.34,0,0.2,0.14,1,1,1
"SOROCABA",11,"2024-06-26","covid","Previsto",2024-06-12,0.87025,0,0.2,0.67025,1,1,1
"SOROCABA",11,"2024-07-04","covid","Previsto",2024-06-12,0.92025,0,0.2,0.72025,1,1,1
"SOROCABA",11,"2024-07-23","covid","Previsto",2024-07-12,1.48,0,1,0.48,3,0,1
"SOROCABA",11,"2024-08-14","covid","Previsto",2024-08-07,2.24,0,0.8,1.44,4,1,1
"SOROCABA",11,"2024-08-21","covid","Previsto",2024-08-07,2.23025,0,0.8,1.43025,4,1,1
"SOROCABA",12,"2024-08-28","covid","Previsto",2024-08-21,2.05,0,0.4,1.65,2,1,1
"SOROCABA",12,"2024-09-03","covid","Previsto",2024-08-27,2.14025,0,0.4,1.74025,2,1,1
"SOROCABA",12,"2024-09-11","covid","Previsto",2024-09-11,4.68,2.8,0,1.88,8,0,1
"SOROCABA",12,"2024-09-18","covid","Previsto",2024-09-11,7.69,5.2,0,2.49,14,0,1
"SOROCABA",12,"2024-09-25","covid","Previsto",2024-09-12,9.15025,6.4,0,2.75025,16,0,1
"SOROCABA",12,"2024-10-02","covid","Previsto",2024-09-28,1.53,0,0,1.53,0,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-05-31","covid","Previsto",2023-05-23,2.72025,0,0.8,1.92025,4,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-06-06","covid","Previsto",2023-05-30,2.97525,0.8,0,2.17525,4,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-06-14","covid","Previsto",2023-06-06,1.81,0.2,0,1.61,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-06-20","covid","Previsto",2023-06-13,3.87,0,2.8,1.07,8,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-07-06","covid","Previsto",2023-06-27,5.541,0,3,2.541,11,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-07-19","covid","Previsto",2023-07-11,7.30025,1.3,0,6.00025,6.5,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-07-25","covid","Previsto",2023-07-18,3.46,0,0.8,2.66,4,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-08-02","covid","Previsto",2023-07-26,5.30025,0,3.8,1.50025,11,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-08-08","covid","Previsto",2023-08-01,2.39025,0,0.6,1.79025,3,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-08-16","covid","Previsto",2023-08-16,12.54,0,12,0.54,18,0,0
"SÃO JOSÉ DO RIO PRETO",12,"2023-08-23","covid","Previsto",2023-08-16,5.41,0,4.2,1.21,11,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-08-30","covid","Previsto",2023-08-23,3.17025,0,1.2,1.97025,6,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-09-06","covid","Previsto",2023-08-30,2.35025,0,1.4,0.95025,5,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-09-19","covid","Previsto",2023-09-12,3.55,0,2.6,0.95,7,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-09-27","covid","Previsto",2023-09-20,7.14,0,6.2,0.94,13,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-10-06","covid","Previsto",2023-09-29,2.42,0,0.6,1.82,3,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-10-11","covid","Previsto",2023-10-03,2.37,0,0.4,1.97,2,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-10-18","covid","Previsto",2023-10-11,9.4,0,8.2,1.2,17,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-10-20","covid","Previsto",2023-10-20,17.72,0,16.8,0.92,24,0,0
"SÃO JOSÉ DO RIO PRETO",12,"2023-10-25","covid","Previsto",2023-10-25,15.72,0,14.8,0.92,22,0,0
"SÃO JOSÉ DO RIO PRETO",12,"2023-11-01","covid","Previsto",2023-11-01,6.7,0,5.6,1.1,12,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-11-08","covid","Previsto",2023-11-01,1.99025,0.2,0,1.79025,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-11-13","covid","Previsto",2023-11-11,2.64,0.8,0,1.84,4,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-11-29","covid","Previsto",2023-11-21,2.44,0,0.4,2.04,2,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-06","covid","Previsto",2023-12-06,3.07025,0,2.4,0.67025,6,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-13","covid","Previsto",2023-12-05,3.37225,0,0.2,3.17225,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-20","covid","Previsto",2023-12-20,3.81,0,3.4,0.41,7,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-12-27","covid","Previsto",2023-12-23,1.33025,0.2,0,1.13025,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-01-03","covid","Previsto",2023-12-25,2.78025,0.4,0,2.38025,2,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-01-17","covid","Previsto",2024-01-10,4.085,0,3.1,0.985,8,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-01-31","covid","Previsto",2024-01-23,6.66,0,5.6,1.06,12,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-02-07","covid","Previsto",2024-01-31,28.05,0,27,1.05,35,0,0
"SÃO JOSÉ DO RIO PRETO",12,"2024-02-14","covid","Previsto",2024-02-08,6.16025,0,4.2,1.96025,13,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-02-21","covid","Previsto",2024-02-13,14.48025,0,11.2,3.28025,28,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-02-28","covid","Previsto",2024-02-21,5.04,0,2.2,2.84,11,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-03-06","covid","Previsto",2024-02-28,7.5605,3.4,0,4.1605,15,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-03-13","covid","Previsto",2024-03-05,11.07025,4.8,0,6.27025,24,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-03-18","covid","Previsto",2024-03-16,3.27,0,2.2,1.07,7,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-03-20","covid","Previsto",2024-03-12,2.48,0.6,0,1.88,3,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-03-27","covid","Previsto",2024-03-24,2.70025,0,1.6,1.10025,6,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-04-10","covid","Previsto",2024-04-02,2.74,0,2.2,0.54,5,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-04-17","covid","Previsto",2024-04-02,2.75,0,2.2,0.55,5,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-04-24","covid","Previsto",2024-04-21,0.68,0,0,0.68,0,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-05-08","covid","Previsto",2024-04-24,0.54,0,0,0.54,0,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-05-15","covid","Previsto",2024-05-15,1.38,0,1,0.38,3,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-05-23","covid","Previsto",2024-05-16,0.66,0,0.2,0.46,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-05-29","covid","Previsto",2024-05-21,0.74,0.2,0,0.54,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-06-05","covid","Previsto",2024-05-29,0.62,0.2,0,0.42,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-06-12","covid","Previsto",2024-05-28,0.43,0,0,0.43,0,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-06-26","covid","Previsto",2024-06-18,0.61,0,0.2,0.41,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-07-04","covid","Previsto",2024-06-22,1.71025,0,1.4,0.31025,3,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-07-23","covid","Previsto",2024-07-02,0.505,0,0.2,0.305,1,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-08-14","covid","Previsto",2024-08-06,1.32025,0,0.6,0.72025,3,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-08-21","covid","Previsto",2024-08-16,11.35,0,10.8,0.55,16,0,0
"SÃO JOSÉ DO RIO PRETO",12,"2024-08-28","covid","Previsto",2024-08-27,10.2705,0,9.2,1.0705,18,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-09-03","covid","Previsto",2024-08-27,8.0205,0,6.6,1.4205,15,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-09-11","covid","Previsto",2024-09-02,3.42,0,0.8,2.62,4,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-09-18","covid","Previsto",2024-09-11,3.4005,0.8,0,2.6005,4,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-09-25","covid","Previsto",2024-09-18,4.365,0.6,0,3.765,3,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-10-02","covid","Previsto",2024-09-24,1.34025,0,0,1.34025,0,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-05-31","covid","Previsto",2023-05-23,3.71,0,3.4,0.31,7,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-06-06","covid","Previsto",2023-06-06,1.25,0.2,0,1.05,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-06-14","covid","Previsto",2023-06-13,2.3255,0.4,0,1.9255,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-06-20","covid","Previsto",2023-06-17,0.64,0.2,0,0.44,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-07-06","covid","Previsto",2023-06-23,1.57,1,0,0.57,3,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-07-19","covid","Previsto",2023-07-13,0.47,0.2,0,0.27,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-07-25","covid","Previsto",2023-07-25,1.49025,0.4,0,1.09025,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-08-02","covid","Previsto",2023-07-25,1.47,0.4,0,1.07,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-08-08","covid","Previsto",2023-07-25,1.4805,0.4,0,1.0805,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-08-16","covid","Previsto",2023-08-11,0.43025,0,0,0.43025,0,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-08-23","covid","Previsto",2023-08-17,0.4,0,0,0.4,0,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-08-30","covid","Previsto",2023-08-26,2.53,0,2.2,0.33,5,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-09-06","covid","Previsto",2023-08-30,1.40025,0,1,0.40025,3,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-09-19","covid","Previsto",2023-09-19,4.99025,0,4.2,0.79025,9,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-09-27","covid","Previsto",2023-09-27,0.86025,0,0,0.86025,0,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-10-06","covid","Previsto",2023-09-27,2.50125,0.6,0,1.90125,3,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-10-11","covid","Previsto",2023-10-03,3.46075,0.8,0,2.66075,4,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-10-18","covid","Previsto",2023-10-18,3.17,0,2.4,0.77,6,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-10-20","covid","Previsto",2023-10-20,2.18525,0.4,0,1.78525,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-10-25","covid","Previsto",2023-10-18,2.67075,0.4,0,2.27075,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-11-01","covid","Previsto",2023-10-28,1.65,0.2,0,1.45,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-11-08","covid","Previsto",2023-11-01,5.34,0,4.4,0.94,10,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-11-13","covid","Previsto",2023-11-11,2.02,0.4,0,1.62,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-11-29","covid","Previsto",2023-11-25,7.2305,4.8,0,2.4305,12,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-06","covid","Previsto",2023-12-05,3.72025,2.4,0,1.32025,6,0,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-13","covid","Previsto",2023-12-13,0.64,0,0.2,0.44,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-20","covid","Previsto",2023-12-13,0.59025,0,0,0.59025,0,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-12-27","covid","Previsto",2023-12-20,0.97,0,0.4,0.57,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-01-03","covid","Previsto",2023-12-20,0.99,0,0.4,0.59,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-01-17","covid","Previsto",2024-01-09,1.1205,0,0,1.1205,0,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-01-31","covid","Previsto",2024-01-09,1.78025,0.4,0,1.38025,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-02-07","covid","Previsto",2024-01-30,0.88,0,0.4,0.48,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-02-14","covid","Previsto",2024-02-13,5.54,0,4.8,0.74,10,0,1
"SÃO JOÃO DA BOA VISTA",12,"2024-02-21","covid","Previsto",2024-02-14,5.56225,0.4,0,5.16225,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-02-28","covid","Previsto",2024-02-28,2.95075,0,0.1,2.85075,0.5,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-03-06","covid","Previsto",2024-03-06,1.82025,0,0.2,1.62025,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-03-13","covid","Previsto",2024-03-13,2.95025,0,2,0.95025,6,0,1
"SÃO JOÃO DA BOA VISTA",12,"2024-03-18","covid","Previsto",2024-03-15,6.41525,4,0,2.41525,12,0,1
"SÃO JOÃO DA BOA VISTA",12,"2024-03-20","covid","Previsto",2024-03-13,4.0905,1.6,0,2.4905,8,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-03-27","covid","Previsto",2024-03-21,2.88525,1.7,0,1.18525,5,0,1
"SÃO JOÃO DA BOA VISTA",12,"2024-04-10","covid","Previsto",2024-03-21,3.0605,1.8,0,1.2605,5,0,1
"SÃO JOÃO DA BOA VISTA",12,"2024-04-17","covid","Previsto",2024-04-03,1.09,0,0.8,0.29,2,0,1
"SÃO JOÃO DA BOA VISTA",12,"2024-04-24","covid","Previsto",2024-04-13,0.37,0,0.2,0.17,1,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-05-08","covid","Previsto",2024-04-12,0.97,0,0.8,0.17,2,0,1
"SÃO JOÃO DA BOA VISTA",9,"2024-05-15","covid","Previsto",2024-05-07,0.4,0,0,0.4,0,1,1
"SÃO JOÃO DA BOA VISTA",9,"2024-05-23","covid","Previsto",2024-05-07,0.40025,0,0,0.40025,0,1,1
"SÃO JOÃO DA BOA VISTA",9,"2024-05-29","covid","Previsto",2024-05-08,0.4,0,0,0.4,0,1,1
"SÃO JOÃO DA BOA VISTA",9,"2024-06-05","covid","Previsto",2024-05-08,0.3,0,0,0.3,0,1,1
"SÃO JOÃO DA BOA VISTA",9,"2024-06-12","covid","Previsto",2024-05-08,0.39,0,0,0.39,0,1,1
"SÃO JOÃO DA BOA VISTA",5,"2024-06-26","covid","Previsto",2024-06-18,1.16908841388e+21,0,0.4,1.16908841388e+21,2,1,1
"SÃO JOÃO DA BOA VISTA",5,"2024-07-04","covid","Previsto",2024-06-20,5766358213261859840,0,0.2,5766358213261859840,1,1,1
"SÃO JOÃO DA BOA VISTA",6,"2024-07-23","covid","Previsto",2024-07-02,272628938.741746,19.4,0,272628919.341746,75,0,1
"SÃO JOÃO DA BOA VISTA",8,"2024-08-14","covid","Previsto",2024-08-07,7.07974999999999,0,4.8,2.27974999999999,10,0,1
"SÃO JOÃO DA BOA VISTA",9,"2024-08-21","covid","Previsto",2024-08-15,5.57425,0,1,4.57425,5,1,1
"SÃO JOÃO DA BOA VISTA",10,"2024-08-28","covid","Previsto",2024-08-24,3.19025,0,0.2,2.99025,1,1,1
"SÃO JOÃO DA BOA VISTA",10,"2024-09-03","covid","Previsto",2024-08-21,2.96699999999999,0.2,0,2.76699999999999,1,1,1
"SÃO JOÃO DA BOA VISTA",10,"2024-09-11","covid","Previsto",2024-09-03,5.14649999999999,1,0,4.14649999999999,5,1,1
"SÃO JOÃO DA BOA VISTA",11,"2024-09-18","covid","Previsto",2024-09-10,2.45,0.4,0,2.05,2,1,1
"SÃO JOÃO DA BOA VISTA",11,"2024-09-25","covid","Previsto",2024-09-26,1.41025,0.2,0,1.21025,1,1,1
