"DRS","Time","base","virus","tipo","widow","dt_event","wis","overprediction","underprediction","dispersion","ae_median","cov_50","cov_95"
"ARARAQUARA",12,"2023-05-31","covid","com_atraso",10,2023-05-26,0.48,0,0.2,0.28,1,1,1
"ARARAQUARA",32,"2023-05-31","covid","com_atraso",30,2023-05-26,0.47,0,0.2,0.27,1,1,1
"ARARAQUARA",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-25,1.13025,0,0.2,0.93025,1,1,1
"ARARAQUARA",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-25,2.1215,0,0.2,1.9215,1,1,1
"ARARAQUARA",12,"2023-05-31","covid","mediana",10,2023-05-26,0.77,0.2,0,0.57,1,1,1
"ARAÇATUBA",12,"2023-05-31","covid","com_atraso",10,2023-05-23,1.05,0,0.8,0.25,2,0,1
"ARAÇATUBA",32,"2023-05-31","covid","com_atraso",30,2023-05-23,1.06,0,0.8,0.26,2,0,1
"ARAÇATUBA",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-17,1.121,0,0.4,0.720999999999999,2,1,1
"ARAÇATUBA",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-17,0.9805,0,0.4,0.5805,2,1,1
"ARAÇATUBA",12,"2023-05-31","covid","mediana",10,2023-05-30,0.97025,0.4,0,0.57025,2,1,1
"BAIXADA SANTISTA",12,"2023-05-31","covid","com_atraso",10,2023-05-24,1.05,0,0.8,0.25,2,0,1
"BAIXADA SANTISTA",32,"2023-05-31","covid","com_atraso",30,2023-05-24,1.34,0,1.2,0.14,2,0,1
"BAIXADA SANTISTA",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-23,0.95,0,0.4,0.55,2,1,1
"BAIXADA SANTISTA",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-23,1.28,0,0.6,0.68,3,1,1
"BAIXADA SANTISTA",12,"2023-05-31","covid","mediana",10,2023-05-31,0.4,0,0,0.4,0,1,1
"BARRETOS",12,"2023-05-31","covid","com_atraso",10,2023-05-20,0.27,0,0,0.27,0,1,1
"BARRETOS",31,"2023-05-31","covid","com_atraso",30,2023-05-20,0.26,0,0,0.26,0,1,1
"BARRETOS",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-13,1.412,0,0.2,1.212,1,1,1
"BARRETOS",33,"2023-05-31","covid","corte 3 semanas",30,2023-05-13,0.55,0,0.2,0.35,1,1,1
"BARRETOS",12,"2023-05-31","covid","mediana",10,2023-05-20,2.83,1.6,0,1.23,4,0,1
"BAURU",12,"2023-05-31","covid","com_atraso",10,2023-05-23,0.27,0,0,0.27,0,1,1
"BAURU",32,"2023-05-31","covid","com_atraso",30,2023-05-23,0.27,0,0,0.27,0,1,1
"BAURU",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-16,2.68025,0,1.8,0.88025,5,0,1
"BAURU",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-16,3.54,0,0.6,2.94,3,1,1
"BAURU",12,"2023-05-31","covid","mediana",10,2023-05-23,1.73,1,0,0.73,3,0,1
"CAMPINAS",12,"2023-05-31","covid","com_atraso",10,2023-05-16,5.57,0,4.8,0.77,10,0,1
"CAMPINAS",32,"2023-05-31","covid","com_atraso",30,2023-05-16,4.965,0,4.1,0.865,9,0,1
"CAMPINAS",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-23,4.59075,0,3.2,1.39075,8,0,1
"CAMPINAS",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-23,3.66025,0,1.4,2.26025,7,1,1
"CAMPINAS",12,"2023-05-31","covid","mediana",10,2023-05-23,1.54,0,0.6,0.94,3,1,1
"FRANCA",12,"2023-05-31","covid","com_atraso",10,2023-05-17,0.50025,0.2,0,0.30025,1,1,1
"FRANCA",32,"2023-05-31","covid","com_atraso",30,2023-05-17,0.27,0,0,0.27,0,1,1
"FRANCA",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-19,0.670749999999999,0,0,0.670749999999999,0,1,1
"FRANCA",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-19,0.51,0,0,0.51,0,1,1
"FRANCA",12,"2023-05-31","covid","mediana",10,2023-05-17,0.29,0,0,0.29,0,1,1
"GRANDE SÃO PAULO",10,"2023-05-31","covid","com_atraso",10,2023-05-24,27.88025,0,26.59,1.29025,37,0,0
"GRANDE SÃO PAULO",32,"2023-05-31","covid","com_atraso",30,2023-05-24,32.98,0,32.2,0.78,39,0,0
"GRANDE SÃO PAULO",13,"2023-05-31","covid","corte 3 semanas",10,2023-05-24,15.7805,0,13.2,2.5805,28,0,1
"GRANDE SÃO PAULO",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-24,13.7555,0,7.1,6.6555,28,0,1
"GRANDE SÃO PAULO",12,"2023-05-31","covid","mediana",10,2023-05-24,8.78575,4.8,0,3.98575,16,0,1
"MARÍLIA",12,"2023-05-31","covid","com_atraso",10,2023-05-19,0.72025,0,0.2,0.52025,1,1,1
"MARÍLIA",32,"2023-05-31","covid","com_atraso",30,2023-05-19,1.06,0,0.4,0.66,2,1,1
"MARÍLIA",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-20,1.73275,0,0.6,1.13275,3,1,1
"MARÍLIA",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-20,4.1805,0,0.6,3.5805,3,1,1
"MARÍLIA",12,"2023-05-31","covid","mediana",10,2023-05-19,0.79025,0,0,0.79025,0,1,1
"PIRACICABA",12,"2023-05-31","covid","com_atraso",10,2023-05-17,0.37,0,0,0.37,0,1,1
"PIRACICABA",32,"2023-05-31","covid","com_atraso",30,2023-05-17,0.47,0.2,0,0.27,1,1,1
"PIRACICABA",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-17,0.34,0,0,0.34,0,1,1
"PIRACICABA",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-17,0.33,0,0,0.33,0,1,1
"PIRACICABA",12,"2023-05-31","covid","mediana",10,2023-05-24,3.47,0,3.2,0.27,6,0,1
"PRESIDENTE PRUDENTE",12,"2023-05-31","covid","com_atraso",10,2023-05-23,1.68,0,1.4,0.28,3,0,1
"PRESIDENTE PRUDENTE",32,"2023-05-31","covid","com_atraso",30,2023-05-23,1.37,0,1,0.37,3,0,1
"PRESIDENTE PRUDENTE",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-09,0.47025,0,0,0.47025,0,1,1
"PRESIDENTE PRUDENTE",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-09,0.55025,0,0,0.55025,0,1,1
"PRESIDENTE PRUDENTE",12,"2023-05-31","covid","mediana",10,2023-05-23,12.872,4.6,0,8.27199999999999,15,0,1
"REGISTRO",12,"2023-05-31","covid","com_atraso",10,2023-05-11,1.19,0.8,0,0.39,2,0,1
"REGISTRO",32,"2023-05-31","covid","com_atraso",30,2023-05-11,1.19,0.8,0,0.39,2,0,1
"REGISTRO",14,"2023-05-31","covid","corte 3 semanas",10,2023-05-12,1.42025,0.4,0,1.02025,2,1,1
"REGISTRO",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-12,1.43,0.8,0,0.63,2,0,1
"REGISTRO",12,"2023-05-31","covid","mediana",10,2023-05-11,1.26525,0.8,0,0.46525,2,0,1
"RIBEIRÃO PRETO",12,"2023-05-31","covid","com_atraso",10,2023-05-23,1.91,0,1.2,0.71,4,0,1
"RIBEIRÃO PRETO",32,"2023-05-31","covid","com_atraso",30,2023-05-23,1.53,0,1,0.53,3,0,1
"RIBEIRÃO PRETO",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-16,6.96,0,6.4,0.56,12,0,1
"RIBEIRÃO PRETO",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-16,7.05,0,6.4,0.65,12,0,1
"RIBEIRÃO PRETO",12,"2023-05-31","covid","mediana",10,2023-05-23,1.45025,0.2,0,1.25025,1,1,1
"SOROCABA",12,"2023-05-31","covid","com_atraso",10,2023-05-24,5.63,0,5.2,0.43,10,0,1
"SOROCABA",32,"2023-05-31","covid","com_atraso",30,2023-05-24,6.12,0,5.6,0.52,10,0,0
"SOROCABA",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-16,2.1805,0,0.8,1.3805,4,1,1
"SOROCABA",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-16,4.684,0,0.2,4.484,1,1,1
"SOROCABA",12,"2023-05-31","covid","mediana",10,2023-05-24,1.79,0,0.6,1.19,3,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-05-31","covid","com_atraso",10,2023-05-25,7.05,0,6.4,0.65,12,0,0
"SÃO JOSÉ DO RIO PRETO",32,"2023-05-31","covid","com_atraso",30,2023-05-25,8.52,0,8,0.52,12,0,0
"SÃO JOSÉ DO RIO PRETO",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-27,2.94025,0,1,1.94025,5,1,1
"SÃO JOSÉ DO RIO PRETO",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-27,5.00025,0,0.4,4.60025,2,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-05-31","covid","mediana",10,2023-05-23,2.33025,0,0.6,1.73025,3,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-05-31","covid","com_atraso",10,2023-05-23,3.17,0,2.8,0.37,6,0,1
"SÃO JOÃO DA BOA VISTA",31,"2023-05-31","covid","com_atraso",30,2023-05-23,3.47,0,3.2,0.27,6,0,1
"SÃO JOÃO DA BOA VISTA",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-27,1.1505,0,0.4,0.7505,2,1,1
"SÃO JOÃO DA BOA VISTA",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-27,1.41,0,0.4,1.01,2,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-05-31","covid","mediana",10,2023-05-23,4.36,0,4.2,0.16,7,0,0
"TAUBATÉ",12,"2023-05-31","covid","com_atraso",10,2023-05-24,9.6,0,9.2,0.4,12,0,0
"TAUBATÉ",32,"2023-05-31","covid","com_atraso",30,2023-05-24,9.10025,0,8.59,0.51025,13,0,0
"TAUBATÉ",15,"2023-05-31","covid","corte 3 semanas",10,2023-05-23,7.14325,0,5,2.14325,13,0,1
"TAUBATÉ",35,"2023-05-31","covid","corte 3 semanas",30,2023-05-23,6.652,0,3.6,3.052,12,0,1
"TAUBATÉ",12,"2023-05-31","covid","mediana",10,2023-05-24,6.75,0,6.2,0.55,11,0,0
"ARARAQUARA",12,"2023-06-06","covid","com_atraso",10,2023-05-30,1.06,0,0.8,0.26,2,0,1
"ARARAQUARA",32,"2023-06-06","covid","com_atraso",30,2023-05-30,1.05025,0,0.8,0.25025,2,0,1
"ARARAQUARA",15,"2023-06-06","covid","corte 3 semanas",10,2023-06-01,1.1805,0,0.4,0.7805,2,1,1
"ARARAQUARA",35,"2023-06-06","covid","corte 3 semanas",30,2023-06-01,1.71025,0,1,0.71025,3,0,1
"ARARAQUARA",12,"2023-06-06","covid","mediana",10,2023-06-06,0.67,0.2,0,0.47,1,1,1
"ARAÇATUBA",12,"2023-06-06","covid","com_atraso",10,2023-06-02,0.45,0,0.2,0.25,1,1,1
"ARAÇATUBA",32,"2023-06-06","covid","com_atraso",30,2023-06-02,0.46,0,0.2,0.26,1,1,1
"ARAÇATUBA",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-24,1.09,0,0.8,0.29,2,0,1
"ARAÇATUBA",34,"2023-06-06","covid","corte 3 semanas",30,2023-05-24,1.62,0,1.4,0.22,3,0,1
"ARAÇATUBA",12,"2023-06-06","covid","mediana",10,2023-06-02,0.4,0,0,0.4,0,1,1
"BAIXADA SANTISTA",12,"2023-06-06","covid","com_atraso",10,2023-06-02,0.46,0.2,0,0.26,1,1,1
"BAIXADA SANTISTA",32,"2023-06-06","covid","com_atraso",30,2023-06-02,0.46,0.2,0,0.26,1,1,1
"BAIXADA SANTISTA",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-26,0.56025,0,0,0.56025,0,1,1
"BAIXADA SANTISTA",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-26,0.72,0,0.2,0.52,1,1,1
"BAIXADA SANTISTA",12,"2023-06-06","covid","mediana",10,2023-06-02,1.24525,0.8,0,0.44525,2,0,1
"BARRETOS",12,"2023-06-06","covid","com_atraso",10,2023-05-30,0.48,0,0.2,0.28,1,1,1
"BARRETOS",31,"2023-06-06","covid","com_atraso",30,2023-05-30,0.46,0,0.2,0.26,1,1,1
"BARRETOS",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-23,147.641,0.8,0,146.841,4,1,1
"BARRETOS",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-23,8.64024999999999,1.6,0,7.04024999999999,6,0,1
"BARRETOS",12,"2023-06-06","covid","mediana",10,2023-05-30,0.81025,0,0.4,0.41025,2,1,1
"BAURU",12,"2023-06-06","covid","com_atraso",10,2023-05-27,0.72,0.2,0,0.52,1,1,1
"BAURU",32,"2023-06-06","covid","com_atraso",30,2023-05-27,0.74,0.2,0,0.54,1,1,1
"BAURU",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-18,1.42075,0,0.4,1.02075,2,1,1
"BAURU",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-18,2.1215,0,0.2,1.9215,1,1,1
"BAURU",12,"2023-06-06","covid","mediana",10,2023-05-27,1.11,0.4,0,0.71,2,1,1
"CAMPINAS",12,"2023-06-06","covid","com_atraso",10,2023-05-23,4.12025,0,3.6,0.52025,8,0,1
"CAMPINAS",32,"2023-06-06","covid","com_atraso",30,2023-05-23,4.53,0,4,0.53,8,0,1
"CAMPINAS",15,"2023-06-06","covid","corte 3 semanas",10,2023-06-03,5.11025,0,3.8,1.31025,9,0,1
"CAMPINAS",35,"2023-06-06","covid","corte 3 semanas",30,2023-06-03,4.2305,0,1.6,2.6305,8,1,1
"CAMPINAS",12,"2023-06-06","covid","mediana",10,2023-05-30,5.59,0,4.8,0.79,10,0,1
"FRANCA",12,"2023-06-06","covid","com_atraso",10,2023-05-17,0.5,0.2,0,0.3,1,1,1
"FRANCA",32,"2023-06-06","covid","com_atraso",30,2023-05-17,0.37,0,0,0.37,0,1,1
"FRANCA",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-19,0.57025,0,0,0.57025,0,1,1
"FRANCA",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-19,0.67,0,0,0.67,0,1,1
"FRANCA",12,"2023-06-06","covid","mediana",10,2023-05-17,0.3,0,0,0.3,0,1,1
"GRANDE SÃO PAULO",10,"2023-06-06","covid","com_atraso",10,2023-05-30,34.63,0,34,0.63,44,0,0
"GRANDE SÃO PAULO",32,"2023-06-06","covid","com_atraso",30,2023-05-30,39.29,0,38.8,0.49,42,0,0
"GRANDE SÃO PAULO",13,"2023-06-06","covid","corte 3 semanas",10,2023-05-30,16.74,0,14.8,1.94,30,0,1
"GRANDE SÃO PAULO",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-30,13.7545,0,8.2,5.5545,29,0,1
"GRANDE SÃO PAULO",12,"2023-06-06","covid","mediana",10,2023-05-30,7.79,0,5.8,1.99,15,0,1
"MARÍLIA",12,"2023-06-06","covid","com_atraso",10,2023-05-30,1.97,0,1.6,0.37,4,0,1
"MARÍLIA",32,"2023-06-06","covid","com_atraso",30,2023-05-30,2.26,0,2,0.26,4,0,1
"MARÍLIA",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-30,2.31025,0,2,0.31025,4,0,1
"MARÍLIA",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-30,2.83,0,2.6,0.23,5,0,1
"MARÍLIA",12,"2023-06-06","covid","mediana",10,2023-05-30,0.94025,0,0.4,0.54025,2,1,1
"PIRACICABA",12,"2023-06-06","covid","com_atraso",10,2023-05-30,1.16,0,0.8,0.36,2,0,1
"PIRACICABA",32,"2023-06-06","covid","com_atraso",30,2023-05-30,0.79,0,0.4,0.39,2,1,1
"PIRACICABA",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-31,1.58025,0,1.4,0.18025,3,0,1
"PIRACICABA",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-31,1.57,0,1.4,0.17,3,0,1
"PIRACICABA",12,"2023-06-06","covid","mediana",10,2023-06-06,1.83,1,0,0.83,3,0,1
"PRESIDENTE PRUDENTE",12,"2023-06-06","covid","com_atraso",10,2023-05-27,0.50025,0,0.2,0.30025,1,1,1
"PRESIDENTE PRUDENTE",32,"2023-06-06","covid","com_atraso",30,2023-05-27,0.49,0,0.2,0.29,1,1,1
"PRESIDENTE PRUDENTE",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-13,1.5805,0,1,0.5805,3,0,1
"PRESIDENTE PRUDENTE",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-13,1.5605,0,1,0.5605,3,0,1
"PRESIDENTE PRUDENTE",12,"2023-06-06","covid","mediana",10,2023-05-27,10.84175,5.2,0,5.64175,16,0,1
"REGISTRO",12,"2023-06-06","covid","com_atraso",10,2023-05-11,1.2,0.8,0,0.4,2,0,1
"REGISTRO",32,"2023-06-06","covid","com_atraso",30,2023-05-11,1.19,0.8,0,0.39,2,0,1
"REGISTRO",14,"2023-06-06","covid","corte 3 semanas",10,2023-05-12,1.40025,0.4,0,1.00025,2,1,1
"REGISTRO",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-12,1.35,0.8,0,0.55,2,0,1
"REGISTRO",12,"2023-06-06","covid","mediana",10,2023-05-11,1.09,0.8,0,0.29,2,0,1
"RIBEIRÃO PRETO",12,"2023-06-06","covid","com_atraso",10,2023-05-30,0.92,0,0.4,0.52,2,1,1
"RIBEIRÃO PRETO",32,"2023-06-06","covid","com_atraso",30,2023-05-30,0.79,0,0.4,0.39,2,1,1
"RIBEIRÃO PRETO",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-30,1.06,0,0.2,0.86,1,1,1
"RIBEIRÃO PRETO",34,"2023-06-06","covid","corte 3 semanas",30,2023-05-30,1.49025,0,0.2,1.29025,1,1,1
"RIBEIRÃO PRETO",12,"2023-06-06","covid","mediana",10,2023-05-30,1.1955,0.2,0,0.9955,1,1,1
"SOROCABA",12,"2023-06-06","covid","com_atraso",10,2023-05-30,0.71,0.2,0,0.51,1,1,1
"SOROCABA",32,"2023-06-06","covid","com_atraso",30,2023-05-30,0.51,0,0,0.51,0,1,1
"SOROCABA",15,"2023-06-06","covid","corte 3 semanas",10,2023-06-04,0.7,0.2,0,0.5,1,1,1
"SOROCABA",35,"2023-06-06","covid","corte 3 semanas",30,2023-06-04,0.81025,0,0,0.81025,0,1,1
"SOROCABA",12,"2023-06-06","covid","mediana",10,2023-06-06,2.88,1.8,0,1.08,5,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-06-06","covid","com_atraso",10,2023-05-27,1.39,0,0.2,1.19,1,1,1
"SÃO JOSÉ DO RIO PRETO",32,"2023-06-06","covid","com_atraso",30,2023-05-27,1.58,0,0.4,1.18,2,1,1
"SÃO JOSÉ DO RIO PRETO",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-31,3.0025,0.2,0,2.8025,1,1,1
"SÃO JOSÉ DO RIO PRETO",34,"2023-06-06","covid","corte 3 semanas",30,2023-05-31,7.48,1.2,0,6.28,6,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2023-06-06","covid","mediana",10,2023-05-30,2.41,0.6,0,1.81,3,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-06-06","covid","com_atraso",10,2023-05-30,0.76,0,0.4,0.36,2,1,1
"SÃO JOÃO DA BOA VISTA",32,"2023-06-06","covid","com_atraso",30,2023-05-30,1.06,0,0.8,0.26,2,0,1
"SÃO JOÃO DA BOA VISTA",15,"2023-06-06","covid","corte 3 semanas",10,2023-06-03,0.68025,0.2,0,0.48025,1,1,1
"SÃO JOÃO DA BOA VISTA",35,"2023-06-06","covid","corte 3 semanas",30,2023-06-03,0.74,0.1,0,0.64,0.5,1,1
"SÃO JOÃO DA BOA VISTA",12,"2023-06-06","covid","mediana",10,2023-06-06,1.14,0.4,0,0.74,2,1,1
"TAUBATÉ",12,"2023-06-06","covid","com_atraso",10,2023-05-27,4.89,0,4.2,0.69,9,0,1
"TAUBATÉ",32,"2023-06-06","covid","com_atraso",30,2023-05-27,4.11,0,3.2,0.91,8,0,1
"TAUBATÉ",15,"2023-06-06","covid","corte 3 semanas",10,2023-05-23,6.94425,0,5,1.94425,13,0,1
"TAUBATÉ",35,"2023-06-06","covid","corte 3 semanas",30,2023-05-23,5.42175,0,2.8,2.62175,12,0,1
"TAUBATÉ",12,"2023-06-06","covid","mediana",10,2023-05-27,4.99,0,4.2,0.79,9,0,1
"ARARAQUARA",12,"2023-06-14","covid","com_atraso",10,2023-06-07,0.27,0,0,0.27,0,1,1
"ARARAQUARA",32,"2023-06-14","covid","com_atraso",30,2023-06-07,0.27,0,0,0.27,0,1,1
"ARARAQUARA",15,"2023-06-14","covid","corte 3 semanas",10,2023-06-06,1.0205,0,0,1.0205,0,1,1
"ARARAQUARA",34,"2023-06-14","covid","corte 3 semanas",30,2023-06-06,0.8,0,0,0.8,0,1,1
"ARARAQUARA",12,"2023-06-14","covid","mediana",10,2023-06-07,0.77,0.2,0,0.57,1,1,1
"ARAÇATUBA",12,"2023-06-14","covid","com_atraso",10,2023-06-02,0.45,0,0.2,0.25,1,1,1
"ARAÇATUBA",32,"2023-06-14","covid","com_atraso",30,2023-06-02,0.46,0,0.2,0.26,1,1,1
"ARAÇATUBA",15,"2023-06-14","covid","corte 3 semanas",10,2023-05-24,1.1,0,0.8,0.3,2,0,1
"ARAÇATUBA",34,"2023-06-14","covid","corte 3 semanas",30,2023-05-24,1.67,0,1.4,0.27,3,0,1
"ARAÇATUBA",12,"2023-06-14","covid","mediana",10,2023-06-02,0.61,0,0.2,0.41,1,1,1
"BAIXADA SANTISTA",12,"2023-06-14","covid","com_atraso",10,2023-05-31,0.25,0,0,0.25,0,1,1
"BAIXADA SANTISTA",32,"2023-06-14","covid","com_atraso",30,2023-05-31,0.26,0,0,0.26,0,1,1
"BAIXADA SANTISTA",15,"2023-06-14","covid","corte 3 semanas",10,2023-05-24,0.66025,0,0.2,0.46025,1,1,1
"BAIXADA SANTISTA",35,"2023-06-14","covid","corte 3 semanas",30,2023-05-24,1.06,0,0.4,0.66,2,1,1
"BAIXADA SANTISTA",12,"2023-06-14","covid","mediana",10,2023-05-31,0.41,0,0,0.41,0,1,1
"BARRETOS",12,"2023-06-14","covid","com_atraso",10,2023-05-31,0.46,0,0,0.46,0,1,1
"BARRETOS",31,"2023-06-14","covid","com_atraso",30,2023-05-31,0.74,0.2,0,0.54,1,1,1
"BARRETOS",15,"2023-06-14","covid","corte 3 semanas",10,2023-05-30,5.84174999999997,0,0.2,5.64174999999997,1,1,1
"BARRETOS",33,"2023-06-14","covid","corte 3 semanas",30,2023-05-30,1.47025,0,0,1.47025,0,1,1
"BARRETOS",12,"2023-06-14","covid","mediana",10,2023-06-07,1.85,0,1.8,0.05,3,0,1
"BAURU",12,"2023-06-14","covid","com_atraso",10,2023-05-31,2.28,0,2,0.28,4,0,1
"BAURU",32,"2023-06-14","covid","com_atraso",30,2023-05-31,2.29,0,2,0.29,4,0,1
"BAURU",15,"2023-06-14","covid","corte 3 semanas",10,2023-06-01,2.18,0,2,0.18,4,0,1
"BAURU",35,"2023-06-14","covid","corte 3 semanas",30,2023-06-01,2.2,0,2,0.2,4,0,1
"BAURU",12,"2023-06-14","covid","mediana",10,2023-05-31,0.96025,0,0.2,0.76025,1,1,1
"CAMPINAS",12,"2023-06-14","covid","com_atraso",10,2023-05-31,5.01,0,4.2,0.81,9,0,1
"CAMPINAS",32,"2023-06-14","covid","com_atraso",30,2023-05-31,4.14,0,3.2,0.94,8,0,1
"CAMPINAS",15,"2023-06-14","covid","corte 3 semanas",10,2023-06-10,6.4,0,5.8,0.6,11,0,1
"CAMPINAS",35,"2023-06-14","covid","corte 3 semanas",30,2023-06-10,6.57075,0,5.6,0.970749999999999,12,0,1
"CAMPINAS",12,"2023-06-14","covid","mediana",10,2023-06-07,1.15,0,0.2,0.95,1,1,1
"FRANCA",12,"2023-06-14","covid","com_atraso",10,2023-05-17,0.49,0.2,0,0.29,1,1,1
"FRANCA",32,"2023-06-14","covid","com_atraso",30,2023-05-17,0.49,0.2,0,0.29,1,1,1
"FRANCA",15,"2023-06-14","covid","corte 3 semanas",10,2023-05-17,0.5005,0,0,0.5005,0,1,1
"FRANCA",35,"2023-06-14","covid","corte 3 semanas",30,2023-05-17,0.53025,0,0,0.53025,0,1,1
"FRANCA",12,"2023-06-14","covid","mediana",10,2023-05-17,0.3,0,0,0.3,0,1,1
"GRANDE SÃO PAULO",10,"2023-06-14","covid","com_atraso",10,2023-06-07,25.05,0,24.4,0.65,30,0,0
"GRANDE SÃO PAULO",32,"2023-06-14","covid","com_atraso",30,2023-06-07,25.13,0,24.6,0.53,29,0,0
"GRANDE SÃO PAULO",13,"2023-06-14","covid","corte 3 semanas",10,2023-06-14,18.18475,0,16.6,1.58475,31,0,1
"GRANDE SÃO PAULO",35,"2023-06-14","covid","corte 3 semanas",30,2023-06-14,28.57025,0,28.39,0.18025,32,0,0
"GRANDE SÃO PAULO",12,"2023-06-14","covid","mediana",10,2023-06-14,12.35,0,11.2,1.15,20,0,0
"MARÍLIA",12,"2023-06-14","covid","com_atraso",10,2023-05-30,1.68,0,1.4,0.28,3,0,1
"MARÍLIA",32,"2023-06-14","covid","com_atraso",30,2023-05-30,2.26025,0,2,0.26025,4,0,1
"MARÍLIA",15,"2023-06-14","covid","corte 3 semanas",10,2023-05-30,2.3,0,2,0.3,4,0,1
"MARÍLIA",35,"2023-06-14","covid","corte 3 semanas",30,2023-05-30,2.80025,0,2.6,0.20025,5,0,1
"MARÍLIA",12,"2023-06-14","covid","mediana",10,2023-05-30,0.56025,0,0,0.56025,0,1,1
"PIRACICABA",12,"2023-06-14","covid","com_atraso",10,2023-06-01,1.08,0.2,0,0.88,1,1,1
"PIRACICABA",32,"2023-06-14","covid","com_atraso",30,2023-06-01,0.85,0.2,0,0.65,1,1,1
"PIRACICABA",15,"2023-06-14","covid","corte 3 semanas",10,2023-05-31,1.18175,0,0.4,0.781749999999998,2,1,1
"PIRACICABA",35,"2023-06-14","covid","corte 3 semanas",30,2023-05-31,1.05,0,0.4,0.65,2,1,1
"PIRACICABA",12,"2023-06-14","covid","mediana",10,2023-06-08,5.6115,3.6,0,2.0115,10,0,1
"PRESIDENTE PRUDENTE",12,"2023-06-14","covid","com_atraso",10,2023-06-01,0.6,0.2,0,0.4,1,1,1
"PRESIDENTE PRUDENTE",32,"2023-06-14","covid","com_atraso",30,2023-06-01,0.49,0.2,0,0.29,1,1,1
"PRESIDENTE PRUDENTE",15,"2023-06-14","covid","corte 3 semanas",10,2023-05-25,1.32,0,1,0.32,3,0,1
"PRESIDENTE PRUDENTE",35,"2023-06-14","covid","corte 3 semanas",30,2023-05-25,1.34,0,1,0.34,3,0,1
"PRESIDENTE PRUDENTE",12,"2023-06-14","covid","mediana",10,2023-06-01,7.3115,3.2,0,4.1115,10,0,1
"REGISTRO",12,"2023-06-14","covid","com_atraso",10,2023-05-31,0.47,0.2,0,0.27,1,1,1
"REGISTRO",31,"2023-06-14","covid","com_atraso",30,2023-05-31,0.56,0.2,0,0.36,1,1,1
"REGISTRO",15,"2023-06-14","covid","corte 3 semanas",10,2023-06-01,2.19025,0.8,0,1.39025,2,0,1
"REGISTRO",35,"2023-06-14","covid","corte 3 semanas",30,2023-06-01,1.4255,0.8,0,0.6255,2,0,1
"REGISTRO",12,"2023-06-14","covid","mediana",10,2023-05-31,0.03,0,0,0.03,0,1,1
"RIBEIRÃO PRETO",12,"2023-06-14","covid","com_atraso",10,2023-05-30,0.69025,0,0,0.69025,0,1,1
