"DRS","Time","base","virus","tipo","widow","dt_event","wis","overprediction","underprediction","dispersion","ae_median","cov_50","cov_95"
"ARAÇATUBA",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-12,5.27275,0,1.2,4.07275,6,1,1
"ARAÇATUBA",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-12,4.07525,0,1,3.07525,5,1,1
"ARAÇATUBA",12,"2024-05-15","srag","mediana",10,2024-05-08,15.0805,10.8,0,4.2805,28,0,1
"BAIXADA SANTISTA",12,"2024-05-15","srag","com_atraso",10,2024-05-15,34.75,0,34.6,0.15,37,0,0
"BAIXADA SANTISTA",32,"2024-05-15","srag","com_atraso",30,2024-05-15,33.17,0,32.8,0.37,36,0,0
"BAIXADA SANTISTA",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-15,15.6725,0,11.4,4.2725,29,0,1
"BAIXADA SANTISTA",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-15,11.89025,0,9.2,2.69025,24,0,1
"BAIXADA SANTISTA",12,"2024-05-15","srag","mediana",10,2024-05-15,20.37,0,19.4,0.97,29,0,0
"BARRETOS",12,"2024-05-15","srag","com_atraso",10,2024-05-08,1.46025,0,0.4,1.06025,2,1,1
"BARRETOS",32,"2024-05-15","srag","com_atraso",30,2024-05-08,1.57,0,0.4,1.17,2,1,1
"BARRETOS",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-10,6.18025,0,5,1.18025,11,0,1
"BARRETOS",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-10,5.94,0,5,0.94,11,0,1
"BARRETOS",12,"2024-05-15","srag","mediana",10,2024-05-08,2.31,0.8,0,1.51,4,1,1
"BAURU",12,"2024-05-15","srag","com_atraso",10,2024-05-15,59.78,0,59.4,0.38,63,0,0
"BAURU",32,"2024-05-15","srag","com_atraso",30,2024-05-15,57.41,0,57,0.41,61,0,0
"BAURU",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-17,30.08125,0,27.2,2.88125,54,0,1
"BAURU",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-17,35.2405,0,33.78,1.4605,53,0,0
"BAURU",12,"2024-05-15","srag","mediana",10,2024-05-15,36.84025,0,35.39,1.45025,47,0,0
"CAMPINAS",12,"2024-05-15","srag","com_atraso",10,2024-05-08,112.09025,0,108.79,3.30025,136,0,0
"CAMPINAS",32,"2024-05-15","srag","com_atraso",30,2024-05-08,114.355,0,111.8,2.555,131,0,0
"CAMPINAS",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-15,104.06025,0,97.6,6.46025,174,0,1
"CAMPINAS",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-15,137.77,0,135.8,1.97,173,0,0
"CAMPINAS",12,"2024-05-15","srag","mediana",10,2024-05-08,15.37075,5.2,0,10.17075,26,1,1
"FRANCA",12,"2024-05-15","srag","com_atraso",10,2024-04-30,4.41,0,3.6,0.81,8,0,1
"FRANCA",32,"2024-05-15","srag","com_atraso",30,2024-04-30,4.28,0,3.6,0.68,8,0,1
"FRANCA",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-05,11.925,5.5,0,6.425,20,0,1
"FRANCA",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-05,9.66,4.8,0,4.86,16,0,1
"FRANCA",12,"2024-05-15","srag","mediana",10,2024-04-30,2.70025,0,1.6,1.10025,6,0,1
"GRANDE SÃO PAULO",10,"2024-05-15","srag","com_atraso",10,2024-05-08,321.0755,0,315.78,5.2955,359.5,0,0
"GRANDE SÃO PAULO",32,"2024-05-15","srag","com_atraso",30,2024-05-08,334.04,0,330.2,3.84,359,0,0
"GRANDE SÃO PAULO",13,"2024-05-15","srag","corte 3 semanas",10,2024-05-15,254.8695,0,237,17.8695,437,0,1
"GRANDE SÃO PAULO",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-15,370.43,0,365.4,5.03,441,0,0
"GRANDE SÃO PAULO",10,"2024-05-15","srag","mediana",10,2024-05-08,23.30075,2.8,0,20.50075,14,1,1
"MARÍLIA",12,"2024-05-15","srag","com_atraso",10,2024-05-15,31.69,0,31.4,0.29,35,0,0
"MARÍLIA",32,"2024-05-15","srag","com_atraso",30,2024-05-15,29.62,0,29.2,0.42,34,0,0
"MARÍLIA",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-16,20.56075,0,19.6,0.960749999999999,34,0,1
"MARÍLIA",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-16,16.21025,0,14.2,2.01025,31,0,1
"MARÍLIA",12,"2024-05-15","srag","mediana",10,2024-05-15,23.60025,0,22.79,0.81025,30,0,0
"PIRACICABA",12,"2024-05-15","srag","com_atraso",10,2024-05-15,24.19,0,23.8,0.39,27,0,0
"PIRACICABA",32,"2024-05-15","srag","com_atraso",30,2024-05-15,23.4,0,23,0.4,27,0,0
"PIRACICABA",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-17,11.8305,0,8,3.8305,24,0,1
"PIRACICABA",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-17,13.10575,0,11.5,1.60575,24,0,1
"PIRACICABA",12,"2024-05-15","srag","mediana",10,2024-05-15,8.3205,0,7,1.3205,15,0,1
"PRESIDENTE PRUDENTE",12,"2024-05-15","srag","com_atraso",10,2024-05-08,4.55,0,4,0.55,8,0,1
"PRESIDENTE PRUDENTE",32,"2024-05-15","srag","com_atraso",30,2024-05-08,4.16,0,3.6,0.56,8,0,1
"PRESIDENTE PRUDENTE",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-07,7.162,0,5.8,1.362,11,0,1
"PRESIDENTE PRUDENTE",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-07,6.69025,0,6.2,0.49025,11,0,1
"PRESIDENTE PRUDENTE",12,"2024-05-15","srag","mediana",10,2024-05-08,1.67,0,0.6,1.07,3,1,1
"REGISTRO",12,"2024-05-15","srag","com_atraso",10,2024-05-15,5.83,0,5,0.83,11,0,1
"REGISTRO",32,"2024-05-15","srag","com_atraso",30,2024-05-15,5.61,0,4.8,0.81,10,0,1
"REGISTRO",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-15,9.26074999999999,0,7.4,1.86074999999999,15,0,1
"REGISTRO",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-15,8.22,0,7.6,0.62,14,0,1
"REGISTRO",12,"2024-05-15","srag","mediana",10,2024-05-15,2.02025,0,0.2,1.82025,1,1,1
"RIBEIRÃO PRETO",12,"2024-05-15","srag","com_atraso",10,2024-05-15,76.12025,0,75.79,0.33025,81,0,0
"RIBEIRÃO PRETO",32,"2024-05-15","srag","com_atraso",30,2024-05-15,73.94,0,73.4,0.54,79,0,0
"RIBEIRÃO PRETO",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-15,53.96025,0,51.99,1.97025,76,0,0
"RIBEIRÃO PRETO",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-15,59.90025,0,58.49,1.41025,74.5,0,0
"RIBEIRÃO PRETO",12,"2024-05-15","srag","mediana",10,2024-05-15,49.88025,0,48.19,1.69025,65,0,0
"SOROCABA",12,"2024-05-15","srag","com_atraso",10,2024-05-08,13.32,0,12.4,0.92,20,0,0
"SOROCABA",32,"2024-05-15","srag","com_atraso",30,2024-05-08,13.1,0,12.2,0.9,19,0,0
"SOROCABA",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-08,6.13625,1.6,0,4.53625,8,1,1
"SOROCABA",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-08,6.34,0.8,0,5.54,4,1,1
"SOROCABA",12,"2024-05-15","srag","mediana",10,2024-05-08,2.41025,0,0.6,1.81025,3,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-05-15","srag","com_atraso",10,2024-05-08,85.885,0,82.3,3.585,110,0,0
"SÃO JOSÉ DO RIO PRETO",32,"2024-05-15","srag","com_atraso",30,2024-05-08,75.46025,0,71.39,4.07025,105,0,0
"SÃO JOSÉ DO RIO PRETO",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-19,40.15425,0,16.6,23.55425,83,1,1
"SÃO JOSÉ DO RIO PRETO",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-19,17.861,0,1.7,16.161,8.5,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-05-15","srag","mediana",10,2024-05-08,16.8105,0,9.2,7.6105,36,0,1
"SÃO JOÃO DA BOA VISTA",12,"2024-05-15","srag","com_atraso",10,2024-05-08,1.88,0,0.8,1.08,4,1,1
"SÃO JOÃO DA BOA VISTA",32,"2024-05-15","srag","com_atraso",30,2024-05-08,1.90025,0,0.6,1.30025,3,1,1
"SÃO JOÃO DA BOA VISTA",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-08,5.75649999999999,0,1.8,3.95649999999999,9,1,1
"SÃO JOÃO DA BOA VISTA",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-08,4.20025,0,2,2.20025,10,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-05-15","srag","mediana",10,2024-05-08,4.92025,2.6,0,2.32025,9,0,1
"TAUBATÉ",12,"2024-05-15","srag","com_atraso",10,2024-05-15,75.70025,0,75.19,0.51025,80,0,0
"TAUBATÉ",32,"2024-05-15","srag","com_atraso",30,2024-05-15,73.13025,0,72.59,0.54025,77,0,0
"TAUBATÉ",15,"2024-05-15","srag","corte 3 semanas",10,2024-05-15,30.45025,0,25.8,4.65025,55,0,1
"TAUBATÉ",35,"2024-05-15","srag","corte 3 semanas",30,2024-05-15,35.82,0,32,3.82,64,0,1
"TAUBATÉ",12,"2024-05-15","srag","mediana",10,2024-05-15,54.49,0,53,1.49,67,0,0
"ARARAQUARA",12,"2024-05-23","srag","com_atraso",10,2024-05-23,4.79,0,4.4,0.39,8,0,0
"ARARAQUARA",32,"2024-05-23","srag","com_atraso",30,2024-05-23,5.48,0,5.2,0.28,8,0,0
"ARARAQUARA",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-24,4.00525,0,3.1,0.90525,8,0,1
"ARARAQUARA",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-24,4.96,0,4.2,0.76,9,0,1
"ARARAQUARA",12,"2024-05-23","srag","mediana",10,2024-05-22,2.48025,0,1.8,0.68025,5,0,1
"ARAÇATUBA",12,"2024-05-23","srag","com_atraso",10,2024-05-23,11.43,0,10.8,0.63,20,0,1
"ARAÇATUBA",32,"2024-05-23","srag","com_atraso",30,2024-05-23,12.15025,0,11.59,0.56025,18,0,0
"ARAÇATUBA",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-25,7.81799999999999,0,0.6,7.21799999999999,3,1,1
"ARAÇATUBA",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-25,4.59025,1.2,0,3.39025,6,1,1
"ARAÇATUBA",12,"2024-05-23","srag","mediana",10,2024-05-22,5.12025,0,3.6,1.52025,10,0,1
"BAIXADA SANTISTA",12,"2024-05-23","srag","com_atraso",10,2024-05-23,13.47,0,13.2,0.27,16,0,0
"BAIXADA SANTISTA",32,"2024-05-23","srag","com_atraso",30,2024-05-23,11.79,0,11.4,0.39,15,0,0
"BAIXADA SANTISTA",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-23,5.77125,0,3,2.77125,13,0,1
"BAIXADA SANTISTA",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-23,3.66,0,1.6,2.06,8,1,1
"BAIXADA SANTISTA",12,"2024-05-23","srag","mediana",10,2024-05-15,6.23,0,4.2,2.03,13,0,1
"BARRETOS",12,"2024-05-23","srag","com_atraso",10,2024-05-23,4.05,0,3.2,0.85,8,0,1
"BARRETOS",32,"2024-05-23","srag","com_atraso",30,2024-05-23,3.67025,0,3,0.67025,7,0,1
"BARRETOS",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-21,4.3005,0,2,2.3005,8,0,1
"BARRETOS",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-21,3.25025,0,1.6,1.65025,8,1,1
"BARRETOS",12,"2024-05-23","srag","mediana",10,2024-05-22,1.97,0,0.6,1.37,3,1,1
"BAURU",12,"2024-05-23","srag","com_atraso",10,2024-05-15,29.29,0,27.6,1.69,40,0,0
"BAURU",32,"2024-05-23","srag","com_atraso",30,2024-05-15,31.13,0,29.6,1.53,40,0,0
"BAURU",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-15,9.33575,0,3.9,5.43575,19.5,1,1
"BAURU",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-15,10.01,0,4.4,5.61,22,1,1
"BAURU",12,"2024-05-23","srag","mediana",10,2024-05-15,12.92025,0,10.4,2.52025,24,0,1
"CAMPINAS",12,"2024-05-23","srag","com_atraso",10,2024-05-16,68.94025,0,65.19,3.75025,92,0,0
"CAMPINAS",32,"2024-05-23","srag","com_atraso",30,2024-05-16,72.74025,0,69.6,3.14025,92,0,0
"CAMPINAS",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-22,119.76575,0,117.97,1.79574999999999,171,0,0
"CAMPINAS",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-22,162.02,0,161.4,0.62,171,0,0
"CAMPINAS",12,"2024-05-23","srag","mediana",10,2024-05-15,19.42025,0,13,6.42025,39,0,1
"FRANCA",12,"2024-05-23","srag","com_atraso",10,2024-05-16,6.86,0,6.6,0.26,9,0,0
"FRANCA",32,"2024-05-23","srag","com_atraso",30,2024-05-16,6.86,0,6.6,0.26,9,0,0
"FRANCA",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-16,5.38325,0,3.8,1.58325,9,0,1
"FRANCA",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-16,4.255,0,3.5,0.755,8,0,1
"FRANCA",12,"2024-05-23","srag","mediana",10,2024-05-14,1.7,0,0.8,0.9,4,1,1
"GRANDE SÃO PAULO",10,"2024-05-23","srag","com_atraso",10,2024-05-16,295.086,0,288.87,6.216,333,0,0
"GRANDE SÃO PAULO",32,"2024-05-23","srag","com_atraso",30,2024-05-16,304.6805,0,299.79,4.8905,333,0,0
"GRANDE SÃO PAULO",13,"2024-05-23","srag","corte 3 semanas",10,2024-05-23,235.952,0,223,12.952,395,0,1
"GRANDE SÃO PAULO",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-23,362.66125,0,359.75,2.91125,397,0,0
"GRANDE SÃO PAULO",10,"2024-05-23","srag","mediana",10,2024-05-15,21.90175,0,1.1,20.80175,5.5,1,1
"MARÍLIA",12,"2024-05-23","srag","com_atraso",10,2024-05-23,22.87,0,22.2,0.67,29,0,0
"MARÍLIA",32,"2024-05-23","srag","com_atraso",30,2024-05-23,20.28,0,19.6,0.68,26,0,0
"MARÍLIA",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-23,17.66075,0,15.8,1.86075,31,0,1
"MARÍLIA",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-23,16.01,0,14.6,1.41,29,0,1
"MARÍLIA",12,"2024-05-23","srag","mediana",10,2024-05-22,15.54,0,14.6,0.94,23,0,0
"PIRACICABA",12,"2024-05-23","srag","com_atraso",10,2024-05-16,10.67,0,9.6,1.07,18,0,0
"PIRACICABA",32,"2024-05-23","srag","com_atraso",30,2024-05-16,11.055,0,10,1.055,18,0,0
"PIRACICABA",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-16,6.7205,0,1.4,5.3205,7,1,1
"PIRACICABA",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-16,6.47025,0,2.6,3.87025,13,1,1
"PIRACICABA",12,"2024-05-23","srag","mediana",10,2024-05-15,5.7,2.6,0,3.1,11,0,1
"PRESIDENTE PRUDENTE",12,"2024-05-23","srag","com_atraso",10,2024-05-23,1.39,0,1,0.39,3,0,1
"PRESIDENTE PRUDENTE",32,"2024-05-23","srag","com_atraso",30,2024-05-23,1.98,0,1.6,0.38,4,0,1
"PRESIDENTE PRUDENTE",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-23,1.38025,0,0.6,0.78025,3,1,1
"PRESIDENTE PRUDENTE",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-23,1.68,0,0.6,1.08,3,1,1
"PRESIDENTE PRUDENTE",12,"2024-05-23","srag","mediana",10,2024-05-18,2.28,0.8,0,1.48,4,1,1
"REGISTRO",12,"2024-05-23","srag","com_atraso",10,2024-05-23,2.80025,0,1.6,1.20025,6,0,1
"REGISTRO",32,"2024-05-23","srag","com_atraso",30,2024-05-23,1.8805,0,0.8,1.0805,4,1,1
"REGISTRO",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-18,10.96025,0,8.8,2.16025,18,0,1
"REGISTRO",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-18,9.49,0,8.6,0.89,17,0,1
"REGISTRO",12,"2024-05-23","srag","mediana",10,2024-05-21,3.03,0,1.4,1.63,7,1,1
"RIBEIRÃO PRETO",12,"2024-05-23","srag","com_atraso",10,2024-05-23,67.97025,0,67.39,0.58025,75,0,0
"RIBEIRÃO PRETO",32,"2024-05-23","srag","com_atraso",30,2024-05-23,65.98,0,65.2,0.78,72,0,0
"RIBEIRÃO PRETO",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-23,33.05075,0,28.6,4.45075,61,0,1
"RIBEIRÃO PRETO",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-23,37.5,0,34.8,2.7,62,0,0
"RIBEIRÃO PRETO",12,"2024-05-23","srag","mediana",10,2024-05-22,19.74025,0,16.8,2.94025,36,0,1
"SOROCABA",12,"2024-05-23","srag","com_atraso",10,2024-05-16,25.11,0,24.2,0.91,31,0,0
"SOROCABA",32,"2024-05-23","srag","com_atraso",30,2024-05-16,26.18,0,25.4,0.78,31,0,0
"SOROCABA",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-18,5.11025,0,1,4.11025,5,1,1
"SOROCABA",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-18,6.91,0,2,4.91,10,1,1
"SOROCABA",12,"2024-05-23","srag","mediana",10,2024-05-15,6.01025,0,4.4,1.61025,12,0,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-05-23","srag","com_atraso",10,2024-05-16,8.95025,0,3.6,5.35025,18,1,1
"SÃO JOSÉ DO RIO PRETO",32,"2024-05-23","srag","com_atraso",30,2024-05-16,8.741,0,3.8,4.941,19,1,1
"SÃO JOSÉ DO RIO PRETO",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-23,67.07125,0,62.4,4.67125,114,0,1
"SÃO JOSÉ DO RIO PRETO",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-23,25.50075,0,9.6,15.90075,48,1,1
"SÃO JOSÉ DO RIO PRETO",12,"2024-05-23","srag","mediana",10,2024-05-15,22.23025,12.8,0,9.43025,40,0,1
"SÃO JOÃO DA BOA VISTA",12,"2024-05-23","srag","com_atraso",10,2024-05-15,1.05,0,0,1.05,0,1,1
"SÃO JOÃO DA BOA VISTA",32,"2024-05-23","srag","com_atraso",30,2024-05-15,1.33,0,0.4,0.93,2,1,1
"SÃO JOÃO DA BOA VISTA",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-15,3.48175,0,0.6,2.88175,3,1,1
"SÃO JOÃO DA BOA VISTA",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-15,3.00075,0,0.6,2.40075,3,1,1
"SÃO JOÃO DA BOA VISTA",12,"2024-05-23","srag","mediana",10,2024-05-15,2.62,1,0,1.62,5,1,1
"TAUBATÉ",12,"2024-05-23","srag","com_atraso",10,2024-05-23,56.2205,0,55.38,0.8405,69,0,0
"TAUBATÉ",32,"2024-05-23","srag","com_atraso",30,2024-05-23,55.46,0,54.4,1.06,64,0,0
"TAUBATÉ",15,"2024-05-23","srag","corte 3 semanas",10,2024-05-23,25.67175,0,21.2,4.47175,48,0,1
"TAUBATÉ",35,"2024-05-23","srag","corte 3 semanas",30,2024-05-23,27.7605,0,23.8,3.9605,51,0,1
"TAUBATÉ",12,"2024-05-23","srag","mediana",10,2024-05-22,43.9,0,42.4,1.5,56,0,0
"ARARAQUARA",12,"2024-05-29","srag","com_atraso",10,2024-05-29,7.51,0,7,0.51,11,0,0
"ARARAQUARA",32,"2024-05-29","srag","com_atraso",30,2024-05-29,7.9,0,7.4,0.5,11,0,0
"ARARAQUARA",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-31,7.84,0,7.2,0.64,14,0,1
"ARARAQUARA",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-31,8.09025,0,7.6,0.49025,14,0,1
"ARARAQUARA",12,"2024-05-29","srag","mediana",10,2024-05-29,4.3,0,3.6,0.7,8,0,1
"ARAÇATUBA",12,"2024-05-29","srag","com_atraso",10,2024-05-22,6.18025,0,4.8,1.38025,12,0,1
"ARAÇATUBA",32,"2024-05-29","srag","com_atraso",30,2024-05-22,5.22,0,4,1.22,10,0,1
"ARAÇATUBA",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-25,25.12075,15.6,0,9.52075,42,0,1
"ARAÇATUBA",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-25,24.7705,16.8,0,7.9705,44,0,1
"ARAÇATUBA",12,"2024-05-29","srag","mediana",10,2024-05-22,3.65025,1.2,0,2.45025,6,1,1
"BAIXADA SANTISTA",12,"2024-05-29","srag","com_atraso",10,2024-05-29,37.25,0,37,0.25,39,0,0
"BAIXADA SANTISTA",32,"2024-05-29","srag","com_atraso",30,2024-05-29,36.86,0,36.6,0.26,39,0,0
"BAIXADA SANTISTA",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-29,23.14025,0,22,1.14025,40,0,1
"BAIXADA SANTISTA",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-29,25.89,0,25,0.89,37,0,0
"BAIXADA SANTISTA",12,"2024-05-29","srag","mediana",10,2024-05-29,25.8005,0,24.99,0.8105,33,0,0
"BARRETOS",12,"2024-05-29","srag","com_atraso",10,2024-05-22,1.82025,0,0.6,1.22025,3,1,1
"BARRETOS",32,"2024-05-29","srag","com_atraso",30,2024-05-22,1.77,0,0.8,0.97,4,1,1
"BARRETOS",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-21,17.57,2,0,15.57,10,1,1
"BARRETOS",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-21,8.88075,1.8,0,7.08075,9,1,1
"BARRETOS",12,"2024-05-29","srag","mediana",10,2024-05-22,2.70025,0.8,0,1.90025,4,1,1
"BAURU",12,"2024-05-29","srag","com_atraso",10,2024-05-22,19.71,0,18.4,1.31,28,0,0
"BAURU",32,"2024-05-29","srag","com_atraso",30,2024-05-22,21.37,0,20.2,1.17,29,0,0
"BAURU",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-21,4.93075,0,0.6,4.33075,3,1,1
"BAURU",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-21,6.47025,0,1.2,5.27025,6,1,1
"BAURU",12,"2024-05-29","srag","mediana",10,2024-05-22,3.32025,0.2,0,3.12025,1,1,1
"CAMPINAS",12,"2024-05-29","srag","com_atraso",10,2024-05-22,87.32,0,84,3.32,110,0,0
"CAMPINAS",32,"2024-05-29","srag","com_atraso",30,2024-05-22,92.01,0,89.4,2.61,107,0,0
"CAMPINAS",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-29,172.10025,0,170.19,1.91025,209,0,0
"CAMPINAS",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-29,192.47025,0,191.39,1.08025,207,0,0
"CAMPINAS",12,"2024-05-29","srag","mediana",10,2024-05-22,11.48025,0,4.2,7.28025,21,1,1
"FRANCA",12,"2024-05-29","srag","com_atraso",10,2024-05-22,9.14,0,9,0.14,11,0,0
"FRANCA",32,"2024-05-29","srag","com_atraso",30,2024-05-22,8.94,0,8.8,0.14,10,0,0
"FRANCA",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-22,5.03025,0,3.4,1.63025,9,0,1
"FRANCA",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-22,4.06,0,3.2,0.86,8,0,1
"FRANCA",12,"2024-05-29","srag","mediana",10,2024-05-22,7.08,0,6.8,0.28,10,0,0
"GRANDE SÃO PAULO",10,"2024-05-29","srag","com_atraso",10,2024-05-22,299.5555,0,294.08,5.4755,349,0,0
"GRANDE SÃO PAULO",32,"2024-05-29","srag","com_atraso",30,2024-05-22,317.09,0,313.4,3.69,341,0,0
"GRANDE SÃO PAULO",13,"2024-05-29","srag","corte 3 semanas",10,2024-05-29,269.6895,0,260,9.6895,454.5,0,1
"GRANDE SÃO PAULO",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-29,427.04,0,424.6,2.44,455,0,0
"GRANDE SÃO PAULO",10,"2024-05-29","srag","mediana",10,2024-05-22,46.0415,25.8,0,20.2415,89,0,1
"MARÍLIA",12,"2024-05-29","srag","com_atraso",10,2024-05-29,33.01,0,32.6,0.41,37,0,0
"MARÍLIA",32,"2024-05-29","srag","com_atraso",30,2024-05-29,31.51025,0,30.99,0.52025,35,0,0
"MARÍLIA",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-29,22.6215,0,19.8,2.8215,39,0,1
"MARÍLIA",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-29,18.8505,0,16.8,2.0505,34,0,1
"MARÍLIA",12,"2024-05-29","srag","mediana",10,2024-05-29,25.00025,0,24.2,0.80025,31,0,0
"PIRACICABA",12,"2024-05-29","srag","com_atraso",10,2024-05-22,12.64,0,11.6,1.04,20,0,0
"PIRACICABA",32,"2024-05-29","srag","com_atraso",30,2024-05-22,13.71,0,12.8,0.91,20,0,0
"PIRACICABA",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-23,7.1915,0,2.6,4.5915,13,1,1
"PIRACICABA",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-23,6.7035,0,2.4,4.3035,12,1,1
"PIRACICABA",12,"2024-05-29","srag","mediana",10,2024-05-22,3.2705,0,1.4,1.8705,7,1,1
"PRESIDENTE PRUDENTE",12,"2024-05-29","srag","com_atraso",10,2024-05-21,0.84,0.2,0,0.64,1,1,1
"PRESIDENTE PRUDENTE",32,"2024-05-29","srag","com_atraso",30,2024-05-21,0.65025,0,0,0.65025,0,1,1
"PRESIDENTE PRUDENTE",15,"2024-05-29","srag","corte 3 semanas",10,2024-05-23,3.6325,0.4,0,3.2325,2,1,1
"PRESIDENTE PRUDENTE",35,"2024-05-29","srag","corte 3 semanas",30,2024-05-23,4.861,0.6,0,4.261,3,1,1
"PRESIDENTE PRUDENTE",12,"2024-05-29","srag","mediana",10,2024-05-21,6.34025,4.6,0,1.74025,11,0,1
"REGISTRO",12,"2024-05-29","srag","com_atraso",10,2024-05-29,5.85,0,5,0.85,11,0,1
"REGISTRO",32,"2024-05-29","srag","com_atraso",30,2024-05-29,2.17,0,1,1.17,5,1,1
"REGISTRO",15,"2024-05-29","srag","corte 3 semanas",10,2024-06-01,9.04025,0,8.59,0.45025,15,0,0
"REGISTRO",35,"2024-05-29","srag","corte 3 semanas",30,2024-06-01,11,0,10.6,0.4,15,0,0
"REGISTRO",12,"2024-05-29","srag","mediana",10,2024-05-29,2.31025,0,1,1.31025,5,1,1
"RIBEIRÃO PRETO",12,"2024-05-29","srag","com_atraso",10,2024-05-29,64,0,63.6,0.4,68,0,0
"RIBEIRÃO PRETO",32,"2024-05-29","srag","com_atraso",30,2024-05-29,62.41,0,62,0.41,66,0,0
"RIBEIRÃO PRETO",15,"2024-05-29","srag","corte 3 semanas",10,2024-06-01,24.54,0,18.8,5.74,48,0,1
"RIBEIRÃO PRETO",35,"2024-05-29","srag","corte 3 semanas",30,2024-06-01,27.34,0,23.8,3.54,49,0,1
"RIBEIRÃO PRETO",12,"2024-05-29","srag","mediana",10,2024-05-29,22.19,0,19.7,2.49,40.5,0,1
