"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
16,2023-04-07,5,1,12,3,7,2,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
17,2023-04-14,5,1,11,3,6,3,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
18,2023-04-21,5,1,11,3,7,9,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
19,2023-04-28,4,0,11,3,6,4,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
20,2023-05-05,4,0,9,2,5,5,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
21,2023-05-12,3,0,9,2,5,4,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
22,2023-05-19,3,0,8,2,4,3,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
23,2023-05-26,3,0,7,1,4,2,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
24,2023-06-02,2,0,7,1,3,2,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
25,2023-06-09,2,0,6,1,3,1,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
26,2023-06-16,2,0,6,1,3,2,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
27,2023-06-23,2,0,6,1,3,3,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
28,2023-06-30,2,0,6,1,3,1,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
29,2023-07-07,2,0,6,1,3,3,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
30,2023-07-14,2,0,6,1,3,3,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
31,2023-07-21,2,0,6.02499999999998,1,3,1,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
32,2023-07-28,1,0,8,0,3,NA,2023-08-02,"ARARAQUARA","30","covid","com_atraso"
1,2022-12-20,13,5,25,10,17,17,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
2,2022-12-27,12,5.975,22.025,10,16,10,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
3,2023-01-03,12,6,22,10,16,11,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
4,2023-01-10,13,6,23,10,16,12,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
5,2023-01-17,14,6,23,11,17,15,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
6,2023-01-24,15,7,25.025,12,18,13,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
7,2023-01-31,16,8,28,14,20,16,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
8,2023-02-07,18,9,29,15,21,17,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
9,2023-02-14,20,10,31,16,23,20,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
10,2023-02-21,20,11,31.025,17,23,25,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
11,2023-02-28,20,11,32,17,24,18,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
12,2023-03-07,19,9,30,15,22,21,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
13,2023-03-14,16,9,27,14,20,22,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
14,2023-03-21,14,7,24,11,17,12,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
15,2023-03-28,12,5,20,9,14,9,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
16,2023-04-04,9,4,17,7,12,15,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
17,2023-04-11,8,2.975,15,5,10,3,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
18,2023-04-18,6,2,12,4,8,9,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
19,2023-04-25,5,1,10,3,7,3,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
20,2023-05-02,4,1,10,3,6,3,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
21,2023-05-09,4,0,9,2,5,3,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
22,2023-05-16,3,0,8,2,5,3,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
23,2023-05-23,3,0,7,2,4,2,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
24,2023-05-30,3,0,7,2,4,NA,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
25,2023-06-06,2,0,7,1,4,5,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
26,2023-06-13,2,0,7,1,3.25,2,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
27,2023-06-20,2,0,6,1,3,3,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
28,2023-06-27,2,0,6,1,3,2,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
29,2023-07-04,2,0,6,1,3,2,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
30,2023-07-11,2,0,5,1,3,1,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
31,2023-07-18,1,0,6,1,2,2,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
32,2023-07-25,1,0,6,0,3,NA,2023-08-02,"BAIXADA SANTISTA","30","covid","com_atraso"
1,2022-12-21,6,1,16,4,9,7,2023-08-02,"BARRETOS","30","covid","com_atraso"
2,2022-12-28,6,1,14,4,8,8,2023-08-02,"BARRETOS","30","covid","com_atraso"
3,2023-01-04,5,1,12,4,7,6,2023-08-02,"BARRETOS","30","covid","com_atraso"
4,2023-01-11,5,1,12,3,7,NA,2023-08-02,"BARRETOS","30","covid","com_atraso"
5,2023-01-18,5,1,12,3,7,1,2023-08-02,"BARRETOS","30","covid","com_atraso"
6,2023-01-25,4,1,11,3,6,4,2023-08-02,"BARRETOS","30","covid","com_atraso"
7,2023-02-01,4,0,10,3,6,6,2023-08-02,"BARRETOS","30","covid","com_atraso"
8,2023-02-08,4,0,11,3,6,4,2023-08-02,"BARRETOS","30","covid","com_atraso"
9,2023-02-15,4,1,10,2,6,4,2023-08-02,"BARRETOS","30","covid","com_atraso"
10,2023-02-22,4,1,10,3,6,1,2023-08-02,"BARRETOS","30","covid","com_atraso"
11,2023-03-01,4,1,10,2,6,5,2023-08-02,"BARRETOS","30","covid","com_atraso"
12,2023-03-08,4,1,10,2,6,8,2023-08-02,"BARRETOS","30","covid","com_atraso"
13,2023-03-15,4,0,9,2,5,8,2023-08-02,"BARRETOS","30","covid","com_atraso"
14,2023-03-22,3.5,0,9,2,5,2,2023-08-02,"BARRETOS","30","covid","com_atraso"
15,2023-03-29,3,0,8,2,5,NA,2023-08-02,"BARRETOS","30","covid","com_atraso"
16,2023-04-05,3,0,8,2,5,2,2023-08-02,"BARRETOS","30","covid","com_atraso"
17,2023-04-12,3,0,7,2,4,1,2023-08-02,"BARRETOS","30","covid","com_atraso"
18,2023-04-19,3,0,8,2,4,4,2023-08-02,"BARRETOS","30","covid","com_atraso"
19,2023-04-26,3,0,7,2,4,5,2023-08-02,"BARRETOS","30","covid","com_atraso"
20,2023-05-03,2,0,6,1,4,1,2023-08-02,"BARRETOS","30","covid","com_atraso"
21,2023-05-10,2,0,6,1,3,2,2023-08-02,"BARRETOS","30","covid","com_atraso"
22,2023-05-17,2,0,6,1,3,NA,2023-08-02,"BARRETOS","30","covid","com_atraso"
23,2023-05-24,2,0,5,1,3,3,2023-08-02,"BARRETOS","30","covid","com_atraso"
24,2023-05-31,2,0,5,1,3,1,2023-08-02,"BARRETOS","30","covid","com_atraso"
25,2023-06-07,1,0,5,1,2,1,2023-08-02,"BARRETOS","30","covid","com_atraso"
26,2023-06-14,1,0,5,1,2,NA,2023-08-02,"BARRETOS","30","covid","com_atraso"
27,2023-06-21,1,0,5,0,2,2,2023-08-02,"BARRETOS","30","covid","com_atraso"
28,2023-06-28,1,0,5,0,2,1,2023-08-02,"BARRETOS","30","covid","com_atraso"
29,2023-07-05,1,0,5,0,2,NA,2023-08-02,"BARRETOS","30","covid","com_atraso"
30,2023-07-12,1,0,5,0,2,NA,2023-08-02,"BARRETOS","30","covid","com_atraso"
31,2023-07-19,1,0,5,0,2,1,2023-08-02,"BARRETOS","30","covid","com_atraso"
32,2023-07-26,1,0,5,0,2,NA,2023-08-02,"BARRETOS","30","covid","com_atraso"
1,2022-12-01,80,44,142.05,69,93.25,74,2023-08-02,"BAURU","30","covid","com_atraso"
2,2022-12-08,71,41,112,60,83,72,2023-08-02,"BAURU","30","covid","com_atraso"
3,2022-12-15,60,33,93.025,51,69,74,2023-08-02,"BAURU","30","covid","com_atraso"
4,2022-12-22,48,23,74.025,40,55,46,2023-08-02,"BAURU","30","covid","com_atraso"
5,2022-12-29,37,20,61,31,44,40,2023-08-02,"BAURU","30","covid","com_atraso"
6,2023-01-05,28,13,46.025,23,34,37,2023-08-02,"BAURU","30","covid","com_atraso"
7,2023-01-12,21,10,40,17,26,10,2023-08-02,"BAURU","30","covid","com_atraso"
8,2023-01-19,17,7,35,13,21,14,2023-08-02,"BAURU","30","covid","com_atraso"
9,2023-01-26,15,7,30,12,19,14,2023-08-02,"BAURU","30","covid","com_atraso"
10,2023-02-02,15,7,29,11,19,10,2023-08-02,"BAURU","30","covid","com_atraso"
11,2023-02-09,15,6,28,12,19,17,2023-08-02,"BAURU","30","covid","com_atraso"
12,2023-02-16,15,6,29,12,19,22,2023-08-02,"BAURU","30","covid","com_atraso"
13,2023-02-23,15,6,27,11,18,14,2023-08-02,"BAURU","30","covid","com_atraso"
14,2023-03-02,14,6,26,11,18,19,2023-08-02,"BAURU","30","covid","com_atraso"
15,2023-03-09,13,5,24,10,17,13,2023-08-02,"BAURU","30","covid","com_atraso"
16,2023-03-16,12,4,22,9,15,14,2023-08-02,"BAURU","30","covid","com_atraso"
17,2023-03-23,10,3.975,20,7,13,9,2023-08-02,"BAURU","30","covid","com_atraso"
18,2023-03-30,9,3,17,6,11,6,2023-08-02,"BAURU","30","covid","com_atraso"
19,2023-04-06,8,2,15,5,10,11,2023-08-02,"BAURU","30","covid","com_atraso"
20,2023-04-13,7,2,13.025,5,9,4,2023-08-02,"BAURU","30","covid","com_atraso"
21,2023-04-20,6,2,13,4,8,8,2023-08-02,"BAURU","30","covid","com_atraso"
22,2023-04-27,5,1,12,4,7,1,2023-08-02,"BAURU","30","covid","com_atraso"
23,2023-05-04,5,1,11,3,7,5,2023-08-02,"BAURU","30","covid","com_atraso"
24,2023-05-11,5,1,12,3,7,8,2023-08-02,"BAURU","30","covid","com_atraso"
25,2023-05-18,5,1,11,3,7,4,2023-08-02,"BAURU","30","covid","com_atraso"
26,2023-05-25,5,1,11,3,7,6,2023-08-02,"BAURU","30","covid","com_atraso"
27,2023-06-01,5,1,11,3,6,NA,2023-08-02,"BAURU","30","covid","com_atraso"
28,2023-06-08,4,1,10,3,6,3,2023-08-02,"BAURU","30","covid","com_atraso"
29,2023-06-15,4,0,10,3,6,6,2023-08-02,"BAURU","30","covid","com_atraso"
30,2023-06-22,4,0,10,2,6,7,2023-08-02,"BAURU","30","covid","com_atraso"
31,2023-06-29,4,0,10,2,5,1,2023-08-02,"BAURU","30","covid","com_atraso"
32,2023-07-06,3,0,11,2,6,NA,2023-08-02,"BAURU","30","covid","com_atraso"
1,2022-12-20,84,58,117,76,95,83,2023-08-02,"CAMPINAS","30","covid","com_atraso"
2,2022-12-27,68,47,90.025,60,75,78,2023-08-02,"CAMPINAS","30","covid","com_atraso"
3,2023-01-03,52,36,72,46,58,50,2023-08-02,"CAMPINAS","30","covid","com_atraso"
4,2023-01-10,41,26.975,59,36,47,38,2023-08-02,"CAMPINAS","30","covid","com_atraso"
5,2023-01-17,36,22,54.025,31,41,34,2023-08-02,"CAMPINAS","30","covid","com_atraso"
6,2023-01-24,37,24,53,32,42.25,28,2023-08-02,"CAMPINAS","30","covid","com_atraso"
7,2023-01-31,42,28,61,37,49,48,2023-08-02,"CAMPINAS","30","covid","com_atraso"
8,2023-02-07,49,32,69,43,56,58,2023-08-02,"CAMPINAS","30","covid","com_atraso"
9,2023-02-14,52,36,72,46,59,46,2023-08-02,"CAMPINAS","30","covid","com_atraso"
10,2023-02-21,56,37,76,49,63,54,2023-08-02,"CAMPINAS","30","covid","com_atraso"
11,2023-02-28,58,38,80,51,65,60,2023-08-02,"CAMPINAS","30","covid","com_atraso"
12,2023-03-07,55,36,76,49,62,61,2023-08-02,"CAMPINAS","30","covid","com_atraso"
13,2023-03-14,47,30,66,41,54,50,2023-08-02,"CAMPINAS","30","covid","com_atraso"
14,2023-03-21,37,23,52,32,42,35,2023-08-02,"CAMPINAS","30","covid","com_atraso"
15,2023-03-28,28,16,42,24,32,28,2023-08-02,"CAMPINAS","30","covid","com_atraso"
16,2023-04-04,22,13,34.025,18,26,19,2023-08-02,"CAMPINAS","30","covid","com_atraso"
17,2023-04-11,18,9,29.025,15,21,20,2023-08-02,"CAMPINAS","30","covid","com_atraso"
18,2023-04-18,15,7,26,12,19,11,2023-08-02,"CAMPINAS","30","covid","com_atraso"
19,2023-04-25,14,7,23,11,17,16,2023-08-02,"CAMPINAS","30","covid","com_atraso"
20,2023-05-02,13,6,22,11,16,13,2023-08-02,"CAMPINAS","30","covid","com_atraso"
21,2023-05-09,12,6,21,10,15,13,2023-08-02,"CAMPINAS","30","covid","com_atraso"
22,2023-05-16,12,6,21,10,15,12,2023-08-02,"CAMPINAS","30","covid","com_atraso"
23,2023-05-23,12,5,22,10,15,14,2023-08-02,"CAMPINAS","30","covid","com_atraso"
24,2023-05-30,12,5,21,10,15,11,2023-08-02,"CAMPINAS","30","covid","com_atraso"
25,2023-06-06,12,5,21,10,15,10,2023-08-02,"CAMPINAS","30","covid","com_atraso"
26,2023-06-13,12,5,21.025,9,15,15,2023-08-02,"CAMPINAS","30","covid","com_atraso"
27,2023-06-20,12,5,20.025,9,14,13,2023-08-02,"CAMPINAS","30","covid","com_atraso"
28,2023-06-27,10,4,18,8,13,10,2023-08-02,"CAMPINAS","30","covid","com_atraso"
29,2023-07-04,8,3,16,6,10,9,2023-08-02,"CAMPINAS","30","covid","com_atraso"
30,2023-07-11,6,2,13,4,8,9,2023-08-02,"CAMPINAS","30","covid","com_atraso"
31,2023-07-18,4,1,11,3,6,1,2023-08-02,"CAMPINAS","30","covid","com_atraso"
32,2023-07-25,3,0,9,2,5,NA,2023-08-02,"CAMPINAS","30","covid","com_atraso"
1,2022-12-21,16,7,29,13,20,18,2023-08-02,"FRANCA","30","covid","com_atraso"
2,2022-12-28,13,6,26,10,17,15,2023-08-02,"FRANCA","30","covid","com_atraso"
3,2023-01-04,11,5,20,9,14,13,2023-08-02,"FRANCA","30","covid","com_atraso"
4,2023-01-11,10,3,19,7,12,7,2023-08-02,"FRANCA","30","covid","com_atraso"
5,2023-01-18,8,3,15,6,10,7,2023-08-02,"FRANCA","30","covid","com_atraso"
6,2023-01-25,7,2,15,5,9,9,2023-08-02,"FRANCA","30","covid","com_atraso"
7,2023-02-01,6,1,13,4,8,5,2023-08-02,"FRANCA","30","covid","com_atraso"
8,2023-02-08,5,1,12,4,7,7,2023-08-02,"FRANCA","30","covid","com_atraso"
9,2023-02-15,5,1,11,3,7,3,2023-08-02,"FRANCA","30","covid","com_atraso"
10,2023-02-22,4,1,10,3,6,8,2023-08-02,"FRANCA","30","covid","com_atraso"
11,2023-03-01,4,1,9,3,6,2,2023-08-02,"FRANCA","30","covid","com_atraso"
12,2023-03-08,4,0,9,2,5,2,2023-08-02,"FRANCA","30","covid","com_atraso"
13,2023-03-15,3,0,8,2,5,6,2023-08-02,"FRANCA","30","covid","com_atraso"
14,2023-03-22,3,0,8,2,4,2,2023-08-02,"FRANCA","30","covid","com_atraso"
15,2023-03-29,3,0,7,2,4,3,2023-08-02,"FRANCA","30","covid","com_atraso"
16,2023-04-05,3,0,7,2,4,6,2023-08-02,"FRANCA","30","covid","com_atraso"
17,2023-04-12,2,0,7,1,4,NA,2023-08-02,"FRANCA","30","covid","com_atraso"
18,2023-04-19,2,0,6,1,3,1,2023-08-02,"FRANCA","30","covid","com_atraso"
19,2023-04-26,2,0,6,1,3,NA,2023-08-02,"FRANCA","30","covid","com_atraso"
20,2023-05-03,2,0,6,1,3,2,2023-08-02,"FRANCA","30","covid","com_atraso"
21,2023-05-10,2,0,6,1,3,2,2023-08-02,"FRANCA","30","covid","com_atraso"
22,2023-05-17,2,0,5,1,3,NA,2023-08-02,"FRANCA","30","covid","com_atraso"
23,2023-05-24,2,0,5,1,3,1,2023-08-02,"FRANCA","30","covid","com_atraso"
24,2023-05-31,2,0,6,1,3,1,2023-08-02,"FRANCA","30","covid","com_atraso"
25,2023-06-07,2,0,5,1,3,2,2023-08-02,"FRANCA","30","covid","com_atraso"
26,2023-06-14,2,0,5,1,3,3,2023-08-02,"FRANCA","30","covid","com_atraso"
27,2023-06-21,2,0,5,1,3,NA,2023-08-02,"FRANCA","30","covid","com_atraso"
28,2023-06-28,2,0,5,1,3,1,2023-08-02,"FRANCA","30","covid","com_atraso"
29,2023-07-05,2,0,5,1,3,3,2023-08-02,"FRANCA","30","covid","com_atraso"
30,2023-07-12,2,0,6,1,3,1,2023-08-02,"FRANCA","30","covid","com_atraso"
31,2023-07-19,2,0,5,1,3,2,2023-08-02,"FRANCA","30","covid","com_atraso"
32,2023-07-26,2,0,6,1,3,NA,2023-08-02,"FRANCA","30","covid","com_atraso"
1,2022-12-21,196,152.975,243,181,211,198,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
2,2022-12-28,173,137,214,159,186,169,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
3,2023-01-04,155,121,194,143,169,170,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
4,2023-01-11,141,110,177,130,152,132,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
5,2023-01-18,150,115.975,185,138,162,136,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
6,2023-01-25,190,151,232.025,176,204,195,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
7,2023-02-01,255,207,313,238,273,261,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
8,2023-02-08,328,273.975,394.05,310,349,327,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
9,2023-02-15,405,341.975,477,381,427,408,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
10,2023-02-22,439,369,517.025,416,462,461,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
11,2023-03-01,402,340.95,481.025,380,427,387,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
12,2023-03-08,350.5,293.975,422,331,372,351,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
13,2023-03-15,280,227,333.025,261,297.25,295,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
14,2023-03-22,197,155.975,243.025,183,211,194,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
15,2023-03-29,137.5,107,174.025,127,149.25,131,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
16,2023-04-05,103,79,131,95,112,102,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
17,2023-04-12,83,61.975,109,75,92,84,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
18,2023-04-19,69,50.975,93.025,62,76,73,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
19,2023-04-26,59,41,78,53,66,55,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
20,2023-05-03,54,37,75,48,60,48,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
21,2023-05-10,51,35,69,46,57,66,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
22,2023-05-17,45,30,62,40,51,39,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
23,2023-05-24,40,26,57,35,45,43,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
24,2023-05-31,35,23,50,30,40,32,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
25,2023-06-07,31,20,45,27,36,30,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
26,2023-06-14,27,16,41,23,32,29,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
27,2023-06-21,24,13,35,20,28,25,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
28,2023-06-28,18,10,30,15,22,18,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
29,2023-07-05,14,6,23,11,17,17,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
30,2023-07-12,10,4,18,7,12,12,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
31,2023-07-19,7,2,14,4,9,3,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
32,2023-07-26,4,0,13,3,6,NA,2023-08-02,"GRANDE SÃO PAULO","30","covid","com_atraso"
1,2022-12-21,57,36,84.025,49,66,62,2023-08-02,"MARÍLIA","30","covid","com_atraso"
2,2022-12-28,38,24,59,33,44,37,2023-08-02,"MARÍLIA","30","covid","com_atraso"
3,2023-01-04,27,14,44,23,32,30,2023-08-02,"MARÍLIA","30","covid","com_atraso"
4,2023-01-11,20,10,33,16,24,21,2023-08-02,"MARÍLIA","30","covid","com_atraso"
5,2023-01-18,15,7,26.025,12,19,12,2023-08-02,"MARÍLIA","30","covid","com_atraso"
6,2023-01-25,13,6,23,10,16,8,2023-08-02,"MARÍLIA","30","covid","com_atraso"
7,2023-02-01,12,5,22,9,15,10,2023-08-02,"MARÍLIA","30","covid","com_atraso"
8,2023-02-08,13,6,22,10,16,11,2023-08-02,"MARÍLIA","30","covid","com_atraso"
9,2023-02-15,13.5,6,23.025,11,17,19,2023-08-02,"MARÍLIA","30","covid","com_atraso"
10,2023-02-22,14,6,24,11,17,18,2023-08-02,"MARÍLIA","30","covid","com_atraso"
11,2023-03-01,13,6,23,10,16,14,2023-08-02,"MARÍLIA","30","covid","com_atraso"
12,2023-03-08,12,5,22,10,15,11,2023-08-02,"MARÍLIA","30","covid","com_atraso"
13,2023-03-15,11,5,20,9,14,14,2023-08-02,"MARÍLIA","30","covid","com_atraso"
14,2023-03-22,10,4,19,8,13,7,2023-08-02,"MARÍLIA","30","covid","com_atraso"
15,2023-03-29,9,3,17,7,12,8,2023-08-02,"MARÍLIA","30","covid","com_atraso"
16,2023-04-05,8,3,16.025,6,11,10,2023-08-02,"MARÍLIA","30","covid","com_atraso"
17,2023-04-12,8,2,16,6,10,9,2023-08-02,"MARÍLIA","30","covid","com_atraso"
18,2023-04-19,7,2,15,5,10,7,2023-08-02,"MARÍLIA","30","covid","com_atraso"
19,2023-04-26,7,2,14,5,9,6,2023-08-02,"MARÍLIA","30","covid","com_atraso"
