"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
1,2023-06-14,16,7,32.025,12,21,15,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
2,2023-06-21,15,6,28,12,19,20,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
3,2023-06-28,13,6,24.025,10,16,15,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
4,2023-07-05,11,4,23,9,14.25,9,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
5,2023-07-12,10,4,20.025,8,13,8,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
6,2023-07-19,10,3.975,21,8,13,8,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
7,2023-07-26,11,4,20,8,14,11,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
8,2023-08-02,12,4,22.025,9,15,15,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
9,2023-08-09,13,5,23,10,16,14,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
10,2023-08-16,12,4,24,9,15,15,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
11,2023-08-23,11,4,21,8,14,8,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
12,2023-08-30,10,2,26,7,14,NA,2023-09-06,"ARAÇATUBA","8 ou 10","srag","com_atraso"
1,2023-06-13,13,4,28.025,9,16,10,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
2,2023-06-20,12,4,23.025,9,16,14,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
3,2023-06-27,11,3,22,8,14,15,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
4,2023-07-04,9,3,18,7,12,9,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
5,2023-07-11,8,2,16,6,10,8,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
6,2023-07-18,6,1,15,5,9,5,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
7,2023-07-25,6,1,14,4,8,4,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
8,2023-08-01,6,1,14,4,8,4,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
9,2023-08-08,6,1,14,4,8,10,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
10,2023-08-15,6,1,14,4,8,7,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
11,2023-08-22,6,1,14,4,8,5,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
12,2023-08-29,5,1,17,3,8,NA,2023-09-06,"ARARAQUARA","8 ou 10","srag","com_atraso"
1,2023-06-21,55,24,97.025,45,64,57,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
2,2023-06-28,45,22.975,82.0749999999999,38,54,41,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
3,2023-07-05,42,20.975,75.025,35,51,51,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
4,2023-07-12,30,15.975,58,25,36,25,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
5,2023-07-19,29,13,53,23,35,27,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
6,2023-07-26,35,16,60.025,28,41,37,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
7,2023-08-02,37,17.975,64.025,30,44,38,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
8,2023-08-09,37,16,62,30,44,36,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
9,2023-08-16,31,12,53,24,37,37,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
10,2023-08-23,15,5,29,11,19,17,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
11,2023-08-30,5,0,16,3,8,2,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
12,2023-09-06,2,0,13,0,3,NA,2023-09-06,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
1,2023-06-14,4,0,11.025,2,6,5,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
2,2023-06-21,3,0,9,2,5,4,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
3,2023-06-28,3,0,8,2,4,2,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
4,2023-07-05,3,0,8,2,4,2,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
5,2023-07-12,3,0,8,2,4,3,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
6,2023-07-19,3,0,8,2,4,2,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
7,2023-07-26,3,0,9,2,5,3,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
8,2023-08-02,4,0,10,2,6,5,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
9,2023-08-09,4,1,11,3,6,5,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
10,2023-08-16,5,1,12,3,7,7,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
11,2023-08-23,5,1,14,3,7,4,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
12,2023-08-30,5,1,17,3,8,NA,2023-09-06,"BARRETOS","8 ou 10","srag","com_atraso"
1,2023-06-21,51,19.975,101.05,40,62,54,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
2,2023-06-28,42,19,86.0749999999999,34,52,38,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
3,2023-07-05,44,19,81,35,55,52,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
4,2023-07-12,36,15,73.025,29,45,31,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
5,2023-07-19,40,18,81.05,32,50,37,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
6,2023-07-26,50.5,20,93,41,61,57,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
7,2023-08-02,50,20,93.0999999999999,41,61,46,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
8,2023-08-09,54,20,97.025,44,65,64,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
9,2023-08-16,33,11,56,25.75,39,30,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
10,2023-08-23,15,5,32,11,19.25,21,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
11,2023-08-30,4,0,15.025,2,6,1,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
12,2023-09-06,1,0,9,0,3,NA,2023-09-06,"BAURU","8 ou 10","srag","com_atraso"
1,2023-06-14,191,130.975,261.025,174,209,193,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
2,2023-06-21,158,110,211.025,144,175,158,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
3,2023-06-28,137,99,180,124,149,144,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
4,2023-07-05,112,79.975,158,101,123,107,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
5,2023-07-12,99,69,139.025,89,110,96,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
6,2023-07-19,97,70,138,87,108,95,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
7,2023-07-26,104,72.975,145,93,116,97,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
8,2023-08-02,120,83.975,162.025,108,132.25,128,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
9,2023-08-09,119,82,161,107,132,127,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
10,2023-08-16,97,65.975,134,88,108.25,104,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
11,2023-08-23,66,43,104,58,75,58,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
12,2023-08-30,47,19,95.025,35,60,NA,2023-09-06,"CAMPINAS","8 ou 10","srag","com_atraso"
1,2023-06-14,7,2,17,5,9,7,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
2,2023-06-21,7,1,15,5,9,5,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
3,2023-06-28,7,2,14,5,9,8,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
4,2023-07-05,7,1,14,4.75,9,10,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
5,2023-07-12,6,1,14,4,8,6,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
6,2023-07-19,6,1,12,4,8,4,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
7,2023-07-26,6,1,13,4,8,7,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
8,2023-08-02,5,1,13,4,7,2,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
9,2023-08-09,5,1,13,4,8,10,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
10,2023-08-16,5,1,13,3,8,6,2023-09-06,"FRANCA","8 ou 10","srag","com_atraso"
