"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
1,2023-01-24,5,1,12.025,3,7,2,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
2,2023-01-31,5,1,13.025,3,8,7,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
3,2023-02-07,6,2,14,4,9,3,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
4,2023-02-14,7,2,15,5,9,10,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
5,2023-02-21,8,2,16,6,10,12,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
6,2023-02-28,8,2,16,5.75,10,7,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
7,2023-03-07,7,2,15,5,10,9,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
8,2023-03-14,7,2,14,5,9,8,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
9,2023-03-21,6,1,13,4,8,3,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
10,2023-03-28,5,1,12,4,7,7,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
11,2023-04-04,4,1,10,3,6,5,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
12,2023-04-11,4,0,9,2,5,4,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
13,2023-04-18,3,0,8,2,5,2,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
14,2023-04-25,3,0,8,2,4,1,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
15,2023-05-02,3,0,7,1,4,4,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
16,2023-05-09,2,0,7,1,4,3,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
17,2023-05-16,2,0,6,1,3,2,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
18,2023-05-23,2,0,6,1,3,3,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
19,2023-05-30,2,0,6,1,3,1,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
20,2023-06-06,2,0,6,1,3,4,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
21,2023-06-13,2,0,6,1,3,1,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
22,2023-06-20,2,0,6,1,3,1,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
23,2023-06-27,2,0,6,1,3,2,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
24,2023-07-04,2,0,6,1,3,2,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
25,2023-07-11,2,0,6,1,3,3,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
26,2023-07-18,2,0,7,1,4,3,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
27,2023-07-25,3,0,7,1,4,1,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
28,2023-08-01,3,0,8,2,4,3,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
29,2023-08-08,3,0,9,2,5,4,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
30,2023-08-15,4,0,10,2,5,7,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
31,2023-08-22,4,0,11,2,6,2,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
32,2023-08-29,4,0,14,2,6,NA,2023-09-06,"ARAÇATUBA","30","covid","com_atraso"
1,2023-01-24,3,0,10,2,5,1,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
2,2023-01-31,4,0,10,3,6,3,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
3,2023-02-07,5,1,12,4,7,6,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
4,2023-02-14,7,2,14,5,9,9,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
5,2023-02-21,8,2,16,5,10,9,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
6,2023-02-28,8,2,17,6,11,6,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
7,2023-03-07,8,2,16,6,11,14,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
8,2023-03-14,8,2,16,5,10,7,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
9,2023-03-21,7,2,14,5,9,8,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
10,2023-03-28,6,1,12,4,8,4,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
11,2023-04-04,5,1,12,3,7,2,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
12,2023-04-11,5,1,11,3,7,3,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
13,2023-04-18,5,1,11,3,7,9,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
14,2023-04-25,4,1,10,3,6,4,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
15,2023-05-02,4,0,10,2,6,5,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
16,2023-05-09,3,0,9,2,5,4,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
17,2023-05-16,3,0,8,2,5,4,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
18,2023-05-23,3,0,7,1,4,2,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
19,2023-05-30,3,0,7,1,4,2,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
20,2023-06-06,2,0,7,1,4,2,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
21,2023-06-13,2,0,6.02499999999998,1,3,2,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
22,2023-06-20,2,0,6,1,3,3,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
23,2023-06-27,2,0,6,1,3,1,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
24,2023-07-04,2,0,6.02499999999998,1,3,4,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
25,2023-07-11,2,0,6,1,3,3,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
26,2023-07-18,2,0,6,1,3,1,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
27,2023-07-25,2,0,6,1,3,1,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
28,2023-08-01,2,0,7,1,4,1,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
29,2023-08-08,3,0,7,2,4,5,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
30,2023-08-15,3,0,9,2,5,5,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
31,2023-08-22,3,0,10.025,2,5,3,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
32,2023-08-29,4,0,14.025,2,6,NA,2023-09-06,"ARARAQUARA","30","covid","com_atraso"
1,2023-01-24,14,5,29,10,18,13,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
2,2023-01-31,16,7,31,13,20,16,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
3,2023-02-07,18,8.975,33,14,22,17,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
4,2023-02-14,20,9,33,16,24,20,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
5,2023-02-21,21,10,36,16,25,25,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
6,2023-02-28,20,10,35,17,25,18,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
7,2023-03-07,19,8,33,16,24,21,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
8,2023-03-14,17,8,29,13,21,22,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
9,2023-03-21,14,5,26,11,18,12,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
10,2023-03-28,12,4,22,9,15,9,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
11,2023-04-04,9,3,18,7,12,15,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
12,2023-04-11,7,2,16,5,9,3,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
13,2023-04-18,6,1,13,4,8,9,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
14,2023-04-25,4,1,10,3,6,3,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
15,2023-05-02,3,0,9,2,5,3,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
16,2023-05-09,3,0,8,2,5,3,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
17,2023-05-16,3,0,7,2,4,3,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
18,2023-05-23,3,0,7,1,4,2,2023-09-06,"BAIXADA SANTISTA","30","covid","com_atraso"
