"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
1,2022-12-28,22,11,38,18,27,27,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
2,2023-01-04,19,10,32,15,23,17,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
3,2023-01-11,17,8,27,13,20,20,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
4,2023-01-18,15,7,26,12,18,8,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
5,2023-01-25,15,7.975,26,12,19,13,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
6,2023-02-01,16,8,26.025,13,19,18,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
7,2023-02-08,18,9,30.025,15,22,18,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
8,2023-02-15,21,11,35,17,25,17,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
9,2023-02-22,24,13,37,20,28,32,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
10,2023-03-01,26,15,40,22,30,24,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
11,2023-03-08,28,15.975,43,24,33,28,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
12,2023-03-15,29,17,45,24,33,27,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
13,2023-03-22,31,18,45,26,35,30,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
14,2023-03-29,31,16.975,46,26,35,36,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
15,2023-04-05,29,16,43,24,33,32,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
16,2023-04-12,26,15,40.025,22,31,19,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
17,2023-04-19,24,13,37,20,28,26,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
18,2023-04-26,22,12,35.025,18,26,24,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
19,2023-05-03,20,11,32.025,17,24,18,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
20,2023-05-10,19,10,31,15,22,19,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
21,2023-05-17,17,8,28,14,21,20,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
22,2023-05-24,15,7,27,12,18.25,16,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
23,2023-05-31,14,6,25,11,17,10,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
24,2023-06-07,14,6,24,11,17,8,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
25,2023-06-14,13,6,23,11,16,15,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
26,2023-06-21,13,5,23,10,16,18,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
27,2023-06-28,11,5,20,9,14,15,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
28,2023-07-05,9,3,16,6,11,9,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
29,2023-07-12,6,2,13,5,8,6,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
30,2023-07-19,5,1,10,3,6,4,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
31,2023-07-26,3,0,9,2,4,1,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
32,2023-08-02,2,0,7.02499999999998,1,3,NA,2023-08-02,"ARAÇATUBA","30","srag","com_atraso"
1,2022-12-20,31,17,50,26,37,28,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
2,2022-12-27,24,13,37,20,28,32,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
3,2023-01-03,17,8,27,14,20,17,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
4,2023-01-10,13,6,22.025,10,16,13,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
5,2023-01-17,11,4,20,8,14,6,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
6,2023-01-24,10,4,19,8,13,7,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
7,2023-01-31,11,5,21,9,14,12,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
8,2023-02-07,13,6,23,10,16,16,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
9,2023-02-14,16,7,26,13,19,17,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
10,2023-02-21,19,10,32,16,23,16,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
11,2023-02-28,24,13,37,20,28,19,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
12,2023-03-07,29,16.975,45,24,34,38,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
13,2023-03-14,32,19,47,27,37,36,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
14,2023-03-21,31,18,46,26,35,33,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
15,2023-03-28,27,16,42,23,32,22,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
16,2023-04-04,25,14,39,21,29,27,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
17,2023-04-11,23,13,36,19,27,19,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
18,2023-04-18,22,12,35,18,26,23,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
19,2023-04-25,21,11,34,17,25,22,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
20,2023-05-02,20,11,32,17,24,19,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
21,2023-05-09,19,10,31,16,23,19,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
22,2023-05-16,18,10,29,15,22,21,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
23,2023-05-23,17,8.975,28,14,20,16,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
24,2023-05-30,15,7,25.025,12,19,16,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
25,2023-06-06,14,6,23.025,11,17,15,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
26,2023-06-13,12,5,21,9,14,9,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
27,2023-06-20,10,4,18.025,8,13,11,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
28,2023-06-27,9,3,17,6,11,10,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
29,2023-07-04,7,2,15,5,9,8,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
30,2023-07-11,6,1,12,4,8,7,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
31,2023-07-18,5,1,11,3,6,3,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
32,2023-07-25,3,0,11,2,5,NA,2023-08-02,"ARARAQUARA","30","srag","com_atraso"
1,2022-12-28,54.5,35,79,48,62,59,2023-08-02,"BAIXADA SANTISTA","30","srag","com_atraso"
2,2023-01-04,52,35,73.025,46,59,46,2023-08-02,"BAIXADA SANTISTA","30","srag","com_atraso"
3,2023-01-11,53,36,74,47,60,54,2023-08-02,"BAIXADA SANTISTA","30","srag","com_atraso"
