"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
5,2023-06-06,13,5.975,23,10,16,15,2023-08-02,"ARARAQUARA","8 ou 10","srag","com_atraso"
6,2023-06-13,12,5,21,9,14,9,2023-08-02,"ARARAQUARA","8 ou 10","srag","com_atraso"
7,2023-06-20,10,4,18,8,12,11,2023-08-02,"ARARAQUARA","8 ou 10","srag","com_atraso"
8,2023-06-27,9,3,16,6,11,10,2023-08-02,"ARARAQUARA","8 ou 10","srag","com_atraso"
9,2023-07-04,7,2,15,5,9,8,2023-08-02,"ARARAQUARA","8 ou 10","srag","com_atraso"
10,2023-07-11,6,1,12,4,8,7,2023-08-02,"ARARAQUARA","8 ou 10","srag","com_atraso"
11,2023-07-18,5,1,12,3,7,3,2023-08-02,"ARARAQUARA","8 ou 10","srag","com_atraso"
12,2023-07-25,4,0,11,2,6,NA,2023-08-02,"ARARAQUARA","8 ou 10","srag","com_atraso"
1,2023-05-17,49,27,82.025,41,58,51,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
2,2023-05-24,51,30,77.025,44,58,47,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
3,2023-05-31,58,36,86.025,50,66,60,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
4,2023-06-07,62,38,91.025,54,70,65,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
5,2023-06-14,60,35,92.025,53,68,63,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
6,2023-06-21,52,30,80,45,59,54,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
7,2023-06-28,40,23.975,62.05,34,47,33,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
8,2023-07-05,32,18,52,27,38,40,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
9,2023-07-12,21,10,35,17,26,21,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
10,2023-07-19,12,5,23,10,15,16,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
11,2023-07-26,6,1,14,4,8,2,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
12,2023-08-02,3,0,10,1,5,NA,2023-08-02,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
1,2023-05-10,5,0,14,3,7,6,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
2,2023-05-17,4,0,13,3,6.25,1,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
3,2023-05-24,4,0,11,3,6,6,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
4,2023-05-31,4,0,10,2,6,6,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
5,2023-06-07,4,0,9.02499999999998,2,5,2,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
6,2023-06-14,3,0,10,2,5,5,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
7,2023-06-21,3,0,8,2,4,4,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
8,2023-06-28,3,0,7,1,4,2,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
9,2023-07-05,2,0,6,1,3,2,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
10,2023-07-12,2,0,6,1,3,2,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
11,2023-07-19,1,0,6,1,3,1,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
12,2023-07-26,1,0,6,0,2,NA,2023-08-02,"BARRETOS","8 ou 10","srag","com_atraso"
1,2023-05-10,75,49,104,65,84,72,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
2,2023-05-17,71,48,98.025,63,79,76,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
3,2023-05-24,67,44,92,58,74,60,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
4,2023-05-31,62,42,87,55,69,65,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
5,2023-06-07,57,37,79,51,64,55,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
6,2023-06-14,53,35,76,47,60.25,57,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
7,2023-06-21,49,31,69,43,55,52,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
8,2023-06-28,44,26.975,63.025,38,50,37,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
9,2023-07-05,38,22.975,56,33,43,49,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
10,2023-07-12,31,18,47,26,35,30,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
11,2023-07-19,25,13,40.025,20,30,20,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
12,2023-07-26,20,7,38,15,26,NA,2023-08-02,"BAURU","8 ou 10","srag","com_atraso"
1,2023-05-10,211,148.975,290.025,192,232,209,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
2,2023-05-17,200,145.975,259,184,218,206,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
3,2023-05-24,184,139,242.025,169,200,192,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
4,2023-05-31,165.5,123.975,222,151,181,158,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
5,2023-06-07,161,118,217.025,145,177,141,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
6,2023-06-14,168.5,118,219,152,185,191,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
7,2023-06-21,158,110,205.025,143,172,157,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
8,2023-06-28,135,96,181.05,123,148,143,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
9,2023-07-05,106,75,141,94,117,101,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
10,2023-07-12,77,54,105,69,86,85,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
11,2023-07-19,51.5,33,85,45,61,45,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
12,2023-07-26,36,15,72,27,45,NA,2023-08-02,"CAMPINAS","8 ou 10","srag","com_atraso"
1,2023-05-10,11,4,22,8,14,11,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
2,2023-05-17,10,3.975,20.025,8,13,11,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
3,2023-05-24,9,3,18,7,12,9,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
4,2023-05-31,8,3,17,6,11,10,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
5,2023-06-07,8,2,16,6,10,7,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
6,2023-06-14,7,2,15,5,9,7,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
7,2023-06-21,7,2,15,5,9,5,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
8,2023-06-28,6.5,2,14,5,9,8,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
9,2023-07-05,6,2,13,4,8,10,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
10,2023-07-12,5,1,12,3,7,5,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
11,2023-07-19,5,1,11,3,7,3,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
12,2023-07-26,4,0,12,2,6,NA,2023-08-02,"FRANCA","8 ou 10","srag","com_atraso"
1,2023-05-24,644,497.975,808.05,601,686,642,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
2,2023-05-31,600,479,739.075,564.75,636,613,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
3,2023-06-07,560,443.975,688.075,523,590,540,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
4,2023-06-14,542.5,416.925,665.05,510,580,544,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
5,2023-06-21,527,409,665.05,493.75,560,523,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
6,2023-06-28,478,372,595.05,444,511,498,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
7,2023-07-05,366,286.95,454.1,340,393,360,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
8,2023-07-12,252.5,188,317,233,273.25,269,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
9,2023-07-19,146,105.975,196,132,161,134,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
10,2023-07-26,86,46,151.025,70,103,NA,2023-08-02,"GRANDE SÃO PAULO","8 ou 10","srag","com_atraso"
1,2023-05-17,71,26,132.05,60,85,73,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
2,2023-05-24,65,28.975,123,54,76,64,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
3,2023-05-31,60,24,121,50,71,63,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
4,2023-06-07,58,23,121.025,49,69,58,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
5,2023-06-14,58.5,24,117.025,48,69,56,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
6,2023-06-21,65,24.975,125.025,55,76,68,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
7,2023-06-28,63,24,118.025,52,73,64,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
8,2023-07-05,53,19,96.025,44,63,52,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
9,2023-07-12,43,14,75.025,34,51,43,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
10,2023-07-19,26,9,54.05,20,32,37,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
11,2023-07-26,7,1,28,4,10,1,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
12,2023-08-02,2,0,22,0,5,NA,2023-08-02,"MARÍLIA","8 ou 10","srag","com_atraso"
1,2023-05-17,59,36,96.025,51,68,63,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
2,2023-05-24,49,29,74.025,41,56,42,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
3,2023-05-31,43,24,69,36,50,47,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
4,2023-06-07,36.5,20,60,30,43,33,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
5,2023-06-14,33,18.975,53,28,39,35,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
6,2023-06-21,31,17,48.025,25,36,27,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
7,2023-06-28,28,15,45,23,33,29,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
8,2023-07-05,25,12,41,21,30,26,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
9,2023-07-12,21,10,36,17,25,27,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
10,2023-07-19,14,6,25,11,17,17,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
11,2023-07-26,8,2,19,6,11,3,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
12,2023-08-02,5,0,16,2,8,NA,2023-08-02,"PIRACICABA","8 ou 10","srag","com_atraso"
1,2023-05-09,19,7,37,14,24,18,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
2,2023-05-16,15,6,30.025,12,19,18,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
3,2023-05-23,12,4,25,9,15,14,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
4,2023-05-30,9,3,20,7,12,10,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
5,2023-06-06,7,2,16,5,10,5,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
6,2023-06-13,6,1,13.025,4,9,4,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
7,2023-06-20,6,1,13,4,8,3,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
8,2023-06-27,5,1,13,3,7,11,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
9,2023-07-04,5,1,12,3,7,6,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
10,2023-07-11,4,0,10,2,6,2,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
11,2023-07-18,3,0,10,2,5,4,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
12,2023-07-25,3,0,11,1,5,NA,2023-08-02,"PRESIDENTE PRUDENTE","8 ou 10","srag","com_atraso"
1,2023-05-09,15,3.975,36,10,20,18,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
2,2023-05-16,12,2.975,27,8,16,11,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
3,2023-05-23,10,3,23,7,13,12,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
4,2023-05-30,8,2,21,6,12,3,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
5,2023-06-06,9,2,21.025,6,11,8,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
6,2023-06-13,10,2,23,7,13,11,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
7,2023-06-20,10,2,24,7,13,11,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
8,2023-06-27,11,2.975,24,7.75,14,16,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
9,2023-07-04,9,2,22.05,6,12,13,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
10,2023-07-11,7,1,19,5,10,2,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
11,2023-07-18,7,1,20.025,4,10,8,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
12,2023-07-25,6,0.975000000000001,27,3,10,NA,2023-08-02,"REGISTRO","8 ou 10","srag","com_atraso"
1,2023-05-17,63,29,107,52,75,66,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
2,2023-05-24,49,22,90,41,58,47,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
3,2023-05-31,44,20,82,36,53,46,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
4,2023-06-07,40,18,85.05,32,48,32,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
5,2023-06-14,49,21,83,40,58.25,58,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
6,2023-06-21,44,19,81.025,36,54,42,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
7,2023-06-28,39,18,74,33,48,37,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
8,2023-07-05,41,17,68,33,49,45,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
9,2023-07-12,30,12,54,24,37,32,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
10,2023-07-19,16,6,31,12,20,21,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
11,2023-07-26,5,0,17,3,8,1,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
12,2023-08-02,2,0,12.025,0,4,NA,2023-08-02,"RIBEIRÃO PRETO","8 ou 10","srag","com_atraso"
1,2023-05-09,15,5,34,12,20,10,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
2,2023-05-16,17,7,31,13,21,21,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
3,2023-05-23,17,7,29.025,13,21,18,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
4,2023-05-30,16,6,28,12,20,23,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
5,2023-06-06,13,5,24,10,17,9,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
6,2023-06-13,11.5,4,22,9,15,12,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
7,2023-06-20,10,4,20,8,13,9,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
8,2023-06-27,9,3,18,7,12,9,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
9,2023-07-04,8,3,18,6,11,9,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
10,2023-07-11,7,2,17,5,10,8,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
11,2023-07-18,6,1,15,4,9,6,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
12,2023-07-25,6,1,16,3,8.25,NA,2023-08-02,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","com_atraso"
1,2023-05-10,120,81,174,106,136,117,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
2,2023-05-17,114,76.975,159,102,126,129,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
3,2023-05-24,101,72,136.025,90,112.25,93,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
4,2023-05-31,93,65,131.025,82.75,104,94,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
5,2023-06-07,89,59,124.025,79,100,74,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
6,2023-06-14,94,66,129.025,84,104,99,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
7,2023-06-21,95,65,131,85,107,105,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
8,2023-06-28,87,57,122,78,98,90,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
9,2023-07-05,76,49,105,67,85,79,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
10,2023-07-12,58,38,86.025,50.75,66,61,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
11,2023-07-19,43,25,69,36,51,37,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
12,2023-07-26,32,13,67.025,24,41,NA,2023-08-02,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","com_atraso"
1,2023-05-10,57,34,91,49,66,56,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
2,2023-05-17,54,34,86.05,47,62,58,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
3,2023-05-24,47,28,73,42,54,51,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
4,2023-05-31,41,24,62,35,48,34,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
5,2023-06-07,39,23,60,33,45,41,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
6,2023-06-14,36,22,57.025,30,42,38,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
7,2023-06-21,33,19,52,27,39,28,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
8,2023-06-28,31,16,49,25,37,37,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
9,2023-07-05,25,12.975,41,21,30,31,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
10,2023-07-12,17,7,28,13,20,17,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
11,2023-07-19,10,3,23,7,14,6,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
12,2023-07-26,7,0,20.025,4,10,NA,2023-08-02,"SOROCABA","8 ou 10","srag","com_atraso"
1,2023-05-17,67,38.975,106,58,77,70,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
2,2023-05-24,60,37,90,52.75,69,57,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
3,2023-05-31,59,36,89,51,68,63,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
4,2023-06-07,57,34,86,49,65,56,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
5,2023-06-14,55,33,82.025,47,62,51,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
6,2023-06-21,56,31,84.025,48,63,58,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
7,2023-06-28,53,32,77.025,46,61,54,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
8,2023-07-05,43,22.975,67,36,50,46,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
9,2023-07-12,28,15,45.025,23,34,28,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
10,2023-07-19,16,7,29,13,20,23,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
11,2023-07-26,6,1,16.025,4,9,1,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
12,2023-08-02,2,0,12,1,5,NA,2023-08-02,"TAUBATÉ","8 ou 10","srag","com_atraso"
1,2023-04-15,23,12,39,18,28,19,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
2,2023-04-22,23,12,37,19,27,26,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
3,2023-04-29,22,11,35,18,26,24,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
4,2023-05-06,20,10,33,16,24,18,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
5,2023-05-13,18,9,29,15,22,19,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
6,2023-05-20,16,8,28,13,20,20,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
7,2023-05-27,14,6,25,11,17,16,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
8,2023-06-03,12,5,22,9.75,15,10,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
9,2023-06-10,10,4,19,8,13,8,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
10,2023-06-17,8,3,17,6,11,12,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
11,2023-06-24,7,2,16,5,9,5,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
12,2023-07-01,6,1,16,4,8,NA,2023-07-03,"ARAÇATUBA","8 ou 10","srag","com_atraso"
1,2023-04-07,24,12,39,19,28,26,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
2,2023-04-14,22,11,36,18,26,17,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
3,2023-04-21,21,11,34,17,25,22,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
4,2023-04-28,20,10,33,16,24,21,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
5,2023-05-05,19,9.975,30.025,15,22,19,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
6,2023-05-12,17,8,29,14,21,19,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
7,2023-05-19,16,8,28,13,19,18,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
8,2023-05-26,14,7,24,12,17,13,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
9,2023-06-02,13,5,22.025,10,16,11,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
10,2023-06-09,12,5,22,9,15,16,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
11,2023-06-16,10,3,22,7,13,8,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
12,2023-06-23,9,3,20,6,12,NA,2023-07-03,"ARARAQUARA","8 ou 10","srag","com_atraso"
1,2023-04-15,53,24,89,43,62,53,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
2,2023-04-22,42,21,68,34.75,49,45,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
3,2023-04-29,33,17,57,27,40,29,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
4,2023-05-06,36,18,58,30,42,39,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
5,2023-05-13,38,21,66,33,45,35,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
6,2023-05-20,47,26,77.025,40,56,51,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
7,2023-05-27,50,28,81,42,58,46,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
8,2023-06-03,58,29.975,90,49,67,59,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
9,2023-06-10,55,29,86,47,64,59,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
10,2023-06-17,29,13,49,23,35,33,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
11,2023-06-24,9,2,24,6,13,5,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
12,2023-07-01,3,0,16,1,5,NA,2023-07-03,"BAIXADA SANTISTA","8 ou 10","srag","com_atraso"
1,2023-04-09,9,2,21,7,12,7,2023-07-03,"BARRETOS","8 ou 10","srag","com_atraso"
2,2023-04-16,9,3,18,6,12,12,2023-07-03,"BARRETOS","8 ou 10","srag","com_atraso"
3,2023-04-23,8,2,17.025,5,11,8,2023-07-03,"BARRETOS","8 ou 10","srag","com_atraso"
