"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
4,2023-11-15,2,0,6,1,3,3,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
5,2023-11-22,1,0,5,1,3,1,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
6,2023-11-29,1,0,5,1,2,1,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
7,2023-12-06,1,0,5,0,2,2,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
8,2023-12-13,1,0,5,0,2,2,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
9,2023-12-20,1,0,4.02499999999998,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
10,2023-12-27,1,0,5,0,2,1,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
11,2024-01-03,1,0,5,0,2,1,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
12,2024-01-10,1,0,6,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
13,2024-01-17,1,0,9.02499999999998,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
14,2024-01-24,1,0,13,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
15,2024-01-31,1,0,25.0749999999999,0,2,NA,2024-02-07,"BARRETOS","8 ou 10","srag","corte 3 semanas"
1,2023-10-25,43,26,66,37,50,39,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
2,2023-11-01,40,25,59,35,47,44,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
3,2023-11-08,37,23.975,56,33,43,40,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
4,2023-11-15,34,20,51,29,40,35,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
5,2023-11-22,31,18,45,26,36,30,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
6,2023-11-29,27,16,42,23,33,25,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
7,2023-12-06,25,13,38,21,29,25,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
8,2023-12-13,23,12,36,19,27,21,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
9,2023-12-20,20,11,34,16.75,24,25,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
10,2023-12-27,17,9,29,14,21,22,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
11,2024-01-03,14,5,27,11,18,9,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
12,2024-01-10,12,3,24,8,16,NA,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
13,2024-01-17,10,1,25,7,14,NA,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
14,2024-01-24,8,0,27,5,13,NA,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
15,2024-01-31,7,0,27,3,12,NA,2024-02-07,"BAURU","8 ou 10","srag","corte 3 semanas"
1,2023-11-01,129,81.975,182.075,115,145,129,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
2,2023-11-08,111,77,154.025,100,123,116,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
3,2023-11-15,96,65,136,86,107,90,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
4,2023-11-22,86,58,117,78,96,85,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
5,2023-11-29,77,51.975,106.025,68,86,79,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
6,2023-12-06,71,48,101,62,79,70,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
7,2023-12-13,64,42,94.025,57,73,62,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
8,2023-12-20,57,35,83,50,64,61,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
9,2023-12-27,47,30,69,41,53.25,51,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
10,2024-01-03,34,20,52.025,29,40,44,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
11,2024-01-10,21,9,39.025,16,27,12,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
12,2024-01-17,14,3,32,9,19,NA,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
13,2024-01-24,9,0.975000000000001,29,5,14,NA,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
14,2024-01-31,6,0,27.025,2,11,NA,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
15,2024-02-07,4,0,26.025,1,8,NA,2024-02-07,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
1,2023-10-28,13,4,28,10,17,16,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
2,2023-11-04,9,3,21.025,7,12,8,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
3,2023-11-11,7,2,17,5,10,7,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
4,2023-11-18,6,1,14,4,8,8,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
5,2023-11-25,5,1,12,3,7,5,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
6,2023-12-02,4,0,10,3,6,2,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
7,2023-12-09,4,0,10,2,5,6,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
8,2023-12-16,4,0,9,2,5,1,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
9,2023-12-23,4,0,10,2,5,3,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
10,2023-12-30,4,0,11,3,6,5,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
11,2024-01-06,5,0,14,3,8,7,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
12,2024-01-13,6,1,28.025,3,9,NA,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
13,2024-01-20,6.5,0,96.05,3,13,NA,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
14,2024-01-27,7,0,287.5,3,19,NA,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
15,2024-02-03,8,0,1294.05,3,26,NA,2024-02-07,"FRANCA","8 ou 10","srag","corte 3 semanas"
1,2023-11-15,383.5,239.95,637,341.75,424,387,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
2,2023-11-22,368.5,241.975,558.05,332.75,406,358,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
3,2023-11-29,368,236.975,518,332,405,364,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
4,2023-12-06,352.5,216.975,481.125,318,389,389,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
5,2023-12-13,282.5,180.9,427.075,256,313,262,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
6,2023-12-20,255,170.975,359.025,229,285.25,243,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
7,2023-12-27,242,146,338.025,212,269,268,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
8,2024-01-03,175,103.975,248.025,155,194,188,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
9,2024-01-10,103,63,185.025,88,122,90,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
10,2024-01-17,63,22,164.025,46,88,NA,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
11,2024-01-24,40,5,152.05,23,68,NA,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
12,2024-01-31,26,1,170.025,11,59,NA,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
13,2024-02-07,17,0,230.025,5,45,NA,2024-02-07,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
1,2023-10-25,43,26,69,37,50,37,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
2,2023-11-01,41,23,63.05,35,48,50,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
3,2023-11-08,36,21,56,31,42,41,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
4,2023-11-15,30,17,49,26,36,28,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
5,2023-11-22,26,14,41,22,31,23,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
6,2023-11-29,23,12,37,19,27,26,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
7,2023-12-06,20,10,32,16,24,21,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
8,2023-12-13,17,8,30,14,21,16,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
9,2023-12-20,15,7,27,12,19,14,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
10,2023-12-27,15,6,27,12,18,11,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
11,2024-01-03,15,6,28,11,19,20,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
12,2024-01-10,14,5,38,11,19,NA,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
13,2024-01-17,14,4,58,9,20,NA,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
14,2024-01-24,13,3,113.1,8,22,NA,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
15,2024-01-31,12,1,223.3,7,22,NA,2024-02-07,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
1,2023-11-03,25,12,46,20,31,20,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
2,2023-11-10,24,11,42,20,29,30,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
3,2023-11-17,21,10,37.025,16,25,28,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
4,2023-11-24,16,7,29.025,13,20,15,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
5,2023-12-01,13,5,25,10,16,8,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
6,2023-12-08,11,4,23,8,14,11,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
7,2023-12-15,10,3.975,19,7,13,9,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
8,2023-12-22,9,3,20,7,12,10,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
9,2023-12-29,9,3,18,6,12,11,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
10,2024-01-05,8,2,17,6,10,9,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
11,2024-01-12,7,1,16,4,9,6,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
12,2024-01-19,6,1,18,3,9,NA,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
13,2024-01-26,5,0,24,3,8,NA,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
14,2024-02-02,5,0,30.025,2,8,NA,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
15,2024-02-09,4,0,64.1749999999998,1,8,NA,2024-02-07,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
1,2023-10-20,9,3,27,7,13,9,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
2,2023-10-27,9,2,22,6,12,8,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
3,2023-11-03,9,2,21.025,7,12,10,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
4,2023-11-10,9,2,21,7,12,8,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
5,2023-11-17,9,2,21.025,6,12,14,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
6,2023-11-24,7,1,16,5,10,12,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
7,2023-12-01,5,1,14,3,7,1,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
8,2023-12-08,4,0,11,2,6,4,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
9,2023-12-15,3,0,9,2,5,3,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
10,2023-12-22,3,0,8,1,4,2,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
11,2023-12-29,2,0,8,1,4,3,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
12,2024-01-05,2,0,13.025,1,4,NA,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
13,2024-01-12,1,0,25.0749999999999,0,4,NA,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
14,2024-01-19,1,0,45.0999999999999,0,3,NA,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
15,2024-01-26,1,0,139.4,0,3,NA,2024-02-07,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
1,2023-10-17,15,4,33.025,10,19,14,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
2,2023-10-24,12,3,26.025,9,16,17,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
3,2023-10-31,10,3,24,7,14,8,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
4,2023-11-07,9,2,20,6,11,6,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
5,2023-11-14,7.5,1,18,5,10,14,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
6,2023-11-21,6,1,15,4,9,3,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
7,2023-11-28,6,1,14,4,8,5,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
8,2023-12-05,5,1,12.025,3,7,4,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
9,2023-12-12,4,0,12,3,6,8,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
10,2023-12-19,4,0,12.025,3,6,2,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
11,2023-12-26,4,0,12,2,6,6,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
12,2024-01-02,4,0,13,2,6,NA,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
13,2024-01-09,4,0,22.025,2,6,NA,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
14,2024-01-16,3,0,39,1,7,NA,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
15,2024-01-23,3,0,61.05,1,6,NA,2024-02-07,"REGISTRO","8 ou 10","srag","corte 3 semanas"
1,2023-10-24,29,15.975,46,24,34,25,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
2,2023-10-31,28,16,43.025,24,33.25,31,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
3,2023-11-07,27,16,41,23,32,32,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
4,2023-11-14,26,14,39,22,30,26,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
5,2023-11-21,24,13,37.025,20,28,20,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
6,2023-11-28,22,13,35,19,26,24,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
7,2023-12-05,20.5,11,33.025,17,24,22,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
8,2023-12-12,19,10,31,16,23,19,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
9,2023-12-19,18,9,29,14,22,17,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
10,2023-12-26,17,8,28,14,20,16,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
11,2024-01-02,17,7,28,13,20,18,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
12,2024-01-09,16,6,31,12,20,NA,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
13,2024-01-16,15,4,42.025,11,20,NA,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
14,2024-01-23,14,3,53.05,9,21,NA,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
15,2024-01-30,13,2,76.0999999999999,8,21,NA,2024-02-07,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
1,2023-10-28,12,2.975,28,8,16,9,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
2,2023-11-04,11,3,26,8,14,15,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
3,2023-11-11,9,3,22,7,12.25,8,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
4,2023-11-18,8,2,19,6,11,11,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
5,2023-11-25,7,1,16,5,9,10,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
6,2023-12-02,5,1,14.025,3,8,2,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
7,2023-12-09,5,1,12.025,3,7,2,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
8,2023-12-16,4,0,11,2,6,4,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
9,2023-12-23,4,0,11,2,6,8,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
10,2023-12-30,3,0,10,2,5,2,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
11,2024-01-06,3,0,10,2,5,3,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
12,2024-01-13,2,0,12,1,4,NA,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
13,2024-01-20,2,0,16,1,4,NA,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
14,2024-01-27,2,0,45,1,4,NA,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
15,2024-02-03,2,0,99.1999999999998,0,4,NA,2024-02-07,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
1,2023-11-03,58,19,148.025,43,74,53,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
2,2023-11-10,58,18,113,43,73.25,75,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
3,2023-11-17,47,16.975,112.05,36,61,44,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
4,2023-11-24,41,15,102.025,31,54,33,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
5,2023-12-01,42,14.975,89,32,53.25,46,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
6,2023-12-08,41,13,85,31,52,46,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
7,2023-12-15,37,11,80.025,28,49,38,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
8,2023-12-22,36,11,73,27,46,29,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
9,2023-12-29,36,10,76.025,25,47,53,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
10,2024-01-05,26,6.975,57,19,35,35,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
11,2024-01-12,14,3,48,9,22,6,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
12,2024-01-19,9,0,47,3,19,NA,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
13,2024-01-26,6,0,48.025,2,15,NA,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
14,2024-02-02,5,0,58,1,14,NA,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
15,2024-02-09,3,0,81.025,0,12,NA,2024-02-07,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
1,2023-11-03,55,30,90.05,46,64,56,2024-02-07,"SOROCABA","8 ou 10","srag","corte 3 semanas"
2,2023-11-10,42,24.975,65.025,36,49,50,2024-02-07,"SOROCABA","8 ou 10","srag","corte 3 semanas"
3,2023-11-17,31,17,50.025,25,37,26,2024-02-07,"SOROCABA","8 ou 10","srag","corte 3 semanas"
