"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
13,2023-08-23,30,0,141.025,13,57,NA,2023-09-06,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
14,2023-08-30,24,0,181.1,8,51,NA,2023-09-06,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
15,2023-09-06,21,0,304.1,4,48.25,NA,2023-09-06,"CAMPINAS","8 ou 10","srag","corte 3 semanas"
1,2023-05-26,9,2,20,7,12,9,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
2,2023-06-02,9,3,17,6,11,10,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
3,2023-06-09,8,3,16,6,10,7,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
4,2023-06-16,7.5,2,16,5,10,7,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
5,2023-06-23,7,2,15,5,9,5,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
6,2023-06-30,7,2,14,5,9,8,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
7,2023-07-07,7,2,14,5,9,10,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
8,2023-07-14,6,1,12,4,8,6,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
9,2023-07-21,5,1,12,4,7,4,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
10,2023-07-28,5,0.975000000000001,11.025,3,6,7,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
11,2023-08-04,4,0,11,2,6,2,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
12,2023-08-11,3,0,11,2,5,NA,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
13,2023-08-18,3,0,11,1,5,NA,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
14,2023-08-25,2,0,14,1,5,NA,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
15,2023-09-01,2,0,18,1,4,NA,2023-09-06,"FRANCA","8 ou 10","srag","corte 3 semanas"
1,2023-06-14,555,298.95,1072.125,466,647.75,542,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
2,2023-06-21,526,292.875,882.125,452,608,534,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
3,2023-06-28,471,278.95,761.075,406.75,554,518,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
4,2023-07-05,403,223.775,672.075,351,473.25,395,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
5,2023-07-12,365.5,197.975,614.05,314,432,343,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
6,2023-07-19,353,204,551.375,303,404,320,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
7,2023-07-26,365,184.975,548.225,298.75,419,415,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
8,2023-08-02,327,162.925,524,269.75,383.25,415,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
9,2023-08-09,226,125.95,471,185,281.5,181,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
10,2023-08-16,176,51,435,118.75,248,NA,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
11,2023-08-23,141,13.975,487.05,73.75,228,NA,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
12,2023-08-30,118,3,669.075,47,209,NA,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
13,2023-09-06,94.5,0.975000000000001,803.749999999998,27,192.25,NA,2023-09-06,"GRANDE SÃO PAULO","8 ou 10","srag","corte 3 semanas"
1,2023-05-23,63,42,90,56,71,65,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
2,2023-05-30,62,44,86,55,69,62,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
3,2023-06-06,61,42,83,55,68,58,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
4,2023-06-13,60,41,80,54,66,55,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
5,2023-06-20,61,41.975,83.025,54,68,68,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
6,2023-06-27,59,41,78.025,52,66,64,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
7,2023-07-04,56,37.975,74.025,50,63,53,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
8,2023-07-11,54,37.975,74,48,61,47,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
9,2023-07-18,55,39,75,49,61,58,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
10,2023-07-25,55,38,75,50,62,55,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
11,2023-08-01,56,37,76.025,49,63,57,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
12,2023-08-08,55,34,89,47,65,NA,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
13,2023-08-15,55,27,105,45,68,NA,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
14,2023-08-22,56,22,136.075,42,74,NA,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
15,2023-08-29,56,16,179.025,41,79,NA,2023-09-06,"MARÍLIA","8 ou 10","srag","corte 3 semanas"
1,2023-05-24,44,27,67.025,38,51,43,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
2,2023-05-31,42,27,60,36,48,47,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
3,2023-06-07,39,24,56,33,44,35,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
4,2023-06-14,35,21,54,30,41,38,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
5,2023-06-21,34,19,50,28,39,32,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
6,2023-06-28,31,19,48,27,36,30,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
7,2023-07-05,30,18,46,25,35.25,27,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
8,2023-07-12,28,16,44,24,33,31,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
9,2023-07-19,26,15,42,21,30,33,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
10,2023-07-26,23,12,36.025,19,26,25,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
11,2023-08-02,18,9,33,15,23,13,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
12,2023-08-09,16,4.975,33,11,20,NA,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
13,2023-08-16,13,2,35,9,19,NA,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
14,2023-08-23,12,1,38,7,18,NA,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
15,2023-08-30,10,0,49,5,16,NA,2023-09-06,"PIRACICABA","8 ou 10","srag","corte 3 semanas"
1,2023-05-26,11,3,25,8,15,14,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
2,2023-06-02,9,2.975,19,6,12,10,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
3,2023-06-09,7,2,16,5,9,5,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
4,2023-06-16,6.5,2,15,4,9,5,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
5,2023-06-23,6,1,15,4,9,4,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
6,2023-06-30,6,1,15,4,9,11,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
7,2023-07-07,6,1,14,4,8,8,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
8,2023-07-14,6,1,13.025,4,8,2,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
9,2023-07-21,6,1,14,4,8,7,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
10,2023-07-28,6,1,13,4,8,6,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
11,2023-08-04,6,1,15,4,9,7,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
12,2023-08-11,6,1,24.025,4,9,NA,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
13,2023-08-18,6,0,42,3,11,NA,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
14,2023-08-25,6,0,93.05,3,12,NA,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
15,2023-09-01,6,0,239.849999999998,3,14,NA,2023-09-06,"PRESIDENTE PRUDENTE","8 ou 10","srag","corte 3 semanas"
1,2023-06-02,5,0,21.025,3,8,3,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
2,2023-06-09,7,1,21,4,10,8,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
3,2023-06-16,9,1,22,6,13,11,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
4,2023-06-23,10,1,24,7,14,11,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
5,2023-06-30,11,1,28,7,15,16,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
6,2023-07-07,10,1.975,25,6,13,13,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
7,2023-07-14,8,1,24,5,12,2,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
8,2023-07-21,8,1,23,6,12,10,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
9,2023-07-28,8,1,22,5,11,6,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
10,2023-08-04,8,1,21,5,12,15,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
11,2023-08-11,7,0.975000000000001,22.025,4,10,4,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
12,2023-08-18,6,0,31.025,3,10,NA,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
13,2023-08-25,5,0,59.025,2,11,NA,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
14,2023-09-01,5,0,122.025,1,11,NA,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
15,2023-09-08,4,0,292.025,1,12,NA,2023-09-06,"REGISTRO","8 ou 10","srag","corte 3 semanas"
1,2023-05-30,43,22,79,35,52,45,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
2,2023-06-06,42,20.975,76,34,51,32,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
3,2023-06-13,45.5,21.975,76,37,54,57,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
4,2023-06-20,43,23,75,36,51,42,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
5,2023-06-27,43,22.975,72,35,51,38,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
6,2023-07-04,42.5,20,71,35,50,51,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
7,2023-07-11,40,18,67,33,47,39,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
8,2023-07-18,37,18,64,30.75,45,35,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
9,2023-07-25,33,15,60,27,39.25,38,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
10,2023-08-01,27,12,48,21,32,35,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
11,2023-08-08,18,6,40,14,24,10,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
12,2023-08-15,13,2,37,8,20,NA,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
13,2023-08-22,10,0,42,5,17,NA,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
14,2023-08-29,8,0,49.05,4,15,NA,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
15,2023-09-05,6,0,55.025,2,14,NA,2023-09-06,"RIBEIRÃO PRETO","8 ou 10","srag","corte 3 semanas"
1,2023-05-24,20,8,36,16,25,19,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
2,2023-05-31,17,8,31,14,21,24,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
3,2023-06-07,14,6,25,11,18,9,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
4,2023-06-14,12,5,21,9,15,12,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
5,2023-06-21,10,4,19,8,13,10,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
6,2023-06-28,9,3,18,7,12,9,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
7,2023-07-05,8,3,16,6,10.25,9,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
8,2023-07-12,7,2,15,5,10,8,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
9,2023-07-19,6,2,14,4,8,8,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
10,2023-07-26,5,1,12,4,7,8,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
11,2023-08-02,4,0,11,3,6,2,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
12,2023-08-09,4,0,11,2,6,NA,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
13,2023-08-16,3,0,12,1,5,NA,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
14,2023-08-23,2,0,13,1,5,NA,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
15,2023-08-30,2,0,17,1,4,NA,2023-09-06,"SÃO JOÃO DA BOA VISTA","8 ou 10","srag","corte 3 semanas"
1,2023-05-31,91,53,162.025,77,107,95,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
2,2023-06-07,88,50,147,74,103,74,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
3,2023-06-14,93,52.975,147.025,79,108,99,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
4,2023-06-21,94,53.975,144,80,109,105,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
5,2023-06-28,86,45,135,73,99,89,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
6,2023-07-05,77,41.975,128,67,90,81,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
7,2023-07-12,68,38,110,58,79,62,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
8,2023-07-19,63,35.975,100,54,73,60,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
9,2023-07-26,61,33,99.025,51,71,63,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
10,2023-08-02,54,27,91,45,65,77,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
11,2023-08-09,38,17,81.025,30,48,25,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
12,2023-08-16,29,6,83,18,42,NA,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
13,2023-08-23,23,2,81,11,38,NA,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
14,2023-08-30,18,0,79.025,7,34,NA,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
15,2023-09-06,15,0,101.3,4,31,NA,2023-09-06,"SÃO JOSÉ DO RIO PRETO","8 ou 10","srag","corte 3 semanas"
1,2023-05-27,47,28,70.025,40,54,51,2023-09-06,"SOROCABA","8 ou 10","srag","corte 3 semanas"
2,2023-06-03,41,27,60.025,36,48,34,2023-09-06,"SOROCABA","8 ou 10","srag","corte 3 semanas"
