"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2023-05-09,11,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2023-05-16,11,2,1496,1492,1503.025,1494,1498,"Estimado","ESTADO","srag"
"3",2023-05-23,11,3,1485,1480,1494,1483,1488,"Estimado","ESTADO","srag"
"4",2023-05-30,11,4,1393,1386.975,1402.025,1390,1396,"Estimado","ESTADO","srag"
"5",2023-06-06,11,5,1305,1296,1318,1302,1309,"Estimado","ESTADO","srag"
"6",2023-06-13,11,6,1181,1170,1197,1176,1186,"Estimado","ESTADO","srag"
"7",2023-06-20,11,7,1280,1261,1306,1273,1289,"Estimado","ESTADO","srag"
"8",2023-06-27,11,8,1192,1163,1227,1182,1204,"Estimado","ESTADO","srag"
"9",2023-07-04,11,9,1190,1139,1256.025,1172,1210,"Estimado","ESTADO","srag"
"10",2023-07-11,11,10,954,852.95,1086.025,914,993,"Estimado","ESTADO","srag"
"11",2023-07-18,11,11,915,662.975,1240,819,1019.25,"Estimado","ESTADO","srag"
"12",2023-07-18,11,11,915,662.975,1240,819,1019.25,"Previsto","ESTADO","srag"
"13",2023-07-25,11,12,869,489,1398.225,751,1009.25,"Previsto","ESTADO","srag"
"14",2023-05-09,11,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"15",2023-05-16,11,2,17,17,18,17,17,"Estimado","ARAÇATUBA","srag"
"16",2023-05-23,11,3,17,17,18,17,17,"Estimado","ARAÇATUBA","srag"
"17",2023-05-30,11,4,8,8,9,8,8,"Estimado","ARAÇATUBA","srag"
"18",2023-06-06,11,5,10,10,11,10,10,"Estimado","ARAÇATUBA","srag"
"19",2023-06-13,11,6,11,11,12,11,11,"Estimado","ARAÇATUBA","srag"
"20",2023-06-20,11,7,15,15,17,15,15,"Estimado","ARAÇATUBA","srag"
"21",2023-06-27,11,8,17,17,18,17,17,"Estimado","ARAÇATUBA","srag"
"22",2023-07-04,11,9,10,10,11,10,10,"Estimado","ARAÇATUBA","srag"
"23",2023-07-11,11,10,4,4,5,4,4,"Estimado","ARAÇATUBA","srag"
"24",2023-07-18,11,11,1,1,4,1,2,"Estimado","ARAÇATUBA","srag"
"25",2023-07-18,11,11,1,1,4,1,2,"Previsto","ARAÇATUBA","srag"
"26",2023-07-25,11,12,1,0,8.02499999999998,0,3,"Previsto","ARAÇATUBA","srag"
"27",2023-05-09,11,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"28",2023-05-16,11,2,21,21,23,21,21,"Estimado","ARARAQUARA","srag"
"29",2023-05-23,11,3,20,20,23,20,21,"Estimado","ARARAQUARA","srag"
"30",2023-05-30,11,4,11,10,15,10,12,"Estimado","ARARAQUARA","srag"
"31",2023-06-06,11,5,19,18,24,18,21,"Estimado","ARARAQUARA","srag"
"32",2023-06-13,11,6,15,13,20,14,16,"Estimado","ARARAQUARA","srag"
"33",2023-06-20,11,7,12,9,16.025,10,13,"Estimado","ARARAQUARA","srag"
"34",2023-06-27,11,8,15,12,21,14,17,"Estimado","ARARAQUARA","srag"
"35",2023-07-04,11,9,14,10,20,12,15,"Estimado","ARARAQUARA","srag"
"36",2023-07-11,11,10,10,6,19,8,12,"Estimado","ARARAQUARA","srag"
"37",2023-07-18,11,11,14,6,29.025,11,18,"Estimado","ARARAQUARA","srag"
"38",2023-07-18,11,11,14,6,29.025,11,18,"Previsto","ARARAQUARA","srag"
"39",2023-07-25,11,12,12,3,36.025,8,18,"Previsto","ARARAQUARA","srag"
"40",2023-05-09,11,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"41",2023-05-16,11,2,41,41,42,41,41,"Estimado","BAIXADA SANTISTA","srag"
"42",2023-05-23,11,3,49,49,51,49,49,"Estimado","BAIXADA SANTISTA","srag"
"43",2023-05-30,11,4,52,52,54,52,52,"Estimado","BAIXADA SANTISTA","srag"
"44",2023-06-06,11,5,60,60,63,60,61,"Estimado","BAIXADA SANTISTA","srag"
"45",2023-06-13,11,6,63,63,67,63,64,"Estimado","BAIXADA SANTISTA","srag"
"46",2023-06-20,11,7,59,58,63.025,58,60,"Estimado","BAIXADA SANTISTA","srag"
"47",2023-06-27,11,8,54,51,59,52,55,"Estimado","BAIXADA SANTISTA","srag"
"48",2023-07-04,11,9,41,36,49,39,43,"Estimado","BAIXADA SANTISTA","srag"
"49",2023-07-11,11,10,45,35,61.025,42,50,"Estimado","BAIXADA SANTISTA","srag"
"50",2023-07-18,11,11,42,22,73.025,34,50,"Estimado","BAIXADA SANTISTA","srag"
"51",2023-07-18,11,11,42,22,73.025,34,50,"Previsto","BAIXADA SANTISTA","srag"
"52",2023-07-25,11,12,39,14,93.025,28,53,"Previsto","BAIXADA SANTISTA","srag"
"53",2023-04-29,11,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"54",2023-05-06,11,2,5,5,6,5,5,"Estimado","BARRETOS","srag"
"55",2023-05-13,11,3,6,6,7,6,6,"Estimado","BARRETOS","srag"
"56",2023-05-20,11,4,1,1,2,1,1,"Estimado","BARRETOS","srag"
"57",2023-05-27,11,5,6,6,8,6,6,"Estimado","BARRETOS","srag"
"58",2023-06-03,11,6,6,6,8,6,6,"Estimado","BARRETOS","srag"
"59",2023-06-10,11,7,2,2,4,2,3,"Estimado","BARRETOS","srag"
"60",2023-06-17,11,8,5,5,7,5,6,"Estimado","BARRETOS","srag"
"61",2023-06-24,11,9,4,4,7,4,5,"Estimado","BARRETOS","srag"
"62",2023-07-01,11,10,3,2,6,2,3,"Estimado","BARRETOS","srag"
"63",2023-07-08,11,11,2,0,6,1,3,"Estimado","BARRETOS","srag"
"64",2023-07-08,11,11,2,0,6,1,3,"Previsto","BARRETOS","srag"
