"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2023-08-09,1012,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2023-08-16,935,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"3",2023-08-23,934,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"4",2023-08-30,937,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"5",2023-09-06,1015,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"6",2023-09-13,1088,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"7",2023-09-20,1081,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"8",2023-09-27,1254,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"9",2023-10-04,1300,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"10",2023-10-11,1458,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"11",2023-10-18,1434,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"12",2023-10-25,1209,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"13",2023-11-01,1117,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"14",2023-11-08,1005,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"15",2023-11-15,835,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"16",2023-11-22,717,2,727,719,741,724,730,"Estimado","ESTADO","srag"
"17",2023-11-29,711,3,721,713,736,718,725,"Estimado","ESTADO","srag"
"18",2023-12-06,711,4,727,718,741,723,732,"Estimado","ESTADO","srag"
"19",2023-12-13,540,5,557,547,569,554,561,"Estimado","ESTADO","srag"
"20",2023-12-20,486,6,503,493,517,499,507,"Estimado","ESTADO","srag"
"21",2023-12-27,546,7,564,552,579,560,568,"Estimado","ESTADO","srag"
"22",2024-01-03,430,8,463,449,479,458,469,"Estimado","ESTADO","srag"
"23",2024-01-10,422,9,486,463.975,511,478.75,495,"Estimado","ESTADO","srag"
"24",2024-01-17,448,10,559,519.975,606,544,574,"Estimado","ESTADO","srag"
"25",2024-01-24,330,11,546,443,684,507,588,"Estimado","ESTADO","srag"
"26",2024-01-24,330,11,546,443,684,507,588,"Previsto","ESTADO","srag"
