"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2024-03-20,1271,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2024-03-27,1572,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"3",2024-04-03,1608,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"4",2024-04-10,1667,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"5",2024-04-17,1540,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"6",2024-04-24,1471,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"7",2024-05-01,1278,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"8",2024-05-08,1263,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"9",2024-05-15,1164,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"10",2024-05-22,1169,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"11",2024-05-29,1304,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"12",2024-06-05,1395,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"13",2024-06-12,1390,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"14",2024-06-19,1168,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"15",2024-06-26,1232,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"16",2024-07-03,969,2,971,968,977,969,972,"Estimado","ESTADO","srag"
"17",2024-07-10,932,3,937,932,944,935,939,"Estimado","ESTADO","srag"
"18",2024-07-17,920,4,930,923,940,927,933,"Estimado","ESTADO","srag"
"19",2024-07-24,979,5,994,985,1006,991,998,"Estimado","ESTADO","srag"
"20",2024-07-31,1126,6,1156,1144,1171,1152,1161,"Estimado","ESTADO","srag"
"21",2024-08-07,1307,7,1355,1335,1376,1348,1362,"Estimado","ESTADO","srag"
"22",2024-08-14,1462,8,1564,1539.975,1594,1554,1573,"Estimado","ESTADO","srag"
"23",2024-08-21,1250,9,1411,1372,1458,1397,1427,"Estimado","ESTADO","srag"
"24",2024-08-28,1132,10,1386,1319,1476,1364,1415,"Estimado","ESTADO","srag"
"25",2024-09-04,699,11,1396,1158,1669.25,1310,1486,"Estimado","ESTADO","srag"
"26",2024-09-04,699,11,1396,1158,1669.25,1310,1486,"Previsto","ESTADO","srag"
"27",2024-09-11,NA,12,1418.5,990,2147,1246.25,1644,"Previsto","ESTADO","srag"
"28",2024-03-27,23,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"29",2024-04-03,25,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"30",2024-04-10,19,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"31",2024-04-17,48,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"32",2024-04-24,29,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"33",2024-05-01,34,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"34",2024-05-08,30,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"35",2024-05-15,22,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"36",2024-05-22,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"37",2024-05-29,16,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"38",2024-06-05,17,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"39",2024-06-12,15,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"40",2024-06-19,16,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"41",2024-06-26,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"42",2024-07-03,14,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"43",2024-07-10,10,2,10,10,10,10,10,"Estimado","ARAÇATUBA","srag"
"44",2024-07-17,7,3,7,7,8,7,7,"Estimado","ARAÇATUBA","srag"
"45",2024-07-24,14,4,14,14,15,14,14,"Estimado","ARAÇATUBA","srag"
"46",2024-07-31,15,5,15,15,17,15,15,"Estimado","ARAÇATUBA","srag"
"47",2024-08-07,17,6,17,17,19,17,17,"Estimado","ARAÇATUBA","srag"
"48",2024-08-14,27,7,27,27,30,27,27,"Estimado","ARAÇATUBA","srag"
"49",2024-08-21,22,8,22,22,26.025,22,23,"Estimado","ARAÇATUBA","srag"
"50",2024-08-28,25,9,26,25,30,25,27,"Estimado","ARAÇATUBA","srag"
"51",2024-09-04,11,10,13,11,17,12,14,"Estimado","ARAÇATUBA","srag"
"52",2024-09-11,1,11,6,1,17,4,9,"Estimado","ARAÇATUBA","srag"
"53",2024-09-11,1,11,6,1,17,4,9,"Previsto","ARAÇATUBA","srag"
"54",2024-09-18,NA,12,4,0,21,2,8,"Previsto","ARAÇATUBA","srag"
"55",2024-03-20,14,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"56",2024-03-27,18,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"57",2024-04-03,27,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"58",2024-04-10,20,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"59",2024-04-17,17,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"60",2024-04-24,19,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"61",2024-05-01,11,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"62",2024-05-08,11,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"63",2024-05-15,15,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"64",2024-05-22,10,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"65",2024-05-29,14,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"66",2024-06-05,16,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"67",2024-06-12,19,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"68",2024-06-19,19,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"69",2024-06-26,10,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"70",2024-07-03,12,2,12,12,13,12,12,"Estimado","ARARAQUARA","srag"
"71",2024-07-10,8,3,8,8,10,8,8,"Estimado","ARARAQUARA","srag"
"72",2024-07-17,12,4,12,12,14,12,12,"Estimado","ARARAQUARA","srag"
"73",2024-07-24,8,5,8,8,11,8,9,"Estimado","ARARAQUARA","srag"
"74",2024-07-31,7,6,7,7,11,7,8,"Estimado","ARARAQUARA","srag"
"75",2024-08-07,20,7,21,20,26.025,20,23,"Estimado","ARARAQUARA","srag"
"76",2024-08-14,26,8,29,26,37,28,31,"Estimado","ARARAQUARA","srag"
"77",2024-08-21,30,9,37,31.975,49,35,40,"Estimado","ARARAQUARA","srag"
"78",2024-08-28,22,10,35,26.975,55,32,41,"Estimado","ARARAQUARA","srag"
"79",2024-09-04,13,11,34,13,86.025,25,46,"Estimado","ARARAQUARA","srag"
"80",2024-09-04,13,11,34,13,86.025,25,46,"Previsto","ARARAQUARA","srag"
"81",2024-09-11,NA,12,41,6,142.125,25,62,"Previsto","ARARAQUARA","srag"
"82",2024-03-20,37,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"83",2024-03-27,46,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"84",2024-04-03,51,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"85",2024-04-10,55,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
