"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2023-04-04,11,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2023-04-11,11,2,1519,1509,1534,1515,1523,"Estimado","ESTADO","srag"
"3",2023-04-18,11,3,1434,1420,1454,1429,1440,"Estimado","ESTADO","srag"
"4",2023-04-25,11,4,1366,1349.975,1386.025,1359,1373,"Estimado","ESTADO","srag"
"5",2023-05-02,11,5,1414,1394,1441,1406,1423,"Estimado","ESTADO","srag"
"6",2023-05-09,11,6,1466.5,1439,1500.025,1457,1478,"Estimado","ESTADO","srag"
"7",2023-05-16,11,7,1547,1509,1589,1534,1561,"Estimado","ESTADO","srag"
"8",2023-05-23,11,8,1539,1495.975,1601.025,1523,1558,"Estimado","ESTADO","srag"
"9",2023-05-30,11,9,1428.5,1361,1517.075,1402,1455,"Estimado","ESTADO","srag"
"10",2023-06-06,11,10,1402,1276.975,1558.025,1358,1449,"Estimado","ESTADO","srag"
"11",2023-06-13,11,11,1248.5,917.85,1688.1,1126,1386,"Estimado","ESTADO","srag"
"12",2023-06-13,11,11,1248.5,917.85,1688.1,1126,1386,"Previsto","ESTADO","srag"
"13",2023-06-20,11,12,1192,647.9,1936.2,985.75,1401,"Previsto","ESTADO","srag"
"14",2023-04-04,11,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"15",2023-04-11,11,2,25,25,26,25,25,"Estimado","ARAÇATUBA","srag"
"16",2023-04-18,11,3,23,23,24,23,23,"Estimado","ARAÇATUBA","srag"
"17",2023-04-25,11,4,20,20,21,20,20,"Estimado","ARAÇATUBA","srag"
"18",2023-05-02,11,5,20,20,22,20,20,"Estimado","ARAÇATUBA","srag"
"19",2023-05-09,11,6,17,17,18,17,17,"Estimado","ARAÇATUBA","srag"
"20",2023-05-16,11,7,17,17,18,17,17,"Estimado","ARAÇATUBA","srag"
"21",2023-05-23,11,8,17,17,19,17,17,"Estimado","ARAÇATUBA","srag"
"22",2023-05-30,11,9,8,8,10,8,9,"Estimado","ARAÇATUBA","srag"
"23",2023-06-06,11,10,10,10,12,10,11,"Estimado","ARAÇATUBA","srag"
"24",2023-06-13,11,11,2,1,5,1,3,"Estimado","ARAÇATUBA","srag"
"25",2023-06-13,11,11,2,1,5,1,3,"Previsto","ARAÇATUBA","srag"
"26",2023-06-20,11,12,4,0,11,2,6,"Previsto","ARAÇATUBA","srag"
