"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2023-12-06,717,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2023-12-13,549,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"3",2023-12-20,502,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"4",2023-12-27,578,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"5",2024-01-03,466,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"6",2024-01-10,480,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"7",2024-01-17,570,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"8",2024-01-24,736,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"9",2024-01-31,949,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"10",2024-02-07,1156,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"11",2024-02-14,1359,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"12",2024-02-21,1306,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"13",2024-02-28,1138,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"14",2024-03-06,1192,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"15",2024-03-13,1101,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"16",2024-03-20,1145,2,1148,1145,1155,1147,1150,"Estimado","ESTADO","srag"
"17",2024-03-27,1415,3,1420,1414.975,1430,1418,1423,"Estimado","ESTADO","srag"
"18",2024-04-03,1463,4,1476,1467,1488.025,1472,1479,"Estimado","ESTADO","srag"
"19",2024-04-10,1500,5,1521,1510,1535.025,1517,1526,"Estimado","ESTADO","srag"
"20",2024-04-17,1346,6,1374,1361,1391,1369,1379,"Estimado","ESTADO","srag"
"21",2024-04-24,1241,7,1288,1271,1309,1282,1295,"Estimado","ESTADO","srag"
