"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2023-12-16,549,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2023-12-23,504,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"3",2023-12-30,579,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"4",2024-01-06,467,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"5",2024-01-13,481,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"6",2024-01-20,569,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"7",2024-01-27,738,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"8",2024-02-03,954,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"9",2024-02-10,1159,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"10",2024-02-17,1361,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"11",2024-02-24,1306,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"12",2024-03-02,1138,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"13",2024-03-09,1192,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"14",2024-03-16,1101,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"15",2024-03-23,1146,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"16",2024-03-30,1418,2,1421,1418,1429,1420,1423,"Estimado","ESTADO","srag"
"17",2024-04-06,1463,3,1472,1466,1482,1469,1475,"Estimado","ESTADO","srag"
"18",2024-04-13,1506,4,1520,1512,1532.025,1517,1524,"Estimado","ESTADO","srag"
"19",2024-04-20,1355,5,1376,1365.975,1389,1372,1380,"Estimado","ESTADO","srag"
"20",2024-04-27,1270,6,1304,1291,1319,1299,1308,"Estimado","ESTADO","srag"
"21",2024-05-04,1115,7,1172,1155,1193,1165.75,1179,"Estimado","ESTADO","srag"
"22",2024-05-11,1074,8,1173,1149.975,1200.025,1164,1183,"Estimado","ESTADO","srag"
"23",2024-05-18,915,9,1085.5,1047.975,1128,1071,1098,"Estimado","ESTADO","srag"
"24",2024-05-25,695,10,1038,971,1120.05,1016,1064,"Estimado","ESTADO","srag"
"25",2024-06-01,156,11,899,734,1114,839,965.25,"Estimado","ESTADO","srag"
"26",2024-06-01,156,11,899,734,1114,839,965.25,"Previsto","ESTADO","srag"
"27",2024-06-08,NA,12,842,603.85,1172.025,748,938,"Previsto","ESTADO","srag"
"28",2023-12-16,9,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"29",2023-12-23,4,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"30",2023-12-30,5,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"31",2024-01-06,6,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"32",2024-01-13,4,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"33",2024-01-20,9,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"34",2024-01-27,11,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
