"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2023-08-23,936,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2023-08-30,937,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"3",2023-09-06,1015,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"4",2023-09-13,1088,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"5",2023-09-20,1082,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"6",2023-09-27,1256,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"7",2023-10-04,1296,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"8",2023-10-11,1457,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"9",2023-10-18,1434,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"10",2023-10-25,1210,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"11",2023-11-01,1121,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"12",2023-11-08,1004,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"13",2023-11-15,834,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"14",2023-11-22,720,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"15",2023-11-29,713,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"16",2023-12-06,712,2,714,712,720,713,716,"Estimado","ESTADO","srag"
"17",2023-12-13,540,3,544,541,551,542,546,"Estimado","ESTADO","srag"
"18",2023-12-20,487,4,494,489,502,492,497,"Estimado","ESTADO","srag"
"19",2023-12-27,563,5,572,566,581,569,575,"Estimado","ESTADO","srag"
"20",2024-01-03,446,6,456,449,466,453,459,"Estimado","ESTADO","srag"
"21",2024-01-10,452,7,476,464,489,471,479,"Estimado","ESTADO","srag"
"22",2024-01-17,536,8,565,549,585,560,571,"Estimado","ESTADO","srag"
"23",2024-01-24,581,9,653,628,683,644,663,"Estimado","ESTADO","srag"
"24",2024-01-31,624,10,756,699,817.025,736,774,"Estimado","ESTADO","srag"
"25",2024-02-07,463,11,915,736.95,1155.15,848,991,"Estimado","ESTADO","srag"
"26",2024-02-07,463,11,915,736.95,1155.15,848,991,"Previsto","ESTADO","srag"
"27",2024-02-14,NA,12,1075,735.975,1638.25,925,1217,"Previsto","ESTADO","srag"
"28",2023-08-23,10,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"29",2023-08-30,18,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"30",2023-09-06,9,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"31",2023-09-13,24,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"32",2023-09-20,15,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"33",2023-09-27,17,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"34",2023-10-04,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"35",2023-10-11,21,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"36",2023-10-18,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"37",2023-10-25,15,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"38",2023-11-01,14,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"39",2023-11-08,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"40",2023-11-15,7,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"41",2023-11-22,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"42",2023-11-29,8,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"43",2023-12-06,11,2,11,11,12,11,11,"Estimado","ARAÇATUBA","srag"
"44",2023-12-13,9,3,9,9,10.025,9,9,"Estimado","ARAÇATUBA","srag"
"45",2023-12-20,4,4,4,4,6,4,4,"Estimado","ARAÇATUBA","srag"
"46",2023-12-27,5,5,5,5,7,5,5,"Estimado","ARAÇATUBA","srag"
"47",2024-01-03,6,6,6,6,8,6,6,"Estimado","ARAÇATUBA","srag"
"48",2024-01-10,4,7,4,4,6,4,4,"Estimado","ARAÇATUBA","srag"
"49",2024-01-17,9,8,9,9,12,9,10,"Estimado","ARAÇATUBA","srag"
"50",2024-01-24,10,9,10,9,14,9,11,"Estimado","ARAÇATUBA","srag"
"51",2024-01-31,17,10,16,14,22,15,17,"Estimado","ARAÇATUBA","srag"
"52",2024-02-07,17,11,18,10,33.025,15,22,"Estimado","ARAÇATUBA","srag"
"53",2024-02-07,17,11,18,10,33.025,15,22,"Previsto","ARAÇATUBA","srag"
"54",2024-02-14,NA,12,23,7,78.025,15,34,"Previsto","ARAÇATUBA","srag"
"55",2023-08-30,9,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"56",2023-09-06,11,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"57",2023-09-13,15,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"58",2023-09-20,13,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"59",2023-09-27,17,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"60",2023-10-04,10,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"61",2023-10-11,18,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"62",2023-10-18,16,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"63",2023-10-25,10,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"64",2023-11-01,8,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"65",2023-11-08,8,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"66",2023-11-15,6,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"67",2023-11-22,5,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"68",2023-11-29,7,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"69",2023-12-06,12,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"70",2023-12-13,2,2,2,2,3,2,2,"Estimado","ARARAQUARA","srag"
"71",2023-12-20,2,3,2,2,3,2,2,"Estimado","ARARAQUARA","srag"
"72",2023-12-27,6,4,6,6,7.02499999999998,6,6,"Estimado","ARARAQUARA","srag"
"73",2024-01-03,5,5,5,5,7,5,5,"Estimado","ARARAQUARA","srag"
"74",2024-01-10,4,6,4,4,6,4,4,"Estimado","ARARAQUARA","srag"
"75",2024-01-17,8,7,8,8,11,8,8,"Estimado","ARARAQUARA","srag"
"76",2024-01-24,8,8,8,8,12,8,9,"Estimado","ARARAQUARA","srag"
"77",2024-01-31,7,9,8,7,13,7,9,"Estimado","ARARAQUARA","srag"
"78",2024-02-07,14,10,16,14,24.025,15,18,"Estimado","ARARAQUARA","srag"
"79",2024-02-14,2,11,10,3,36,7,15,"Estimado","ARARAQUARA","srag"
"80",2024-02-14,2,11,10,3,36,7,15,"Previsto","ARARAQUARA","srag"
"81",2024-02-21,NA,12,14,1,106.05,7,26,"Previsto","ARARAQUARA","srag"
"82",2023-08-30,33,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"83",2023-09-06,42,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"84",2023-09-13,32,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"85",2023-09-20,36,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"86",2023-09-27,70,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"87",2023-10-04,59,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"88",2023-10-11,69,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"89",2023-10-18,46,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"90",2023-10-25,47,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"91",2023-11-01,44,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"92",2023-11-08,37,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"93",2023-11-15,41,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"94",2023-11-22,35,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"95",2023-11-29,39,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"96",2023-12-06,31,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"97",2023-12-13,36,2,36,36,37,36,36,"Estimado","BAIXADA SANTISTA","srag"
"98",2023-12-20,24,3,24,24,26,24,24,"Estimado","BAIXADA SANTISTA","srag"
"99",2023-12-27,24,4,24,24,26,24,25,"Estimado","BAIXADA SANTISTA","srag"
"100",2024-01-03,22,5,22,22,25,22,23,"Estimado","BAIXADA SANTISTA","srag"
"101",2024-01-10,22,6,22,22,25,22,23,"Estimado","BAIXADA SANTISTA","srag"
"102",2024-01-17,19,7,20,19,23,19,20,"Estimado","BAIXADA SANTISTA","srag"
"103",2024-01-24,31,8,32,31,37,32,33,"Estimado","BAIXADA SANTISTA","srag"
"104",2024-01-31,27,9,29,27,34,28,31,"Estimado","BAIXADA SANTISTA","srag"
"105",2024-02-07,4,10,10,5,19.025,8,12,"Estimado","BAIXADA SANTISTA","srag"
"106",2024-02-14,1,11,11,2,28,7,16,"Estimado","BAIXADA SANTISTA","srag"
"107",2024-02-14,1,11,11,2,28,7,16,"Previsto","BAIXADA SANTISTA","srag"
"108",2024-02-21,NA,12,9,0,37,4,15,"Previsto","BAIXADA SANTISTA","srag"
"109",2023-08-23,8,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"110",2023-08-30,7,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"111",2023-09-06,4,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"112",2023-09-13,2,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"113",2023-09-20,8,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"114",2023-09-27,3,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"115",2023-10-04,6,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"116",2023-10-11,1,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"117",2023-10-18,9,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"118",2023-10-25,3,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"119",2023-11-01,2,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"120",2023-11-08,1,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"121",2023-11-15,3,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"122",2023-11-22,1,NA,NA,NA,NA,NA,NA,"Estimado","BARRETOS","srag"
"123",2023-11-29,1,1,1,1,2,1,1,"Estimado","BARRETOS","srag"
"124",2023-12-06,2,2,2,2,5,2,2,"Estimado","BARRETOS","srag"
"125",2023-12-13,2,3,2,2,5,2,2,"Estimado","BARRETOS","srag"
"126",2023-12-27,2,4,2,2,8,2,3,"Estimado","BARRETOS","srag"
"127",2024-01-03,1,5,1,1,10,1,2,"Estimado","BARRETOS","srag"
"128",2024-01-10,4,6,5,4,15,4,6,"Estimado","BARRETOS","srag"
"129",2024-01-17,7,7,8,7,23,7,10,"Estimado","BARRETOS","srag"
"130",2024-01-24,5,8,7,5,27,6,9,"Estimado","BARRETOS","srag"
"131",2024-01-31,6,9,10,6,37,8,13,"Estimado","BARRETOS","srag"
"132",2024-02-07,5,10,14,5,57,10,20,"Estimado","BARRETOS","srag"
"133",2024-02-07,5,10,14,5,57,10,20,"Previsto","BARRETOS","srag"
"134",2024-02-14,NA,11,19,4,105.075,12,30,"Previsto","BARRETOS","srag"
"135",2023-08-23,40,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"136",2023-08-30,43,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"137",2023-09-06,44,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"138",2023-09-13,52,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"139",2023-09-20,44,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"140",2023-09-27,36,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"141",2023-10-04,41,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"142",2023-10-11,45,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"143",2023-10-18,62,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"144",2023-10-25,39,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"145",2023-11-01,44,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"146",2023-11-08,39,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"147",2023-11-15,35,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"148",2023-11-22,30,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"149",2023-11-29,25,NA,NA,NA,NA,NA,NA,"Estimado","BAURU","srag"
"150",2023-12-06,25,2,25,25,26,25,25,"Estimado","BAURU","srag"
"151",2023-12-13,21,3,21,21,23,21,21,"Estimado","BAURU","srag"
"152",2023-12-20,26,4,26,26,28,26,26,"Estimado","BAURU","srag"
"153",2023-12-27,22,5,22,22,24,22,23,"Estimado","BAURU","srag"
"154",2024-01-03,15,6,15,15,18,15,16,"Estimado","BAURU","srag"
"155",2024-01-10,12,7,13,12,15,12,13,"Estimado","BAURU","srag"
"156",2024-01-17,18,8,19,18,22,18,20,"Estimado","BAURU","srag"
