"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2023-11-10,1002,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2023-11-17,835,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"3",2023-11-24,725,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"4",2023-12-01,710,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"5",2023-12-08,712,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"6",2023-12-15,546,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"7",2023-12-22,494,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"8",2023-12-29,568,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"9",2024-01-05,454,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"10",2024-01-12,469,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"11",2024-01-19,560,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"12",2024-01-26,719,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"13",2024-02-02,932,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"14",2024-02-09,1136,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"15",2024-02-16,1341,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"16",2024-02-23,1285,2,1288,1285,1294.025,1287,1290,"Estimado","ESTADO","srag"
"17",2024-03-01,1107,3,1114,1109,1122,1112,1117,"Estimado","ESTADO","srag"
"18",2024-03-08,1173,4,1186,1178,1197,1183,1189,"Estimado","ESTADO","srag"
"19",2024-03-15,1086,5,1106,1095.975,1118,1102,1110,"Estimado","ESTADO","srag"
"20",2024-03-22,1114,6,1146,1134,1161,1142,1151,"Estimado","ESTADO","srag"
"21",2024-03-29,1345,7,1399,1383,1422,1393,1406,"Estimado","ESTADO","srag"
"22",2024-04-05,1288,8,1388.5,1359,1422,1378,1399,"Estimado","ESTADO","srag"
"23",2024-04-12,1204,9,1394,1349,1454.025,1376,1414,"Estimado","ESTADO","srag"
"24",2024-04-19,788,10,1155,1067.975,1277.025,1123,1190,"Estimado","ESTADO","srag"
"25",2024-04-26,95,11,823,575.975,1192.05,722.75,945,"Estimado","ESTADO","srag"
"26",2024-04-26,95,11,823,575.975,1192.05,722.75,945,"Previsto","ESTADO","srag"
"27",2024-05-03,NA,12,771,384.925,1334.025,605,961,"Previsto","ESTADO","srag"
"28",2023-11-10,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"29",2023-11-17,7,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"30",2023-11-24,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"31",2023-12-01,8,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
