"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2023-08-23,11,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2023-08-30,11,2,898,895,905,896,900,"Estimado","ESTADO","srag"
"3",2023-09-06,11,3,961,957,969,959,963,"Estimado","ESTADO","srag"
"4",2023-09-13,11,4,1026,1020,1036,1023,1029,"Estimado","ESTADO","srag"
"5",2023-09-20,11,5,1121,1113,1134,1118,1125,"Estimado","ESTADO","srag"
"6",2023-09-27,11,6,1097,1086,1113,1093,1101,"Estimado","ESTADO","srag"
"7",2023-10-04,11,7,1239,1220,1261,1232,1246,"Estimado","ESTADO","srag"
"8",2023-10-11,11,8,1348,1319.975,1380,1338,1357,"Estimado","ESTADO","srag"
"9",2023-10-18,11,9,1418,1371.975,1474.025,1402,1436,"Estimado","ESTADO","srag"
"10",2023-10-25,11,10,1252,1153,1370,1215,1291,"Estimado","ESTADO","srag"
"11",2023-11-01,11,11,949,690,1348,843,1079,"Estimado","ESTADO","srag"
"12",2023-11-01,11,11,949,690,1348,843,1079,"Previsto","ESTADO","srag"
"13",2023-11-08,11,12,894,438.975,1579,704.75,1122.25,"Previsto","ESTADO","srag"
"14",2023-08-23,11,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"15",2023-08-30,11,2,8,8,9,8,8,"Estimado","ARAÇATUBA","srag"
"16",2023-09-06,11,3,21,21,23,21,21,"Estimado","ARAÇATUBA","srag"
"17",2023-09-13,11,4,9,9,11,9,9,"Estimado","ARAÇATUBA","srag"
"18",2023-09-20,11,5,22,22,24,22,22,"Estimado","ARAÇATUBA","srag"
"19",2023-09-27,11,6,9,9,12,9,9,"Estimado","ARAÇATUBA","srag"
"20",2023-10-04,11,7,19,19,21,19,19,"Estimado","ARAÇATUBA","srag"
"21",2023-10-11,11,8,13,13,15.025,13,13,"Estimado","ARAÇATUBA","srag"
"22",2023-10-18,11,9,15,15,18,15,16,"Estimado","ARAÇATUBA","srag"
"23",2023-10-25,11,10,14,13,18,13,15,"Estimado","ARAÇATUBA","srag"
"24",2023-11-01,11,11,9,6,17,8,11,"Estimado","ARAÇATUBA","srag"
"25",2023-11-01,11,11,9,6,17,8,11,"Previsto","ARAÇATUBA","srag"
"26",2023-11-08,11,12,11,2,32,7,16,"Previsto","ARAÇATUBA","srag"
"27",2023-08-23,11,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"28",2023-08-30,11,2,7,7,8,7,7,"Estimado","ARARAQUARA","srag"
"29",2023-09-06,11,3,10,10,12,10,10,"Estimado","ARARAQUARA","srag"
