"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2023-07-21,11,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2023-07-28,11,2,915,915,918.025,915,916,"Estimado","ESTADO","srag"
"3",2023-08-04,11,3,978,977,983,977,979,"Estimado","ESTADO","srag"
"4",2023-08-11,11,4,997,994,1004,996,999,"Estimado","ESTADO","srag"
"5",2023-08-18,11,5,930,925,938,928,932,"Estimado","ESTADO","srag"
"6",2023-08-25,11,6,919,911,928,916,922,"Estimado","ESTADO","srag"
"7",2023-09-01,11,7,911,901,924,907,915,"Estimado","ESTADO","srag"
"8",2023-09-08,11,8,1003,986,1022.025,997,1009,"Estimado","ESTADO","srag"
"9",2023-09-15,11,9,1069,1038,1105,1058,1082,"Estimado","ESTADO","srag"
"10",2023-09-22,11,10,1098,1018,1195.05,1072,1130,"Estimado","ESTADO","srag"
"11",2023-09-29,11,11,1023,802.975,1291.05,941.75,1110,"Estimado","ESTADO","srag"
"12",2023-09-29,11,11,1023,802.975,1291.05,941.75,1110,"Previsto","ESTADO","srag"
"13",2023-10-06,11,12,1036.5,653.875,1505.275,923.5,1184.25,"Previsto","ESTADO","srag"
"14",2023-07-21,11,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"15",2023-07-28,11,2,11,11,13,11,11,"Estimado","ARAÇATUBA","srag"
"16",2023-08-04,11,3,15,15,17,15,15,"Estimado","ARAÇATUBA","srag"
"17",2023-08-11,11,4,14,14,18,14,15,"Estimado","ARAÇATUBA","srag"
"18",2023-08-18,11,5,15,15,19,15,16,"Estimado","ARAÇATUBA","srag"
"19",2023-08-25,11,6,10,10,14,10,11,"Estimado","ARAÇATUBA","srag"
"20",2023-09-01,11,7,18,18,22,18,19,"Estimado","ARAÇATUBA","srag"
"21",2023-09-08,11,8,9,9,13.025,9,10,"Estimado","ARAÇATUBA","srag"
"22",2023-09-15,11,9,24,23,28,23,25,"Estimado","ARAÇATUBA","srag"
"23",2023-09-22,11,10,14,12,20,13,16,"Estimado","ARAÇATUBA","srag"
"24",2023-09-29,11,11,10,2,28,6,14,"Estimado","ARAÇATUBA","srag"
"25",2023-09-29,11,11,10,2,28,6,14,"Previsto","ARAÇATUBA","srag"
"26",2023-10-06,11,12,13,2,39.025,8,18,"Previsto","ARAÇATUBA","srag"
"27",2023-07-20,11,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
