"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2024-02-29,1363,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2024-03-07,1434,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"3",2024-03-14,1316,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"4",2024-03-21,1391,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"5",2024-03-28,1724,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"6",2024-04-04,1773,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"7",2024-04-11,1793,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"8",2024-04-18,1687,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"9",2024-04-25,1594,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"10",2024-05-02,1399,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"11",2024-05-09,1372,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"12",2024-05-16,1277,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"13",2024-05-23,1287,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"14",2024-05-30,1442,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"15",2024-06-06,1507,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"16",2024-06-13,1457,2,1464,1458,1472,1461,1466,"Estimado","ESTADO","srag"
"17",2024-06-20,1262,3,1280,1270,1293.025,1276,1284,"Estimado","ESTADO","srag"
"18",2024-06-27,1304,4,1331,1318,1349,1326,1336,"Estimado","ESTADO","srag"
"19",2024-07-04,1026,5,1064,1049,1083,1058,1070,"Estimado","ESTADO","srag"
"20",2024-07-11,973,6,1024,1006,1046,1018,1031,"Estimado","ESTADO","srag"
"21",2024-07-18,971,7,1049,1028,1075.025,1042,1057,"Estimado","ESTADO","srag"
"22",2024-07-25,1036,8,1142,1116,1174,1132,1151.25,"Estimado","ESTADO","srag"
"23",2024-08-01,1170,9,1360,1313.975,1411,1344,1376,"Estimado","ESTADO","srag"
"24",2024-08-08,1258,10,1670,1573.975,1784.025,1638.75,1705,"Estimado","ESTADO","srag"
"25",2024-08-15,984,11,2148,1797.975,2596.05,2022.75,2282,"Estimado","ESTADO","srag"
"26",2024-08-15,984,11,2148,1797.975,2596.05,2022.75,2282,"Previsto","ESTADO","srag"
"27",2024-08-22,NA,12,2757,1916.85,4084.425,2428,3159.5,"Previsto","ESTADO","srag"
"28",2024-03-07,14,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"29",2024-03-14,19,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"30",2024-03-21,15,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"31",2024-03-28,23,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"32",2024-04-04,26,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"33",2024-04-11,19,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"34",2024-04-18,48,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"35",2024-04-25,30,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"36",2024-05-02,36,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"37",2024-05-09,31,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"38",2024-05-16,23,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"39",2024-05-23,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"40",2024-05-30,16,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"41",2024-06-06,18,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"42",2024-06-13,15,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"43",2024-06-20,16,2,16,16,18,16,16,"Estimado","ARAÇATUBA","srag"
"44",2024-06-27,14,3,14,14,16,14,14,"Estimado","ARAÇATUBA","srag"
"45",2024-07-04,15,4,15,15,18,15,16,"Estimado","ARAÇATUBA","srag"
"46",2024-07-11,10,5,10,10,13,10,11,"Estimado","ARAÇATUBA","srag"
"47",2024-07-18,7,6,7,7,10,7,8,"Estimado","ARAÇATUBA","srag"
"48",2024-07-25,14,7,14,14,17,14,15,"Estimado","ARAÇATUBA","srag"
"49",2024-08-01,14,8,14,14,18,14,15,"Estimado","ARAÇATUBA","srag"
"50",2024-08-08,17,9,18,17,23,17,19,"Estimado","ARAÇATUBA","srag"
"51",2024-08-15,22,10,26,22,32,24,27,"Estimado","ARAÇATUBA","srag"
"52",2024-08-22,4,11,20,9.975,37,16,25,"Estimado","ARAÇATUBA","srag"
"53",2024-08-22,4,11,20,9.975,37,16,25,"Previsto","ARAÇATUBA","srag"
"54",2024-08-29,NA,12,24,8,64,18,33,"Previsto","ARAÇATUBA","srag"
"55",2024-02-28,31,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"56",2024-03-06,21,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"57",2024-03-13,21,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"58",2024-03-20,15,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"59",2024-03-27,19,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"60",2024-04-03,28,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"61",2024-04-10,21,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"62",2024-04-17,17,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"63",2024-04-24,20,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"64",2024-05-01,11,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"65",2024-05-08,12,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"66",2024-05-15,15,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"67",2024-05-22,10,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"68",2024-05-29,14,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"69",2024-06-05,17,NA,NA,NA,NA,NA,NA,"Estimado","ARARAQUARA","srag"
"70",2024-06-12,20,2,20,20,21,20,20,"Estimado","ARARAQUARA","srag"
"71",2024-06-19,19,3,19,19,20,19,19,"Estimado","ARARAQUARA","srag"
"72",2024-06-26,10,4,10,10,11,10,10,"Estimado","ARARAQUARA","srag"
"73",2024-07-03,13,5,13,13,14,13,13,"Estimado","ARARAQUARA","srag"
"74",2024-07-10,8,6,8,8,10,8,8,"Estimado","ARARAQUARA","srag"
"75",2024-07-17,12,7,12,12,14,12,12,"Estimado","ARARAQUARA","srag"
"76",2024-07-24,7,8,7,7,10,7,8,"Estimado","ARARAQUARA","srag"
"77",2024-07-31,5,9,6,5,9,5,7,"Estimado","ARARAQUARA","srag"
"78",2024-08-07,12,10,12,10,18,11,14,"Estimado","ARARAQUARA","srag"
"79",2024-08-14,14,11,16,8,39.025,12,20,"Estimado","ARARAQUARA","srag"
"80",2024-08-14,14,11,16,8,39.025,12,20,"Previsto","ARARAQUARA","srag"
"81",2024-08-21,NA,12,13,2,78.05,8,23,"Previsto","ARARAQUARA","srag"
"82",2024-03-06,69,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"83",2024-03-13,41,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"84",2024-03-20,39,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"85",2024-03-27,52,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"86",2024-04-03,55,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"87",2024-04-10,61,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"88",2024-04-17,47,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"89",2024-04-24,43,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"90",2024-05-01,42,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"91",2024-05-08,30,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"92",2024-05-15,34,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"93",2024-05-22,27,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"94",2024-05-29,41,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"95",2024-06-05,48,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"96",2024-06-12,40,NA,NA,NA,NA,NA,NA,"Estimado","BAIXADA SANTISTA","srag"
"97",2024-06-19,27,2,27,27,30,27,28,"Estimado","BAIXADA SANTISTA","srag"
