"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2024-03-28,1735,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2024-04-04,1781,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"3",2024-04-11,1799,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"4",2024-04-18,1689,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"5",2024-04-25,1599,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"6",2024-05-02,1401,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"7",2024-05-09,1384,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"8",2024-05-16,1279,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"9",2024-05-23,1291,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"10",2024-05-30,1445,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"11",2024-06-06,1529,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"12",2024-06-13,1501,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"13",2024-06-20,1268,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"14",2024-06-27,1319,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"15",2024-07-04,1035,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"16",2024-07-11,1001,2,1000,998,1006,999,1002,"Estimado","ESTADO","srag"
"17",2024-07-18,998,3,1000,996,1008.025,998,1003,"Estimado","ESTADO","srag"
"18",2024-07-25,1075,4,1082,1075.975,1094,1079,1085,"Estimado","ESTADO","srag"
"19",2024-08-01,1266,5,1282,1272,1296,1278,1286,"Estimado","ESTADO","srag"
"20",2024-08-08,1483,6,1511,1495.975,1532,1505,1517,"Estimado","ESTADO","srag"
"21",2024-08-15,1600,7,1665,1644,1690.025,1657,1673,"Estimado","ESTADO","srag"
"22",2024-08-22,1381,8,1469,1444.975,1501,1461,1480,"Estimado","ESTADO","srag"
"23",2024-08-29,1344,9,1493,1455.975,1536.025,1479,1506,"Estimado","ESTADO","srag"
"24",2024-09-05,1145,10,1416,1349,1489,1393,1441,"Estimado","ESTADO","srag"
"25",2024-09-12,667,11,1290.5,1098.975,1522.25,1224,1370,"Estimado","ESTADO","srag"
"26",2024-09-12,667,11,1290.5,1098.975,1522.25,1224,1370,"Previsto","ESTADO","srag"
"27",2024-09-19,NA,12,1251,893,1738.175,1120.5,1379,"Previsto","ESTADO","srag"
"28",2024-03-27,23,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"29",2024-04-03,26,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"30",2024-04-10,19,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"31",2024-04-17,48,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"32",2024-04-24,30,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"33",2024-05-01,36,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"34",2024-05-08,31,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
