"","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus"
"1",2024-03-14,1318,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"2",2024-03-21,1397,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"3",2024-03-28,1732,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"4",2024-04-04,1780,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"5",2024-04-11,1799,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"6",2024-04-18,1688,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"7",2024-04-25,1598,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"8",2024-05-02,1400,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"9",2024-05-09,1378,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"10",2024-05-16,1276,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"11",2024-05-23,1290,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"12",2024-05-30,1444,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"13",2024-06-06,1522,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"14",2024-06-13,1485,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"15",2024-06-20,1264,NA,NA,NA,NA,NA,NA,"Estimado","ESTADO","srag"
"16",2024-06-27,1315,2,1316,1313,1323.025,1315,1318,"Estimado","ESTADO","srag"
"17",2024-07-04,1034,3,1040,1035,1048,1037.75,1042,"Estimado","ESTADO","srag"
"18",2024-07-11,990,4,999,992,1009.025,996,1002,"Estimado","ESTADO","srag"
"19",2024-07-18,987,5,1004,994,1016,1001,1008,"Estimado","ESTADO","srag"
"20",2024-07-25,1058,6,1090,1076,1106,1085,1095,"Estimado","ESTADO","srag"
"21",2024-08-01,1237,7,1294,1275.975,1316.025,1287,1301,"Estimado","ESTADO","srag"
"22",2024-08-08,1410,8,1516,1488.975,1546,1506,1527,"Estimado","ESTADO","srag"
"23",2024-08-15,1525,9,1729,1681.975,1784,1712,1746,"Estimado","ESTADO","srag"
"24",2024-08-22,1221,10,1574,1488,1673,1541,1610,"Estimado","ESTADO","srag"
"25",2024-08-29,786,11,1621.5,1337.95,1997.275,1511,1730,"Estimado","ESTADO","srag"
"26",2024-08-29,786,11,1621.5,1337.95,1997.275,1511,1730,"Previsto","ESTADO","srag"
"27",2024-09-05,NA,12,1674.5,1064.875,2669.025,1426.75,1938,"Previsto","ESTADO","srag"
"28",2024-03-21,15,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"29",2024-03-28,23,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"30",2024-04-04,26,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"31",2024-04-11,19,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"32",2024-04-18,48,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"33",2024-04-25,30,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"34",2024-05-02,36,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"35",2024-05-09,31,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"36",2024-05-16,23,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"37",2024-05-23,13,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"38",2024-05-30,16,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"39",2024-06-06,18,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"40",2024-06-13,15,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"41",2024-06-20,16,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
"42",2024-06-27,14,NA,NA,NA,NA,NA,NA,"Estimado","ARAÇATUBA","srag"
